ep_title,ep_url,sutra,ep_in_app,ep_featured,ep_description,ep_songbook_title,ep_volume,ep_rating,genres,genres_full,ep_total_tracks,total_plays,total_likes,duration_total,artwork_url,artwork_lg_url,lyrics_title,lyrics_id,created_at,playlist_names_clean
What the Mirror Said (Reste Lucide) - GLOWsutra JAZZ,https://soundcloud.com/bananasutra/sets/what-the-mirror-said-reste-lucide-glowsutra-jazz,GROWsutra,checked,,,,1,,"BURLESQUE,INDIE,JAZZ","BURLESQUE,INDIE,JAZZ",5,760,7,0:18:38,https://i1.sndcdn.com/artworks-VQkWPBpI3EhvPQjd-JaXiYg-t500x500.png,https://i1.sndcdn.com/artworks-VQkWPBpI3EhvPQjd-JaXiYg-t1080x1080.png,What the Mirror Said (Reste Lucide),L-290,2025-07-25 08:08,"BURLESQUEsutra,FRENCHsutra oui oui · sacrebleu,GLOWsutra : RAINBOWS (in my clouds),GLOWsutra where gratitude feeds,JAZZsutra,OUI OUI : Pardon (my French)"
MASA (Make America Safe Again) ✮ EPX12 ✮ QUACKsutra Psychedelic BANJO,https://soundcloud.com/bananasutra/sets/masa-make-america-safe-again-epx12-quacksutra-psychedelic-banjo,QUACKsutra,checked,,,,1,,"BANJO,BLUES,BURLESQUE,DUB,ROCK","BANJO,BLUES,BURLESQUE,COUNTRY,DUB,PSYCHEDELIC,ROCK",12,5437,37,0:38:28,https://i1.sndcdn.com/artworks-zGBEcizIyyXPbSgu-fuTgSg-t500x500.png,https://i1.sndcdn.com/artworks-zGBEcizIyyXPbSgu-fuTgSg-t1080x1080.png,MASA (Make America Safe Again),L-326,2025-11-12 10:23,"BANJOsutra,BLOWsutra,BLOWsutra : MAxA Series,BLUESsutra (Best Of),BURLESQUEsutra,QUACKsutra where we sing FU"
Muddy Waters EP,https://soundcloud.com/bananasutra/sets/muddy-waters-ep,BLOWsutra,checked,,,,2,,LOFI,LOFI,3,2441,35,0:10:06,https://i1.sndcdn.com/artworks-nMqZKsyaPrkeqrcw-6Z1nNw-t500x500.jpg,https://i1.sndcdn.com/artworks-nMqZKsyaPrkeqrcw-6Z1nNw-t1080x1080.jpg,Nietzsche's Gift (Muddy Waters),L-165,2024-11-19 17:53,"BLOWsutra : EGO (gone loco),KNOWsutra where questions matter,LOFIsutra,LOFIsutra (Best Of)"
Waldo's Fascist Tango EPx3 VOL. 1 • Burlesque JAZZ,https://soundcloud.com/bananasutra/sets/waldos-fascist-tango-epx3-vol-1-blowsutra-burlesque,GROWsutra,checked,,,,1,,"BURLESQUE,JAZZ","BURLESQUE,JAZZ",3,690,7,0:10:30,https://i1.sndcdn.com/artworks-c3L1ZrA7GdTEUNpD-srMlmg-t500x500.png,https://i1.sndcdn.com/artworks-c3L1ZrA7GdTEUNpD-srMlmg-t1080x1080.png,Waldo's Fascist Tango (Down We Go),L-281,2025-04-06 01:10,"BLOWsutra : APES (gone wrong),BURLESQUEsutra,QUACKsutra where we sing FU,Questions for the (kind) POPE in the Sky"
Jacques Brel : French EPx9 : GLOWsutra Burlesque Indie Blues Gratitude POET(ry),https://soundcloud.com/bananasutra/sets/jacques-brel-french-epx9-glowsutra-burlesque-indie-blues-gratitude-poetry,GLOWsutra,checked,,,,1,,"BANJO,BLUES,BURLESQUE,INDIE","BANJO,BLUES,BURLESQUE,INDIE,PSYCHEDELIC",9,3225,29,0:38:47,https://i1.sndcdn.com/artworks-e0sOW6yRL70L2ZRD-C8tirQ-t500x500.png,https://i1.sndcdn.com/artworks-e0sOW6yRL70L2ZRD-C8tirQ-t1080x1080.png,Jacques Brel,L-118,2025-11-29 22:24,"BLUESsutra,BURLESQUEsutra,FRENCHsutra oui oui · sacrebleu,GLOWsutra where gratitude feeds,INDIEsutra,OUI OUI : Pardon (my French)"
Segggsting • SHOWsutra EPx6 • French Burlesque Jazz Cabaret,https://soundcloud.com/bananasutra/sets/segggsting-showsutra-epx6-burlesque-jazz-cabaret,SHOWsutra,checked,,,,1,,"BANJO,BURLESQUE,JAZZ","BANJO,BURLESQUE,CABARET,JAZZ",6,1240,6,0:21:22,https://i1.sndcdn.com/artworks-ysjQ1M8gFBitUZAA-QR72zg-t500x500.png,https://i1.sndcdn.com/artworks-ysjQ1M8gFBitUZAA-QR72zg-t1080x1080.png,Segggsting,L-213,2025-07-22 05:12,"BANJOsutra,BURLESQUEsutra,FRENCHsutra oui oui · sacrebleu,INDIEsutra,JAZZsutra,LOFIsutra,SHOWsutra where bananas play"
Sing Your Own Gospel • Vol. 2 EPx7 • GROWsutra (God · Etc) Revolutionary Gipsy JAZZ,https://soundcloud.com/bananasutra/sets/sing-your-own-gospel-vol-2-epx7-growsutra-god-etc-revolutionary-gipsy-jazz,GROWsutra,checked,,,,1,,"BLUES,FOLK,INDIE,JAZZ","BLUES,FOLK,GIPSY,INDIE,JAZZ",7,6383,94,0:21:46,https://i1.sndcdn.com/artworks-kWzeemU5Sy6IEyqW-Ipy4sA-t500x500.png,https://i1.sndcdn.com/artworks-kWzeemU5Sy6IEyqW-Ipy4sA-t1080x1080.png,Sing Your Own Gospel,L-227,2026-01-04 05:10,"BLUESsutra,FOLKsutra,GROWsutra : GOD (etc),GROWsutra where we be brave,JAZZsutra,JAZZsutra (Best Of)"
When We Duende · Encore ★ Arabesk Fado Soul EPx2 VOL.2,https://soundcloud.com/bananasutra/sets/when-we-duende-encore-arabesk-fado-soul-epx2-vol2,FLOWsutra,checked,,,,1,,INDIE,"FADO,SOUL",2,447,4,0:07:52,https://i1.sndcdn.com/artworks-2HTk9xJWFp1O434r-CXIyuA-t500x500.png,https://i1.sndcdn.com/artworks-2HTk9xJWFp1O434r-CXIyuA-t1080x1080.png,When We Duende (Encore),L-295,2025-06-16 11:25,"FLOWsutra : WET (my friend),LOFIsutra"
Sidération Blues - A Song of Wrong - EPx7 Vol 3 of 4,https://soundcloud.com/bananasutra/sets/sideration-blues-a-song-of-wrong-epx7-vol-3-of-4,BLOWsutra,checked,,,,3,,BLUES,BLUES,7,3352,30,0:23:24,https://i1.sndcdn.com/artworks-m0yZE3BD5czpTSpy-yzAs5A-t500x500.png,https://i1.sndcdn.com/artworks-m0yZE3BD5czpTSpy-yzAs5A-t1080x1080.png,Sidération Blues,L-225,2025-05-26 00:46,"BLUESsutra,Playlist Sidération Gone Bananas x29,QUACKsutra where we sing FU"
Okey Dokey · No It's Not Ξ EPx5 Ξ LOFIsutra,https://soundcloud.com/bananasutra/sets/okey-dokey-no-its-not-epx5-lofisutra,BLOWsutra,checked,,,,1,,INDIE,INDIE,5,6757,49,0:15:26,https://i1.sndcdn.com/artworks-lY0oFqEouYMs8MxL-RFc5iA-t500x500.png,https://i1.sndcdn.com/artworks-lY0oFqEouYMs8MxL-RFc5iA-t1080x1080.png,Okie Dokie (No It's Not),L-174,2025-04-25 06:33,"BANJOsutra,BLOWsutra,BLOWsutra : APES (gone wrong),LOFIsutra,LOFIsutra (Best Of)"
HashtagWHY (to be ctd...),https://soundcloud.com/bananasutra/sets/hashtagwhy-to-be-ctd,KNOWsutra,checked,,,,1,,ROCK,PUNK ROCK,2,529,5,0:06:23,https://i1.sndcdn.com/artworks-0LTSLaDkEUo21nzx-OHpjRw-t500x500.jpg,https://i1.sndcdn.com/artworks-0LTSLaDkEUo21nzx-OHpjRw-t1080x1080.jpg,HashtagWHY (Sorry Not Sorry),L-94,2024-12-23 02:47,"BANJOsutra,KNOWsutra : but(t) WHY,KNOWsutra where questions matter,MANTRAsutra"
Ironic Moronic Eugenics ☤ What Happens When KNOWsutra & BLOWsutra Make a Baby,https://soundcloud.com/bananasutra/sets/ironic-moronic-eugenics-what-happens-when-knowsutra-blowsutra-make-a-baby,BLOWsutra,checked,,,,1,,"BANJO,BLUES,DUB,FOLK,ROCK","BANJO,BLUES,DUB,FOLK,PSYCHEDELIC,PUNK,ROCK",8,1666,15,0:27:43,https://i1.sndcdn.com/artworks-N9z3Fy63NDAYopf0-Ffs1iA-t500x500.png,https://i1.sndcdn.com/artworks-N9z3Fy63NDAYopf0-Ffs1iA-t1080x1080.png,Ironic Moronic Eugenics,L-115,2025-09-23 01:12,"BANJOsutra,BLOWsutra,BLOWsutra : EGO (gone loco),BLUESsutra,BURLESQUEsutra,DUBsutra,FOLKsutra,JAZZsutra,ROCKsutra"
MAMA-B-C (Make America Mine Achtung) • BLOWsutra MAxA Series EPx8,https://soundcloud.com/bananasutra/sets/mama-b-c-blowsutra-maxa-series-epx8,QUACKsutra,checked,,,,1,,"BANJO,BLUES,BURLESQUE,FOLK,INDIE,LOFI","BANJO,BLUES,BURLESQUE,FOLK,INDIE,LOFI,PSYCHEDELIC,TRIP HOP",8,7067,43,0:20:16,https://i1.sndcdn.com/artworks-uDzqzbtn80lOeo3H-hV475g-t500x500.png,https://i1.sndcdn.com/artworks-uDzqzbtn80lOeo3H-hV475g-t1080x1080.png,MAMA (Make America Mine Achtung),L-156,2026-02-13 05:48,"BLOWsutra,BLOWsutra : MAxA Series,BLUESsutra,BLUESsutra (Best Of),INDIEsutra,LOFIsutra,LOFIsutra (Best Of)"
There's No Prayer Like Desire • KNOWsutra But(t) Why EPx4,https://soundcloud.com/bananasutra/sets/theres-no-prayer-like-desire-knowsutra-butt-why-epx4,KNOWsutra,checked,,,,1,,"BANJO,BLUES,BURLESQUE","BANJO,BLUES,BURLESQUE",3,2006,20,0:08:29,https://i1.sndcdn.com/artworks-BZeLqNQ4AlXL9NGG-8Sntuw-t500x500.png,https://i1.sndcdn.com/artworks-BZeLqNQ4AlXL9NGG-8Sntuw-t1080x1080.png,There's No Prayer Like Desire,L-259,2025-12-14 04:18,"BLUESsutra,BURLESQUEsutra,FOLKsutra (Best Of),KNOWsutra where questions matter"
Secret de Polichinelle 🎪 French EPx10 🎪 KNOWsutra Psychedelic Gipsy Circus,https://soundcloud.com/bananasutra/sets/secret-de-polichinelle-french-epx10-knowsutra-psychedelic-gipsy-circus,BLOWsutra,checked,,,,1,,"BURLESQUE,INDIE,JAZZ","BURLESQUE,GIPSY,INDIE,JAZZ,PSYCHEDELIC",10,5399,53,0:35:11,https://i1.sndcdn.com/artworks-xr4XjkoXh1PH9F6I-IQ3wCQ-t500x500.png,https://i1.sndcdn.com/artworks-xr4XjkoXh1PH9F6I-IQ3wCQ-t1080x1080.png,Secret De Polichinelle,L-212,2025-11-11 23:41,"BURLESQUEsutra,BURLESQUEsutra (Best Of),FRENCHsutra oui oui · sacrebleu,OUI OUI : Pardon (my French)"
Let’s Do It (Let's Fall in Love) EP • Public Domain Lyrics • JAZZsutra,https://soundcloud.com/bananasutra/sets/lets-do-it-lets-fall-in-love-ep-public-domain-lyrics-jazzsutra,FLOWsutra,checked,,,,1,,JAZZ,"JAZZ,PSYCHEDELIC",4,1036,15,0:13:04,https://i1.sndcdn.com/artworks-eBfjOLCOGCrYzDzL-qn290w-t500x500.jpg,https://i1.sndcdn.com/artworks-eBfjOLCOGCrYzDzL-qn290w-t1080x1080.jpg,Let's Do It,L-140,2025-01-19 23:44,"FLOWsutra : WET (my friend),FLOWsutra where time is space,JAZZsutra"
Kindness - Psychedelic INDIEsutra,https://soundcloud.com/bananasutra/sets/kindness-psychedelic-indiesutra,GROWsutra,checked,,,,2,,INDIE,PSYCHEDELIC,2,306,3,0:04:22,https://i1.sndcdn.com/artworks-60rWtzt0Ur5yDsl8-lcLgjQ-t500x500.jpg,https://i1.sndcdn.com/artworks-60rWtzt0Ur5yDsl8-lcLgjQ-t1080x1080.jpg,Kindness,L-126,2025-02-06 09:39,"INDIEsutra,KNOWsutra where questions matter"
Blaise's Tale ⭐︎ EPx3 ⭐︎ KNOWsutra Folk Cabaret,https://soundcloud.com/bananasutra/sets/blaises-tale-epx3-knowsutra-folk-cabaret,KNOWsutra,checked,,,,1,,"BANJO,BURLESQUE,FOLK","BANJO,BURLESQUE,CABARET,FOLK",3,587,5,0:08:41,https://i1.sndcdn.com/artworks-nZjm9BvXode0nW5K-5dXY2A-t500x500.png,https://i1.sndcdn.com/artworks-nZjm9BvXode0nW5K-5dXY2A-t1080x1080.png,Blaise's Tale,L-31,2025-08-24 01:01,"BANJOsutra,BURLESQUEsutra,FOLKsutra,KNOWsutra : but(t) WHY,KNOWsutra where questions matter"
The Accordion of Ignorance EP X4,https://soundcloud.com/bananasutra/sets/the-accordion-of-ignorance-ep-x4,QUACKsutra,checked,,,,1,,FOLK,FOLK,4,702,7,0:15:49,https://i1.sndcdn.com/artworks-ppd320RXiIyfcazy-2Vw1DA-t500x500.png,https://i1.sndcdn.com/artworks-ppd320RXiIyfcazy-2Vw1DA-t1080x1080.png,The Accordion of Ignorance,L-242,2024-12-11 21:36,"BLOWsutra,BLOWsutra : APES (gone wrong),BLUESsutra,BURLESQUEsutra,FOLKsutra"
Reason over Reverence (No need for God) ☷ KNOWsutra EPx6,https://soundcloud.com/bananasutra/sets/reason-over-reverence-no-need-for-god-knowsutra-epx6,GROWsutra,checked,,,,1,,"BANJO,BLUES","BANJO,BLUES",6,1749,16,0:19:56,https://i1.sndcdn.com/artworks-52aEtWxS2ijbwMuq-syAe6A-t500x500.png,https://i1.sndcdn.com/artworks-52aEtWxS2ijbwMuq-syAe6A-t1080x1080.png,Reason Over Reverence,L-205,2025-06-24 01:57,"BANJOsutra,BLUESsutra,BURLESQUEsutra,DUBsutra,FOLKsutra,GROWsutra : GOD (etc),INDIEsutra,JAZZsutra,KNOWsutra : BERTRAND (mon chéri)"
Double Standards EPx3 VOL. 1 • BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/double-standards-epx3-burlesquesutra,GROWsutra,checked,,,,1,,BURLESQUE,BURLESQUE,3,614,10,0:09:59,https://i1.sndcdn.com/artworks-EbCkPt5OXsQDVEWJ-qwqVYw-t500x500.jpg,https://i1.sndcdn.com/artworks-EbCkPt5OXsQDVEWJ-qwqVYw-t1080x1080.jpg,Double Standards,L-64,2025-01-22 09:24,"BLOWsutra,BLOWsutra : APES (gone wrong),BURLESQUEsutra,DUBsutra,JAZZsutra,KNOWsutra where questions matter"
What's F-A-S-C-I-S-T? EPx8 VOL. 1 ☆ BLOWsutra JAZZ FOLK Fusion,https://soundcloud.com/bananasutra/sets/whats-f-a-s-c-i-s-t-epx9-vol-1-blowsutra-jazz-folk-fusion,KNOWsutra,checked,,,,1,,"BURLESQUE,FOLK,JAZZ,LOFI","BURLESQUE,COUNTRY,FOLK,JAZZ,LOFI",8,1553,11,0:25:17,https://i1.sndcdn.com/artworks-ovG5pHzgSSHWXS4C-9duL4w-t500x500.png,https://i1.sndcdn.com/artworks-ovG5pHzgSSHWXS4C-9duL4w-t1080x1080.png,What's F-A-S-C-I-S-T?,L-292,2025-04-04 00:41,"BLOWsutra,BLOWsutra : CENSOR(ed),BURLESQUEsutra,FOLKsutra,FOTUS CIRCUS Playlist An American Freaks Show,GROWsutra where we be brave,JAZZsutra,LOFIsutra,QUACKsutra where we sing FU"
Who Needs a Big D? EP x8 VOL. 1 - JAZZ 'n DUB,https://soundcloud.com/bananasutra/sets/who-needs-a-big-d-ep-x8-vol-1-jazz-n-dub,SHOWsutra,checked,,,,1,,"BURLESQUE,DUB,FOLK,JAZZ,LOFI","BURLESQUE,DUB,FOLK,JAZZ,LOFI",8,1872,16,0:25:49,https://i1.sndcdn.com/artworks-jhyk7fARubhfUtQC-VqNUCQ-t500x500.png,https://i1.sndcdn.com/artworks-jhyk7fARubhfUtQC-VqNUCQ-t1080x1080.png,Who Needs A Big D?,L-301,2025-04-09 03:13,"BURLESQUEsutra,DUBsutra,JAZZsutra,SHOWsutra : B.J. (is for Banana Jesters),SHOWsutra where bananas play"
