track_title,track_id,sc_url,current_lyrics_id,current_lyrics_title_in_SC,CORRECT_SONG_TITLE (for lyrics_id matching correction),SONGS_title_at_current_id,correct_lyrics_id,issue_type
[02] A Man's a Man and A' That - VOL. 02 - A Spin on Robert Burns' Revolutionary Song - Capela MANTRA LOFI,2084801919,https://soundcloud.com/bananasutra/02-a-mans-a-man-and-a-that-vol-02-a-spin-on-robert-burns-revolutionary-song-capela-mantra-lofi-2,L-005,A Man's a Man and A' That,A Man's a Man and A' That,MISSING,,ORPHAN ID
ABC Of Kindness - A Is For Always Speak From Your Heart - DUBsutra (1),2029770568,https://soundcloud.com/bananasutra/abc-of-kindness-a-is-for-4,L-009,ABC Of Kindness,ABC Of Kindness,MISSING,,ORPHAN ID
[08] Ain't Doing Bad Doing Nothing ⭐︎ Public Domain Lyrics Fun ⭐︎ FLOWsutra Wet BURLESQUE,2205955087,https://soundcloud.com/bananasutra/08-aint-doing-bad-doing-public-domain-lyrics-fun-flowsutra-wet-burlesque-8,L-014,Ain't Doing Bad Doing Nothing,Ain't Doing Bad Doing Nothing,MISSING,,ORPHAN ID
[01] Ain't Doing Bad Doing Nothing ⭐︎ Public Domain Lyrics Fun ⭐︎ FLOWsutra Wet JAZZ,2205955091,https://soundcloud.com/bananasutra/01-aint-doing-bad-doing-public-domain-lyrics-fun-flowsutra-wet-jazz-1,L-014,Ain't Doing Bad Doing Nothing,Ain't Doing Bad Doing Nothing,MISSING,,ORPHAN ID
[07] Ain't Doing Bad Doing Nothing ⭐︎ Public Domain Lyrics Fun ⭐︎ FLOWsutra Wet JAZZ,2205955079,https://soundcloud.com/bananasutra/07-aint-doing-bad-doing-public-domain-lyrics-fun-flowsutra-wet-jazz-7,L-014,Ain't Doing Bad Doing Nothing,Ain't Doing Bad Doing Nothing,MISSING,,ORPHAN ID
"[04] Embraceable You - An American in Paris, Public Domain Lyrics - SHOWsutra Indie Jazz DUB",2248524077,https://soundcloud.com/bananasutra/04-embraceable-you-an-american-in-paris-public-domain-lyrics-showsutra-indie-jazz-dub-4,L-17,An American in Paris (Public Domain Lyrics),An American in Paris (Public Domain),An American in Paris (Public Domain),,WRONG ID - TITLE NOT IN SONGS
"[05] Tra-La-La - An American in Paris, Public Domain Lyrics - SHOWsutra Indie Jazz DUB",2248524068,https://soundcloud.com/bananasutra/05-tra-la-la-an-american-in-paris-public-domain-lyrics-showsutra-indie-jazz-dub-5,L-17,An American in Paris (Public Domain Lyrics),An American in Paris (Public Domain),An American in Paris (Public Domain),,WRONG ID - TITLE NOT IN SONGS
"[03] Nice Work If You Can Get It - An American in Paris, Public Domain Lyrics - SHOWsutra Indie JAZZ",2248524080,https://soundcloud.com/bananasutra/03-nice-work-if-you-can-get-it-an-american-in-paris-public-domain-lyrics-showsutra-classic-retro-indie-jazz-3,L-17,An American in Paris (Public Domain Lyrics),An American in Paris (Public Domain),An American in Paris (Public Domain),,WRONG ID - TITLE NOT IN SONGS
Side A [01] Secondhand Smoke • BLOWsutra Ego Gone Loco Gipsy Indie Trip Hop LOFI,2208202448,https://soundcloud.com/bananasutra/side-a-01-secondhand-smoke-blowsutra-ego-gone-loco-gipsy-indie-trip-hop-lofi-1,L-016,Arrogant Hearts (Second hand Smoke),Arrogant Hearts (Second hand Smoke),MISSING,,ORPHAN ID
Side A [03] Secondhand Smoke • BLOWsutra Ego Gone Loco Gipsy Indie Trip Hop LOFI,2208202451,https://soundcloud.com/bananasutra/side-a-03-secondhand-smoke-blowsutra-ego-gone-loco-gipsy-indie-trip-hop-lofi-3,L-016,Arrogant Hearts (Second hand Smoke),Arrogant Hearts (Second hand Smoke),MISSING,,ORPHAN ID
Side B [03] Arrogant Hearts - BLOWsutra Indie Cello MANTRA,2208202442,https://soundcloud.com/bananasutra/side-b-03-arrogant-hearts-blowsutra-indie-cello-mantra-6,L-016,Arrogant Hearts (Second hand Smoke),Arrogant Hearts (Second hand Smoke),MISSING,,ORPHAN ID
[01] BANANA ALLELUIA — KNOWsutra Folk Waltz Ballad BURLESQUE,2150602338,https://soundcloud.com/bananasutra/banana-alleluia-failed-soundcloud-upload,L-020,Banana Alleluia,Banana Alleluia,MISSING,,ORPHAN ID
[03] BANANA ALLELUIA — KNOWsutra Banjo Waltz Bounce BURLESQUE,2140154130,https://soundcloud.com/bananasutra/03-banana-alleluia-knowsutra-banjo-waltz-bounce-burlesque-3,L-020,Banana Alleluia,Banana Alleluia,MISSING,,ORPHAN ID
[02] Because the Fight ⭐︎ MellO BANJOsutra,2084831274,https://soundcloud.com/bananasutra/02-delete-your-butt-mellobanjosutra-2,L-026,Because the Light,Because the Light,MISSING,,ORPHAN ID
[01] Because the Light (wontdietonight) ⭐︎ Breathy LOFIsutra,2084831280,https://soundcloud.com/bananasutra/01-because-the-light-wontdietonight-breathy-lofisutra-1,L-026,Because the Light,Because the Light,MISSING,,ORPHAN ID
(what u) think about? • (introvert) FOLKsutra,1991682679,https://soundcloud.com/bananasutra/what-u-think-about-o-introvert,L-30,Berries and Beaches,Berries & Beaches,Berries & Beaches,,WRONG ID - TITLE NOT IN SONGS
[05] Blessed Be The Dogs • SHOWsutra Post-Punk Burlesque ROCK,2153509263,https://soundcloud.com/bananasutra/05-blessed-be-the-dogs-showsutra-post-punk-burlesque-rock-5,L-031,Blessed Be The Dogs,Blessed Be The Dogs,MISSING,,ORPHAN ID
Side A [01] Dare to Care (This Issue is Real) - BLOWsutra Revolt Now Jazzy Gipsy Blues DUB,2248438646,https://soundcloud.com/bananasutra/side-a-01-dare-to-care-this-issue-is-real-blowsutra-revolt-now-jazzy-gipsy-blues-dub-1,L-034,Bloom Past Doom,Bloom Past Doom,MISSING,,ORPHAN ID
Side B [07] Revolution's Lit (This Ain't Fiction) - BLOWsutra Revolt Now Bluesy Psychedelic Americana Banjo FOLK,2248438640,https://soundcloud.com/bananasutra/side-b-07-revolutions-lit-this-aint-fiction-blowsutra-revolt-now-bluesy-psychedelic-americana-banjo-folk-7,L-034,Bloom Past Doom,Bloom Past Doom,MISSING,,ORPHAN ID
Side B [05] Revolution's Lit (This Ain't Fiction) - BLOWsutra Revolt Now Jazzy INDIE,2248438649,https://soundcloud.com/bananasutra/side-b-05-revolutions-lit-this-aint-fiction-blowsutra-revolt-now-jazzy-indie-5,L-034,Bloom Past Doom,Bloom Past Doom,MISSING,,ORPHAN ID
Side A [02] Dare to Care (This Issue is Real) - BLOWsutra Revolt Now Dubby Bluesy Burlesque JAZZ,2248438631,https://soundcloud.com/bananasutra/side-a-02-dare-to-care-this-issue-is-real-blowsutra-revolt-now-dubby-bluesy-burlesque-jazz-2,L-034,Bloom Past Doom,Bloom Past Doom,MISSING,,ORPHAN ID
[02] But(t) How Can You GROWsutra Dem Sed Psychedelic Ragga DUB,2278937996,https://soundcloud.com/bananasutra/02-butt-how-can-you-growsutra-dem-sed-psychedelic-ragga-dub-2,L-038,But(t) How Can You?,But(t) How Can You?,MISSING,,ORPHAN ID
[05] But(t) How Can You GROWsutra F-Bomb Psychedelic Hip Hop LOFI,2278937993,https://soundcloud.com/bananasutra/05-butt-how-can-you-growsutra-f-bomb-psychedelic-hip-hop-lofi-5,L-038,But(t) How Can You?,But(t) How Can You?,MISSING,,ORPHAN ID
[03] Cassandra's Lullaby • World Reckoning INDIE FOLK,2129607399,https://soundcloud.com/bananasutra/03-cassandras-lullaby-world-reckoning-indie-folk-3,L-039,Cassandra's Lullaby,Cassandra's Lullaby,MISSING,,ORPHAN ID
[06] Cassandra's Lullaby • Jewish World INDIE FOLK,2129607411,https://soundcloud.com/bananasutra/06-cassandras-lullaby-jewish-world-indie-folk-6,L-039,Cassandra's Lullaby,Cassandra's Lullaby,MISSING,,ORPHAN ID
[11] Cassandra's Lullaby • Jewish Drum Indie Jazz MANTRA,2129607414,https://soundcloud.com/bananasutra/11-cassandras-lullaby-jewish-drum-indie-jazz-mantra-11,L-039,Cassandra's Lullaby,Cassandra's Lullaby,MISSING,,ORPHAN ID
"[02] Courage, Care, and Coconuts (Kindness is Clear more than Nice) - Dreamy Indie FOLKsutra",2100876342,https://soundcloud.com/bananasutra/02-courage-care-and-coconuts-kindness-is-clear-more-than-nice-dreamy-indie-folksutra-2,L-043,"Courage, care, and coconuts","Courage, care, and coconuts",MISSING,,ORPHAN ID
Creepy Con Meme • Dicky DUBsutra,2040185160,https://soundcloud.com/bananasutra/creepy-con-meme-o-dicky,L-045,Creepy Con Meme,Creepy Con Meme,MISSING,,ORPHAN ID
Side A [04] CREEPYPASTA • SHOWsutra Hide Yo Pets Bluegrass BANJO,2195089667,https://soundcloud.com/bananasutra/side-a-04-creepypasta-showsutra-hide-yo-pets-bluegrass-banjo-4,L-047,CREEPYPASTA (what the hella),Creepy Pasta (What The Hella),MISSING,,ORPHAN ID
Side B [01] CREEPYPASTA • SHOWsutra Trip Storyteller LOFI,2195089675,https://soundcloud.com/bananasutra/side-b-01-creepypasta-showsutra-trip-storyteller-lofi-14,L-047,CREEPYPASTA (what the hella),Creepy Pasta (What The Hella),MISSING,,ORPHAN ID
Side B [02] CREEPYPASTA • SHOWsutra Trip Storyteller LOFI,2195089719,https://soundcloud.com/bananasutra/side-b-02-creepypasta-showsutra-trip-storyteller-lofi-15,L-047,CREEPYPASTA (what the hella),Creepy Pasta (What The Hella),MISSING,,ORPHAN ID
#2 Darling - JAZZsutra,1963060251,https://soundcloud.com/bananasutra/2-darling-jazzsutra,L-053,Darling,Darling,MISSING,,ORPHAN ID
Double (decking) Standards VOL. 1 • DUBsutra,2015172447,https://soundcloud.com/bananasutra/double-decking-standards-why-dubsutra,L-059,Double Standards,Double Standards,MISSING,,ORPHAN ID
[01] Easy (Death Is Nothing At All) • BOWsutra Weary Banjo Mama BLUES,2177269572,https://soundcloud.com/bananasutra/01-easy-death-is-nothing-at-all-bowsutra-weary-banjo-mama-blues-1,L-062,Easy (Death Is Nothing At All),Easy (Death Is Nothing At All),MISSING,,ORPHAN ID
[07] Easy (Death Is Nothing At All) • BOWsutra La Poesita Peace DUB INDIE,2177269569,https://soundcloud.com/bananasutra/07-easy-death-is-nothing-at-all-bowsutra-la-poesita-peace-dub-indie-7,L-062,Easy (Death Is Nothing At All),Easy (Death Is Nothing At All),MISSING,,ORPHAN ID
[02] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) La Poesita Psychedelic Indie Flamenco DUB,2271618413,https://soundcloud.com/bananasutra/02-ego-aint-your-amigo-blowsutra-ego-gone-loco-la-poesita-psychedelic-indie-flamenco-dub-2,L-063,Ego Ain't Your Amigo,Ego Ain't Your Amigo,MISSING,,ORPHAN ID
[05] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Psychedelic Bridge Poetry Folk DUB,2271618437,https://soundcloud.com/bananasutra/05-ego-aint-your-amigo-blowsutra-ego-gone-loco-psychedelic-bridge-poetry-folk-dub-5,L-063,Ego Ain't Your Amigo,Ego Ain't Your Amigo,MISSING,,ORPHAN ID
[06] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Psychedelic Bridge Poetry Folk DUB,2271618449,https://soundcloud.com/bananasutra/06-ego-aint-your-amigo-blowsutra-ego-gone-loco-psychedelic-bridge-poetry-folk-dub-6,L-063,Ego Ain't Your Amigo,Ego Ain't Your Amigo,MISSING,,ORPHAN ID
[21] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Queen of Authentic Dubby Psychedelic Folk BLUES,2271618428,https://soundcloud.com/bananasutra/21-ego-aint-your-amigo-blowsutra-ego-gone-loco-queen-of-authentic-dubby-psychedelic-folk-blues-21,L-063,Ego Ain't Your Amigo,Ego Ain't Your Amigo,MISSING,,ORPHAN ID
[18] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Post-Punk Psychedelic IBYN Rock BURLESQUE,2271618434,https://soundcloud.com/bananasutra/18-ego-aint-your-amigo-blowsutra-ego-gone-loco-post-punk-psychedelic-ibyn-rock-burlesque-18,L-063,Ego Ain't Your Amigo,Ego Ain't Your Amigo,MISSING,,ORPHAN ID
[01] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) La Poesita Psychedelic Indie Flamenco DUB,2271618407,https://soundcloud.com/bananasutra/01-ego-aint-your-amigo-blowsutra-ego-gone-loco-la-poesita-psychedelic-indie-flamenco-dub-1,L-063,Ego Ain't Your Amigo,Ego Ain't Your Amigo,MISSING,,ORPHAN ID
[03] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) La Poesita Psychedelic Indie Flamenco DUB,2271618401,https://soundcloud.com/bananasutra/03-ego-aint-your-amigo-blowsutra-ego-gone-loco-la-poesita-psychedelic-indie-flamenco-dub-3,L-063,Ego Ain't Your Amigo,Ego Ain't Your Amigo,MISSING,,ORPHAN ID
[04] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Psychedelic Bridge Poetry Folk DUB,2271618395,https://soundcloud.com/bananasutra/04-ego-aint-your-amigo-blowsutra-ego-gone-loco-psychedelic-bridge-poetry-folk-dub-4,L-063,Ego Ain't Your Amigo,Ego Ain't Your Amigo,MISSING,,ORPHAN ID
[07] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Psychedelic Bridge Poetry Folk DUB,2271618422,https://soundcloud.com/bananasutra/07-ego-aint-your-amigo-blowsutra-ego-gone-loco-psychedelic-bridge-poetry-folk-dub-7,L-063,Ego Ain't Your Amigo,Ego Ain't Your Amigo,MISSING,,ORPHAN ID
[08] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) She Wanna Know Psychedelic Jazz Fusion DUB,2271618443,https://soundcloud.com/bananasutra/08-ego-aint-your-amigo-blowsutra-ego-gone-loco-she-wanna-know-psychedelic-jazz-fusion-dub-8,L-063,Ego Ain't Your Amigo,Ego Ain't Your Amigo,MISSING,,ORPHAN ID
[09] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) She Wanna Know Psychedelic Jazz Fusion DUB,2271618431,https://soundcloud.com/bananasutra/09-ego-aint-your-amigo-blowsutra-ego-gone-loco-she-wanna-know-psychedelic-jazz-fusion-dub-9,L-063,Ego Ain't Your Amigo,Ego Ain't Your Amigo,MISSING,,ORPHAN ID
[13] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Psychedelic Cello Burlesque Jazz LOFI,2271618398,https://soundcloud.com/bananasutra/13-ego-aint-your-amigo-blowsutra-ego-gone-loco-psychedelic-cello-burlesque-jazz-lofi-13,L-063,Ego Ain't Your Amigo,Ego Ain't Your Amigo,MISSING,,ORPHAN ID
[15] Ego Ain't Your Amigo • BLOWsutra (Ego Gone Loco) Psychedelic Gipsy Indie Jazz Fusion LOFI,2271618389,https://soundcloud.com/bananasutra/15-ego-aint-your-amigo-blowsutra-ego-gone-loco-psychedelic-gipsy-indie-jazz-fusion-lofi-15,L-063,Ego Ain't Your Amigo,Ego Ain't Your Amigo,MISSING,,ORPHAN ID
[01] Ego Ain't Your Amigo (Fasho at Marlago) - oh hi salty honey bluesy JAZZ tempo,2079593265,https://soundcloud.com/bananasutra/01-ego-aint-your-amigo-fasho-at-marlago-oh-hi-salty-honey-bluesy-jazz-tempo-1,L-063,Ego Ain't Your Amigo,Ego Ain't Your Amigo,MISSING,,ORPHAN ID
[02] EGO's masquerade • Tzigane Trip Hop Lo-Fi INDIE,2159401536,https://soundcloud.com/bananasutra/02-egos-masquerade-tzigane-trip-hop-lo-fi-indie-2,L-064,EGO's Masquerade,EGO's Masquerade,MISSING,,ORPHAN ID
[02] El Papito Leo es No MAGA Show - Muse DUB,2118416412,https://soundcloud.com/bananasutra/02-el-papito-leo-es-no-maga-show-muse-dub-2,L-065,El Papito (Es No MAGA Show),El Papito (Es No MAGA Show),MISSING,,ORPHAN ID
[03] El Papito Leo es No MAGA Show - Muse DUB,2118416421,https://soundcloud.com/bananasutra/03-el-papito-leo-es-no-maga-show-muse-dub-3,L-065,El Papito (Es No MAGA Show),El Papito (Es No MAGA Show),MISSING,,ORPHAN ID
[01] El Papito no es loco - Latin JAZZ,2118416418,https://soundcloud.com/bananasutra/01-el-papito-no-es-loco-latin-jazz-1,L-065,El Papito (Es No MAGA Show),El Papito (Es No MAGA Show),MISSING,,ORPHAN ID
[06] El Papito Leo es No MAGA Show - Cello INDIE,2118416415,https://soundcloud.com/bananasutra/06-el-papito-leo-es-no-maga-show-cello-indie-6,L-065,El Papito (Es No MAGA Show),El Papito (Es No MAGA Show),MISSING,,ORPHAN ID
"En Vrai, On Est Tous Frères • LOFI BLUES FRENCHsutra",2019929913,https://soundcloud.com/bananasutra/en-vrai-on-est-tous-fre-res-3,L-066,"En Vrai, On Est Tous Frères","En Vrai, On Est Tous Frères",MISSING,,ORPHAN ID
[01] Everybody Knows • KNOWsutra Burlesque Trip Hop Indie Piano BLUES,2205052535,https://soundcloud.com/bananasutra/01-everybody-knows-knowsutra-burlesque-trip-hop-indie-piano-blues-1,L-067,Everybody Knows,Everybody Knows,MISSING,,ORPHAN ID
[04] Everybody Knows • KNOWsutra Burlesque Trip Hop Piano Jazz INDIE,2205052543,https://soundcloud.com/bananasutra/04-everybody-knows-knowsutra-burlesque-trip-hop-piano-jazz-indie-4,L-067,Everybody Knows,Everybody Knows,MISSING,,ORPHAN ID
[05] Everybody Knows • KNOWsutra Psychedelic Trip Hop Cello Waltz INDIE,2205052555,https://soundcloud.com/bananasutra/05-everybody-knows-knowsutra-psychedelic-trip-hop-cello-waltz-indie-5,L-067,Everybody Knows,Everybody Knows,MISSING,,ORPHAN ID
[02] Everybody Knows • KNOWsutra Burlesque Trip Hop Indie Dub Piano BLUES,2205052559,https://soundcloud.com/bananasutra/02-everybody-knows-knowsutra-burlesque-trip-hop-indie-dub-piano-blues-2,L-067,Everybody Knows,Everybody Knows,MISSING,,ORPHAN ID
[05] Fluye • Queen (of Authentic) DUB (1),2098355772,https://soundcloud.com/bananasutra/05-fluye-queen-of-authentic-dub-1-5,L-071,Fluye (como el mar),Fluye (como el mar),MISSING,,ORPHAN ID
[08] Fluye • Miss Cheeky DUB (2),2098355745,https://soundcloud.com/bananasutra/08-fluye-miss-cheeky-dub-2-8,L-071,Fluye (como el mar),Fluye (como el mar),MISSING,,ORPHAN ID
[09] Fluye • Muse Prima DUB (1),2098355769,https://soundcloud.com/bananasutra/09-fluye-muse-prima-dub-1-9,L-071,Fluye (como el mar),Fluye (como el mar),MISSING,,ORPHAN ID
[11] Fluye • Feel Di (Ragga) Riddim DUB,2098355757,https://soundcloud.com/bananasutra/11-fluye-feel-di-ragga-riddim-dub-11,L-071,Fluye (como el mar),Fluye (como el mar),MISSING,,ORPHAN ID
[06] Fluye • Queen (of Authentic) DUB (2),2098355763,https://soundcloud.com/bananasutra/06-fluye-queen-of-authentic-dub-2-6,L-071,Fluye (como el mar),Fluye (como el mar),MISSING,,ORPHAN ID
[07] Fluye • Miss Cheeky DUB (1),2098355775,https://soundcloud.com/bananasutra/07-fluye-miss-cheeky-dub-1-7,L-071,Fluye (como el mar),Fluye (como el mar),MISSING,,ORPHAN ID
[01] Fluye • Oh My (Socrates) Cello INDIE,2098355751,https://soundcloud.com/bananasutra/01-fluye-oh-my-socrates-cello-indie-1,L-071,Fluye (como el mar),Fluye (como el mar),MISSING,,ORPHAN ID
Absinthe Bliss (Kiss Me Slow) • DUBsutra,1988597215,https://soundcloud.com/bananasutra/absinthe-bliss-kiss-me-slow-o,L-073,Foolish,Foolish,MISSING,,ORPHAN ID
Dark (Lace) Rhythms • TANGOsutra,1988597211,https://soundcloud.com/bananasutra/dark-lace-rhythms-o-tangosutra,L-073,Foolish,Foolish,MISSING,,ORPHAN ID
[14] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Destiny BLUES,2219108897,https://soundcloud.com/bananasutra/14-foolish-goldfish-forever-knowsutra-peace-not-war-psychedelic-destiny-blues-14,L-074,Foolish Goldfish (Forever),Foolish Goldfish (Forever),MISSING,,ORPHAN ID
[05] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Poetry Dubs The Bridge DUB,2219108906,https://soundcloud.com/bananasutra/05-foolish-goldfish-forever-knowsutra-peace-not-war-psychedelic-poetry-dubs-the-bridge-dub-5,L-074,Foolish Goldfish (Forever),Foolish Goldfish (Forever),MISSING,,ORPHAN ID
[01] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Mama-b-c Psychedelic Cello Dream INDIE,2219108903,https://soundcloud.com/bananasutra/01-foolish-goldfish-forever-knowsutra-peace-not-war-mama-b-c-psychedelic-cello-dream-indie-1,L-074,Foolish Goldfish (Forever),Foolish Goldfish (Forever),MISSING,,ORPHAN ID
[02] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) La Poesita Psychedelic Cello Dub INDIE,2219108909,https://soundcloud.com/bananasutra/02-foolish-goldfish-forever-knowsutra-peace-not-war-la-poesita-psychedelic-cello-dub-indie-2,L-074,Foolish Goldfish (Forever),Foolish Goldfish (Forever),MISSING,,ORPHAN ID
[07] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Tzigane Soul Fusion LOFI,2219108891,https://soundcloud.com/bananasutra/07-foolish-goldfish-forever-knowsutra-peace-not-war-psychedelic-tzigane-soul-fusion-lofi-7,L-074,Foolish Goldfish (Forever),Foolish Goldfish (Forever),MISSING,,ORPHAN ID
[08] Foolish Goldfish (Forever) • KNOWsutra Peace (Not War) Psychedelic Tzigane Soul Fusion LOFI,2219108894,https://soundcloud.com/bananasutra/08-foolish-goldfish-forever-knowsutra-peace-not-war-psychedelic-tzigane-soul-fusion-lofi-8,L-074,Foolish Goldfish (Forever),Foolish Goldfish (Forever),MISSING,,ORPHAN ID
"Genius, You See V.1 • Indie Jazz Folk Lullaby  • sutraKNOW inspired by Albert Einstein",1944270919,https://soundcloud.com/bananasutra/genius-you-see-v1-o,L-080,Genius EP,Genius EP,MISSING,,ORPHAN ID
[04] Gladys in Sonderland • SHOWsutra Psychedelic Gentle Gipsy Piano Cello Accordion Waltz Cameo BURLESQUE,2202148451,https://soundcloud.com/bananasutra/04-gladys-in-sonderland-showsutra-psychedelic-gentle-gipsy-piano-cello-accordion-waltz-cameo-burlesque-4,L-083,Gladys in Sonderland,Gladys in Sonderland,MISSING,,ORPHAN ID
[10] Gladys in Sonderland • SHOWsutra Psychedelic Gipsy Cello Waltz INDIE BURLESQUE,2202148491,https://soundcloud.com/bananasutra/10-gladys-in-sonderland-showsutra-psychedelic-gipsy-cello-waltz-indie-burlesque-10,L-083,Gladys in Sonderland,Gladys in Sonderland,MISSING,,ORPHAN ID
