track_id,track_title,sc_url,in_official_catalog,playlist_id,playlist_title,playlist_url,owner_username,owner_url,playlist_published_at,playlist_last_updated_at,playlist_track_count,playlist_duration_ms,playlist_likes_count,playlist_reposts_count,owner_followers_count,scrape_date,lookup_method
2353813778,[04] But(t) Where Do Pigeons Go To Die • BOWsutra (Death Is Nothing) Queen Of Authentic Dubby FOLK,https://soundcloud.com/bananasutra/04-butt-where-do-pigeons-go-to-die-bowsutra-death-is-nothing-queen-of-authentic-questions-folk-4,No,1845995616,Wiesen,https://soundcloud.com/josef-drstockinger/sets/wiesen,Josef,https://soundcloud.com/josef-drstockinger,2024-07-04T17:40:35Z,2026-07-08T19:28:54Z,400,89536316,0,0,173,2026-07-11,direct_api
2353813778,[04] But(t) Where Do Pigeons Go To Die • BOWsutra (Death Is Nothing) Queen Of Authentic Dubby FOLK,https://soundcloud.com/bananasutra/04-butt-where-do-pigeons-go-to-die-bowsutra-death-is-nothing-queen-of-authentic-questions-folk-4,No,1408754509,Präsentation Intro,https://soundcloud.com/josef-drstockinger/sets/praesentation-volksmusik,Josef,https://soundcloud.com/josef-drstockinger,2022-03-12T20:58:13Z,2026-07-08T19:15:49Z,37,6986203,0,0,173,2026-07-11,direct_api
2353813772,[02] But(t) Where Do Pigeons Go To Die • BOWsutra (Death Is Nothing) Poetry Bridges the DUB,https://soundcloud.com/bananasutra/02-butt-where-do-pigeons-go-to-die-bowsutra-death-is-nothing-poetry-bridges-the-dub-2,No,2263859129,Plane,https://soundcloud.com/fidgef8/sets/plane,Fidgef8,https://soundcloud.com/fidgef8,2026-07-06T09:52:01Z,2026-07-06T10:54:18Z,14,3560918,0,0,0,2026-07-11,direct_api
2352638576,[15] I Wanna Know • KNOWsutra (Peace Not War) Oh My Oh Why Accordion Cello INDIE,https://soundcloud.com/bananasutra/15-i-wanna-know-knowsutra-peace-not-war-oh-my-oh-why-accordion-cello-indie-15,Yes,1833239829,Low n Flow v2 (6/5/24 - 6/17/26),https://soundcloud.com/user788044104/sets/low-n-flow-6-5-24,user788044104,https://soundcloud.com/user788044104,2024-06-05T18:36:56Z,2026-07-09T18:19:40Z,496,101099509,1,0,6,2026-07-11,direct_api
2352638576,[15] I Wanna Know • KNOWsutra (Peace Not War) Oh My Oh Why Accordion Cello INDIE,https://soundcloud.com/bananasutra/15-i-wanna-know-knowsutra-peace-not-war-oh-my-oh-why-accordion-cello-indie-15,Yes,2265286907,bbq lounge,https://soundcloud.com/prank-punk/sets/bbq-lounge,Prank Punk,https://soundcloud.com/prank-punk,2026-07-09T07:51:58Z,2026-07-09T14:46:25Z,10,2139438,0,0,2,2026-07-11,direct_api
2352638564,[09] I Wanna Know • KNOWsutra (Peace Not War) NeoSoul R&B Piano Gospel INDIE,https://soundcloud.com/bananasutra/09-i-wanna-know-knowsutra-peace-not-war-neosoul-rb-piano-gospel-indie-9,No,2265503774,🎵,https://soundcloud.com/sahar-karimpoor/sets/c5i7gmtjetai,Sahar Karimpoor,https://soundcloud.com/sahar-karimpoor,2026-07-09T17:26:05Z,2026-07-10T06:52:27Z,30,11289167,0,0,1,2026-07-11,direct_api
2352638549,[08] I Wanna Know • KNOWsutra (Peace Not War) NeoSoul R&B Piano Gospel INDIE,https://soundcloud.com/bananasutra/08-i-wanna-know-knowsutra-peace-not-war-neosoul-rb-piano-gospel-indie-8,No,2181865787,집합,https://soundcloud.com/1-769578756/sets/m2ji8diep8nw,bosang,https://soundcloud.com/1-769578756,2026-01-28T03:50:49Z,2026-07-10T06:32:47Z,319,99214651,0,0,0,2026-07-11,direct_api
2352638546,[05] I Wanna Know • KNOWsutra (Peace Not War) Avant-Garde Piano Cello Cabaret BURLESQUE,https://soundcloud.com/bananasutra/05-i-wanna-know-knowsutra-peace-not-war-avant-garde-piano-cello-cabaret-burlesque-5,No,2262706163,Summer 26,https://soundcloud.com/su-omalley/sets/summer-26,SuMo,https://soundcloud.com/su-omalley,2026-07-03T20:55:47Z,2026-07-05T12:13:18Z,2,434729,0,0,1,2026-07-11,direct_api
2352638543,[14] I Wanna Know • KNOWsutra (Peace Not War) Mama-B-C Accordion Cello Dream INDIE,https://soundcloud.com/bananasutra/14-i-wanna-know-knowsutra-peace-not-war-mama-b-c-accordion-cello-dream-indie-14,No,1025979787,soulful for beautiful voices,https://soundcloud.com/olivia-hunter/sets/soulful-for-beautiful-voices,Liv Hunter,https://soundcloud.com/olivia-hunter,2020-04-05T13:01:12Z,2026-07-08T18:59:05Z,101,21212743,0,0,29,2026-07-11,direct_api
2352638537,[01] I Wanna Know • KNOWsutra (Peace Not War) Avant-Garde Piano Cello Cabaret BURLESQUE,https://soundcloud.com/bananasutra/01-i-wanna-know-knowsutra-peace-not-war-avant-garde-piano-cello-cabaret-burlesque-1,No,2199712739,"Cafe Beats,Lo Fi Jazz Mix 2🎺❤️",https://soundcloud.com/gabor-vajda-596904583/sets/cafe-beats-lo-fi-jazz-2,Gabor Galactic,https://soundcloud.com/gabor-vajda-596904583,2026-03-02T10:14:02Z,2026-07-05T08:02:07Z,230,53535976,0,0,40,2026-07-11,direct_api
2352638537,[01] I Wanna Know • KNOWsutra (Peace Not War) Avant-Garde Piano Cello Cabaret BURLESQUE,https://soundcloud.com/bananasutra/01-i-wanna-know-knowsutra-peace-not-war-avant-garde-piano-cello-cabaret-burlesque-1,No,2256418730,BananaSutra,https://soundcloud.com/user713745422/sets/bananasutra,VicDnB,https://soundcloud.com/user713745422,2026-06-21T12:14:33Z,2026-07-04T04:11:27Z,9,2096035,1,0,21,2026-07-11,direct_api
2352638528,[04] I Wanna Know • KNOWsutra (Peace Not War) Avant-Garde Piano Cello Cabaret BURLESQUE,https://soundcloud.com/bananasutra/04-i-wanna-know-knowsutra-peace-not-war-avant-garde-piano-cello-cabaret-burlesque-4,No,317369745,Chillaxing,https://soundcloud.com/cjacob70/sets/chillaxing,cjacob70,https://soundcloud.com/cjacob70,2017-04-22T01:44:00Z,2026-07-09T14:00:15Z,105,26999532,0,0,57,2026-07-11,direct_api
2349579434,[15] Blessed Be Your Voice • GROWsutra Fado Arabesk Trip Fusion Hop Accordion Cello Indie WORLD,https://soundcloud.com/bananasutra/15-blessed-be-your-voice-growsutra-fado-arabesk-trip-fusion-hop-accordion-cello-indie-world-15,No,2264021864,Trip Hop,https://soundcloud.com/epsylprod/sets/trip-hop,Epsyl Prod,https://soundcloud.com/epsylprod,2026-07-06T17:11:50Z,2026-07-06T17:12:18Z,2,409927,0,0,55,2026-07-11,direct_api
2349579422,[02] Blessed Be Your Voice • GROWsutra NeoSoul Rhythm & Blues Piano INDIE,https://soundcloud.com/bananasutra/02-blessed-be-your-voice-growsutra-neosoul-rhythm-blues-piano-indie-2,Yes,2246517869,Fuck,https://soundcloud.com/user-100970065/sets/fuck,User 100970065,https://soundcloud.com/user-100970065,2026-06-02T04:43:03Z,2026-06-30T08:55:00Z,7,1581122,0,0,0,2026-07-11,direct_api
2349579419,[06] Blessed Be Your Voice • GROWsutra Tzigane Arabesk Gipsy Indie Hop Fusion LOFI,https://soundcloud.com/bananasutra/06-blessed-be-your-voice-growsutra-tzigane-arabesk-gipsy-indie-hop-fusion-lofi-6,No,2243687057,душный рестобар,https://soundcloud.com/woinswaga/sets/dushnyj-restobar,woinswaga,https://soundcloud.com/woinswaga,2026-05-27T20:01:22Z,2026-07-09T12:52:01Z,43,7790946,1,0,0,2026-07-11,direct_api
2349579419,[06] Blessed Be Your Voice • GROWsutra Tzigane Arabesk Gipsy Indie Hop Fusion LOFI,https://soundcloud.com/bananasutra/06-blessed-be-your-voice-growsutra-tzigane-arabesk-gipsy-indie-hop-fusion-lofi-6,No,2253781064,ты тут?,https://soundcloud.com/woinswaga/sets/ty-tut,woinswaga,https://soundcloud.com/woinswaga,2026-06-16T08:12:44Z,2026-07-09T12:52:00Z,71,9936842,0,0,0,2026-07-11,direct_api
2349579416,[13] Blessed Be Your Voice • GROWsutra Fado Arabesk Trip Fusion Hop Accordion Guitar Indie WORLD,https://soundcloud.com/bananasutra/13-blessed-be-your-voice-growsutra-fado-arabesk-trip-fusion-hop-accordion-guitar-indie-world-13,Yes,2165767409,Aaliyäh Trïbute,https://soundcloud.com/user116436934/sets/aaliyaeh-tribute,TiNMAN559,https://soundcloud.com/user116436934,2025-12-28T18:31:10Z,2026-07-10T22:10:34Z,353,89004036,0,0,21,2026-07-11,direct_api
2349579416,[13] Blessed Be Your Voice • GROWsutra Fado Arabesk Trip Fusion Hop Accordion Guitar Indie WORLD,https://soundcloud.com/bananasutra/13-blessed-be-your-voice-growsutra-fado-arabesk-trip-fusion-hop-accordion-guitar-indie-world-13,Yes,2260234880,Moto,https://soundcloud.com/user116436934/sets/moto,TiNMAN559,https://soundcloud.com/user116436934,2026-06-28T23:01:17Z,2026-07-11T00:45:46Z,99,27994802,0,0,21,2026-07-11,direct_api
2349579416,[13] Blessed Be Your Voice • GROWsutra Fado Arabesk Trip Fusion Hop Accordion Guitar Indie WORLD,https://soundcloud.com/bananasutra/13-blessed-be-your-voice-growsutra-fado-arabesk-trip-fusion-hop-accordion-guitar-indie-world-13,Yes,2260316333,Blues music,https://soundcloud.com/brian-563497517/sets/blues-music,Brian,https://soundcloud.com/brian-563497517,2026-06-29T03:34:05Z,2026-07-11T00:10:02Z,15,4280299,1,0,1,2026-07-11,direct_api
2349579401,[10] Blessed Be Your Voice • GROWsutra Tzigane Arabesk Gipsy Indie Hop Fusion LOFI,https://soundcloud.com/bananasutra/10-blessed-be-your-voice-growsutra-tzigane-arabesk-gipsy-indie-hop-fusion-lofi-10,No,1491590392,Mood,https://soundcloud.com/shila-somi/sets/mood,shila somi,https://soundcloud.com/shila-somi,2022-08-31T17:43:56Z,2026-07-08T07:49:40Z,111,42037840,0,0,9,2026-07-11,direct_api
2349579389,[11] Blessed Be Your Voice • GROWsutra Tzigane Arabesk Gipsy Indie Hop Fusion LOFI,https://soundcloud.com/bananasutra/11-blessed-be-your-voice-growsutra-tzigane-arabesk-gipsy-indie-hop-fusion-lofi-11,Yes,2076942795,Shop Musik,https://soundcloud.com/jan-simon-nisius/sets/shop-musik,Jan Simon Nisius,https://soundcloud.com/jan-simon-nisius,2025-09-06T15:51:12Z,2026-07-06T12:12:49Z,41,8090611,0,0,11,2026-07-11,direct_api
2349579389,[11] Blessed Be Your Voice • GROWsutra Tzigane Arabesk Gipsy Indie Hop Fusion LOFI,https://soundcloud.com/bananasutra/11-blessed-be-your-voice-growsutra-tzigane-arabesk-gipsy-indie-hop-fusion-lofi-11,Yes,2246616365,NEW,https://soundcloud.com/user-259075399/sets/new-1,User 259075399,https://soundcloud.com/user-259075399,2026-06-02T10:10:43Z,2026-07-08T07:03:30Z,42,8281714,0,0,0,2026-07-11,direct_api
2349579389,[11] Blessed Be Your Voice • GROWsutra Tzigane Arabesk Gipsy Indie Hop Fusion LOFI,https://soundcloud.com/bananasutra/11-blessed-be-your-voice-growsutra-tzigane-arabesk-gipsy-indie-hop-fusion-lofi-11,Yes,2261373227,french music,https://soundcloud.com/chanpomsyda/sets/french-music-2,ichanpomsyda03,https://soundcloud.com/chanpomsyda,2026-07-01T08:42:43Z,2026-07-01T09:18:47Z,75,14135822,0,0,1,2026-07-11,direct_api
2347267757,Side B [02] Word of the Year - Enshittification (Circa 2024) something funny HIP HOP JAZZ LOFI,https://soundcloud.com/bananasutra/side-b-02-word-of-the-year-enshittification-circa-2024-sonething-funny-hip-hop-jazz-lofi-10,Yes,2265024230,bananasutra,https://soundcloud.com/fred-anderson-650670893/sets/bananasutra,Fred Anderson,https://soundcloud.com/fred-anderson-650670893,2026-07-08T18:34:36Z,2026-07-08T18:34:36Z,445,91579395,1,0,1,2026-07-11,direct_api
2347267754,"Side A [02] It's Enshittification, Darling • BLOWsutra (Apes Gone Wrong) Trip Hop Punk Burlesque Circus LOFI",https://soundcloud.com/bananasutra/side-a-02-its-enshittification-darling-blowsutra-apes-gone-wrong-trip-hop-punk-burlesque-circus-lofi-2,No,2265024230,bananasutra,https://soundcloud.com/fred-anderson-650670893/sets/bananasutra,Fred Anderson,https://soundcloud.com/fred-anderson-650670893,2026-07-08T18:34:36Z,2026-07-08T18:34:36Z,445,91579395,1,0,1,2026-07-11,direct_api
2347267751,"Side A [05] It's Enshittification, Darling • BLOWsutra (Apes Gone Wrong) Psychedelick Post-Punk Motorik Cabaret ROCK",https://soundcloud.com/bananasutra/side-a-05-its-enshittification-darling-blowsutra-apes-gone-wrong-psychedelick-post-punk-motorik-cabaret-rock-5,No,2265024230,bananasutra,https://soundcloud.com/fred-anderson-650670893/sets/bananasutra,Fred Anderson,https://soundcloud.com/fred-anderson-650670893,2026-07-08T18:34:36Z,2026-07-08T18:34:36Z,445,91579395,1,0,1,2026-07-11,direct_api
2347267745,Side B [01] Word of the Year - Enshittification (Circa 2024) JAZZ NOIR LOFI,https://soundcloud.com/bananasutra/side-b-01-word-of-the-year-enshittification-circa-2024-jazz-noir-lofi-9,No,2265024230,bananasutra,https://soundcloud.com/fred-anderson-650670893/sets/bananasutra,Fred Anderson,https://soundcloud.com/fred-anderson-650670893,2026-07-08T18:34:36Z,2026-07-08T18:34:36Z,445,91579395,1,0,1,2026-07-11,direct_api
2347267742,"Side A [04] It's Enshittification, Darling • BLOWsutra (Apes Gone Wrong) Hip Punk Hop Dub Cabaret BURLESQUE",https://soundcloud.com/bananasutra/side-a-04-its-enshittification-darling-blowsutra-apes-gone-wrong-hip-punk-hop-dub-cabaret-burlesque-4,Yes,2265024230,bananasutra,https://soundcloud.com/fred-anderson-650670893/sets/bananasutra,Fred Anderson,https://soundcloud.com/fred-anderson-650670893,2026-07-08T18:34:36Z,2026-07-08T18:34:36Z,445,91579395,1,0,1,2026-07-11,direct_api
2347267742,"Side A [04] It's Enshittification, Darling • BLOWsutra (Apes Gone Wrong) Hip Punk Hop Dub Cabaret BURLESQUE",https://soundcloud.com/bananasutra/side-a-04-its-enshittification-darling-blowsutra-apes-gone-wrong-hip-punk-hop-dub-cabaret-burlesque-4,Yes,2255922236,Raga,https://soundcloud.com/eve-zen-129099811/sets/raga,Eve Zen,https://soundcloud.com/eve-zen-129099811,2026-06-20T11:24:43Z,2026-07-08T15:02:17Z,4,881034,0,0,0,2026-07-11,direct_api
2347267739,"Side A [08] It's Enshittification, Darling • BLOWsutra (Apes Gone Wrong) Psychedelick Post-Punk Motorik Cabaret ROCK",https://soundcloud.com/bananasutra/side-a-08-its-enshittification-darling-blowsutra-apes-gone-wrong-psychedelick-post-punk-motorik-cabaret-rock-8,No,2265024230,bananasutra,https://soundcloud.com/fred-anderson-650670893/sets/bananasutra,Fred Anderson,https://soundcloud.com/fred-anderson-650670893,2026-07-08T18:34:36Z,2026-07-08T18:34:36Z,445,91579395,1,0,1,2026-07-11,direct_api
2347267736,"Side A [06] It's Enshittification, Darling • BLOWsutra (Apes Gone Wrong) Psychedelick Post-Punk Motorik Cabaret ROCK",https://soundcloud.com/bananasutra/side-a-06-its-enshittification-darling-blowsutra-apes-gone-wrong-psychedelick-post-punk-motorik-cabaret-rock-6,No,2265024230,bananasutra,https://soundcloud.com/fred-anderson-650670893/sets/bananasutra,Fred Anderson,https://soundcloud.com/fred-anderson-650670893,2026-07-08T18:34:36Z,2026-07-08T18:34:36Z,445,91579395,1,0,1,2026-07-11,direct_api
2347267733,"Side A [03] It's Enshittification, Darling • BLOWsutra (Apes Gone Wrong) Hip Punk Hop Dub Cabaret BURLESQUE",https://soundcloud.com/bananasutra/side-a-03-its-enshittification-darling-blowsutra-apes-gone-wrong-hip-punk-hop-dub-cabaret-burlesque-3,No,2265024230,bananasutra,https://soundcloud.com/fred-anderson-650670893/sets/bananasutra,Fred Anderson,https://soundcloud.com/fred-anderson-650670893,2026-07-08T18:34:36Z,2026-07-08T18:34:36Z,445,91579395,1,0,1,2026-07-11,direct_api
2347267730,Side B [04] Word of the Year - Enshittification (Circa 2024) PIANO RAP LOFI,https://soundcloud.com/bananasutra/side-b-04-word-of-the-year-enshittification-circa-2024-piano-rap-lofi-12,No,2265024230,bananasutra,https://soundcloud.com/fred-anderson-650670893/sets/bananasutra,Fred Anderson,https://soundcloud.com/fred-anderson-650670893,2026-07-08T18:34:36Z,2026-07-08T18:34:36Z,445,91579395,1,0,1,2026-07-11,direct_api
2347267727,"Side A [01] It's Enshittification, Darling • BLOWsutra (Apes Gone Wrong) Trip Hop Punk Burlesque Circus LOFI",https://soundcloud.com/bananasutra/side-a-01-its-enshittification-darling-blowsutra-apes-gone-wrong-trip-hop-punk-burlesque-circus-lofi-1,No,2265024230,bananasutra,https://soundcloud.com/fred-anderson-650670893/sets/bananasutra,Fred Anderson,https://soundcloud.com/fred-anderson-650670893,2026-07-08T18:34:36Z,2026-07-08T18:34:36Z,445,91579395,1,0,1,2026-07-11,direct_api
2347267724,Side B [03] Word of the Year - Enshittification (Circa 2024) Vocal JAZZ LOFI,https://soundcloud.com/bananasutra/side-b-03-word-of-the-year-enshittification-circa-2024-vocal-jazz-lofi-11,No,2265024230,bananasutra,https://soundcloud.com/fred-anderson-650670893/sets/bananasutra,Fred Anderson,https://soundcloud.com/fred-anderson-650670893,2026-07-08T18:34:36Z,2026-07-08T18:34:36Z,445,91579395,1,0,1,2026-07-11,direct_api
2347267721,"Side A [07] It's Enshittification, Darling • BLOWsutra (Apes Gone Wrong) Psychedelick Post-Punk Motorik Cabaret ROCK",https://soundcloud.com/bananasutra/side-a-07-its-enshittification-darling-blowsutra-apes-gone-wrong-psychedelick-post-punk-motorik-cabaret-rock-7,No,2265024230,bananasutra,https://soundcloud.com/fred-anderson-650670893/sets/bananasutra,Fred Anderson,https://soundcloud.com/fred-anderson-650670893,2026-07-08T18:34:36Z,2026-07-08T18:34:36Z,445,91579395,1,0,1,2026-07-11,direct_api
2345230607,[04] Drop Di Baggage • FLOWsutra (Fly Like Water) Psychedelick Ragga Banjo Mama Ambient DUB,https://soundcloud.com/bananasutra/04-drop-di-baggage-flowsutra-fly-like-water-psychedelick-ragga-banjo-mama-ambient-dub-4,Yes,1602817972,Island Jams,https://soundcloud.com/user521140089/sets/island-jams,user521140089,https://soundcloud.com/user521140089,2023-04-14T20:15:31Z,2026-07-07T16:59:38Z,233,59874586,1,1,5,2026-07-11,direct_api
2345230601,[01] Drop Di Baggage • FLOWsutra (Fly Like Water) Psychedelick Ragga Banjo Mama Ambient DUB,https://soundcloud.com/bananasutra/01-drop-di-baggage-flowsutra-fly-like-water-psychedelick-ragga-banjo-mama-ambient-dub-1,Yes,2217481442,2026 remix,https://soundcloud.com/mulemal/sets/2026-remix,IslandGirl,https://soundcloud.com/mulemal,2026-04-05T17:36:57Z,2026-06-29T13:13:32Z,60,14456196,4,0,9,2026-07-11,direct_api
2345230598,[07] Drop Di Baggage • FLOWsutra (Fly Like Water) Psychedelick Ragga Mama Muse DUB,https://soundcloud.com/bananasutra/07-drop-di-baggage-flowsutra-fly-like-water-psychedelick-ragga-mama-muse-dub-7,Yes,2076942795,Shop Musik,https://soundcloud.com/jan-simon-nisius/sets/shop-musik,Jan Simon Nisius,https://soundcloud.com/jan-simon-nisius,2025-09-06T15:51:12Z,2026-07-06T12:12:49Z,41,8090611,0,0,11,2026-07-11,direct_api
2345230595,[03] Drop Di Baggage • FLOWsutra (Fly Like Water) Psychedelick Ragga Banjo Mama Ambient DUB,https://soundcloud.com/bananasutra/03-drop-di-baggage-flowsutra-fly-like-water-psychedelick-ragga-banjo-mama-ambient-dub-3,Yes,1830718413,dnb,https://soundcloud.com/user929137730/sets/dnb,user929137730,https://soundcloud.com/user929137730,2024-05-31T07:10:00Z,2026-07-08T17:26:32Z,14,11447735,0,0,9,2026-07-11,direct_api
2345230595,[03] Drop Di Baggage • FLOWsutra (Fly Like Water) Psychedelick Ragga Banjo Mama Ambient DUB,https://soundcloud.com/bananasutra/03-drop-di-baggage-flowsutra-fly-like-water-psychedelick-ragga-banjo-mama-ambient-dub-3,Yes,2235412547,finesst101,https://soundcloud.com/otniel-edmnd/sets/oj,Otniel Edmnd,https://soundcloud.com/otniel-edmnd,2026-05-11T10:36:35Z,2026-07-07T01:56:11Z,92,21857552,0,0,2,2026-07-11,direct_api
2345230592,[05] Drop Di Baggage • FLOWsutra (Fly Like Water) Psychedelick Ragga Banjo Mama Ambient DUB,https://soundcloud.com/bananasutra/05-drop-di-baggage-flowsutra-fly-like-water-psychedelick-ragga-banjo-mama-ambient-dub-5,No,1798225758,balade,https://soundcloud.com/user-517202409/sets/balade,bastou,https://soundcloud.com/user-517202409,2024-03-23T12:33:54Z,2026-06-24T17:59:57Z,33,98626691,0,0,1,2026-07-11,direct_api
2345230589,[06] Drop Di Baggage • FLOWsutra (Fly Like Water) Psychedelick Ragga Mama Muse DUB,https://soundcloud.com/bananasutra/06-drop-di-baggage-flowsutra-fly-like-water-psychedelick-ragga-mama-muse-dub-6,Yes,2260777664,Beach🏖️,https://soundcloud.com/mannydip/sets/beach,Mannydip,https://soundcloud.com/mannydip,2026-06-30T01:29:08Z,2026-06-30T01:41:04Z,6,1302002,0,0,0,2026-07-11,direct_api
2343028367,[03] Serial Blowerrrs - QUACKsutra Tzigane Hip Hop Fusion Indie LOFI,https://soundcloud.com/bananasutra/03-serial-blowerrrs-quacksutra-tzigane-hip-hop-fusion-indie-lofi-3,Yes,2265024230,bananasutra,https://soundcloud.com/fred-anderson-650670893/sets/bananasutra,Fred Anderson,https://soundcloud.com/fred-anderson-650670893,2026-07-08T18:34:36Z,2026-07-08T18:34:36Z,445,91579395,1,0,1,2026-07-11,direct_api
2343028364,[02] Serial Blowerrrs • BLOWsutra Tzigane Acoustic LOFI,https://soundcloud.com/bananasutra/02-serial-blowerrrs-blowsutra-tzigane-acoustic-lofi-2,Yes,2265024230,bananasutra,https://soundcloud.com/fred-anderson-650670893/sets/bananasutra,Fred Anderson,https://soundcloud.com/fred-anderson-650670893,2026-07-08T18:34:36Z,2026-07-08T18:34:36Z,445,91579395,1,0,1,2026-07-11,direct_api
2343028361,[01] Serial Blowerrrs - QUACKsutra Tzigane Hip Hop Fusion Indie LOFI,https://soundcloud.com/bananasutra/01-serial-blowerrrs-quacksutra-tzigane-hip-hop-fusion-indie-lofi-1,Yes,2265024230,bananasutra,https://soundcloud.com/fred-anderson-650670893/sets/bananasutra,Fred Anderson,https://soundcloud.com/fred-anderson-650670893,2026-07-08T18:34:36Z,2026-07-08T18:34:36Z,445,91579395,1,0,1,2026-07-11,direct_api
2343028361,[01] Serial Blowerrrs - QUACKsutra Tzigane Hip Hop Fusion Indie LOFI,https://soundcloud.com/bananasutra/01-serial-blowerrrs-quacksutra-tzigane-hip-hop-fusion-indie-lofi-1,Yes,2118211751,moostayl🦻🏼,https://soundcloud.com/yasin-jafare/sets/moostayl,ya30,https://soundcloud.com/yasin-jafare,2025-11-22T07:21:02Z,2026-06-20T13:38:45Z,8,2639848,0,0,8,2026-07-11,direct_api
