playlist_name,playlist_url,sutra,genres,track_count,total_plays,total_likes,duration_total,artwork_url,artwork_lg_url,sc_playlist_type,scplaylist_in_app,songbook_id
DUBsutra,https://soundcloud.com/bananasutra/sets/dubsutra,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",321,186739,1850,17:17:53,https://i1.sndcdn.com/artworks-zyFVoQN33jQifswF-LXTdCw-t500x500.jpg,https://i1.sndcdn.com/artworks-zyFVoQN33jQifswF-LXTdCw-t1080x1080.jpg,genre (all),,
DUBsutra (Best Of),https://soundcloud.com/bananasutra/sets/dubsutra-best-of,,,38,85949,815,2:10:01,https://i1.sndcdn.com/artworks-0sxByuCQtf1zSYMt-w8bhvA-t500x500.jpg,https://i1.sndcdn.com/artworks-0sxByuCQtf1zSYMt-w8bhvA-t1080x1080.jpg,genre (best of),,G-00-DUB
FLOWsutra : FLY (like water),https://soundcloud.com/bananasutra/sets/flowsutra-fly-like-water,FLOWsutra,"BLUES,DUB,LOFI",8,7313,101,0:24:01,https://i1.sndcdn.com/artworks-2pHqakX9GOVp97hp-EU7MrQ-t500x500.jpg,https://i1.sndcdn.com/artworks-2pHqakX9GOVp97hp-EU7MrQ-t1080x1080.jpg,sutra,checked,G-05-FLY
FLOWsutra : WET (my friend),https://soundcloud.com/bananasutra/sets/flowsutra-wet-my-friend,FLOWsutra,"BLUES,BURLESQUE,DUB,JAZZ",15,5437,80,0:50:22,https://i1.sndcdn.com/artworks-lcLXcYSTLwU1vVWx-8umDBA-t500x500.jpg,https://i1.sndcdn.com/artworks-lcLXcYSTLwU1vVWx-8umDBA-t1080x1080.jpg,sutra,checked,G-05-WET
FLOWsutra where time is space,https://soundcloud.com/bananasutra/sets/sutraflow,FLOWsutra,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI",66,33992,426,3:28:41,https://i1.sndcdn.com/artworks-PorYyvyZr3pl4ezD-Qz561g-t500x500.jpg,https://i1.sndcdn.com/artworks-PorYyvyZr3pl4ezD-Qz561g-t1080x1080.jpg,sutra (all),,
FOLKsutra,https://soundcloud.com/bananasutra/sets/folksutra,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI",129,43320,468,7:02:55,https://i1.sndcdn.com/artworks-6tM0cjHYVyEyl5Gu-Bhop9A-t500x500.jpg,https://i1.sndcdn.com/artworks-6tM0cjHYVyEyl5Gu-Bhop9A-t1080x1080.jpg,genre (all),,
FOLKsutra (Best Of),https://soundcloud.com/bananasutra/sets/folksutra-best-of,,,4,6927,37,0:12:53,https://i1.sndcdn.com/artworks-CV0ODQOztCTXkFAF-1T2ODw-t500x500.jpg,https://i1.sndcdn.com/artworks-CV0ODQOztCTXkFAF-1T2ODw-t1080x1080.jpg,genre (best of),,G-00-FOLK
FOTUS CIRCUS Playlist An American Freaks Show,https://soundcloud.com/bananasutra/sets/fotus-circus-playlist-an-3,BLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,JAZZ,LOFI,MANTRA,ROCK",42,12523,91,2:15:29,https://i1.sndcdn.com/artworks-e9LS1yE2xOsiJ46m-ydWbdw-t500x500.jpg,https://i1.sndcdn.com/artworks-e9LS1yE2xOsiJ46m-ydWbdw-t1080x1080.jpg,collection,,
FRENCHsutra oui oui · sacrebleu,https://soundcloud.com/bananasutra/sets/sutrafrench,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA",108,53210,520,5:54:58,https://i1.sndcdn.com/artworks-Ni4BbsKypzQtXkzs-AElX6Q-t500x500.jpg,https://i1.sndcdn.com/artworks-Ni4BbsKypzQtXkzs-AElX6Q-t1080x1080.jpg,collection,,
GLOWsutra : POET(ry),https://soundcloud.com/bananasutra/sets/glowsutra-poet-ry,GLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,INDIE,JAZZ,LOFI,MANTRA",14,6813,85,0:49:35,https://i1.sndcdn.com/artworks-UVBWmXWPLc9H0Ov3-HwlYIg-t500x500.jpg,https://i1.sndcdn.com/artworks-UVBWmXWPLc9H0Ov3-HwlYIg-t1080x1080.jpg,sutra,checked,G-06-POET
GLOWsutra : RAINBOWS (in my clouds),https://soundcloud.com/bananasutra/sets/glowsutra-rainbows-in-my,GLOWsutra,"BANJO,BLUES,DUB,FOLK,INDIE,JAZZ,LOFI",14,13860,176,0:41:49,https://i1.sndcdn.com/artworks-57vIPCGJ4OIaDUaa-UFslNg-t500x500.jpg,https://i1.sndcdn.com/artworks-57vIPCGJ4OIaDUaa-UFslNg-t1080x1080.jpg,sutra,checked,G-06-CLOU
GLOWsutra where gratitude feeds,https://soundcloud.com/bananasutra/sets/sutraglow,GLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",136,74358,787,7:27:08,https://i1.sndcdn.com/artworks-uL7ay8dUUSSVPybn-wwfjyg-t500x500.jpg,https://i1.sndcdn.com/artworks-uL7ay8dUUSSVPybn-wwfjyg-t1080x1080.jpg,sutra (all),,
GROWsutra : DARE (to care),https://soundcloud.com/bananasutra/sets/growsutra-dare-to-care,GROWsutra,"BANJO,BLUES,DUB,FOLK,INDIE,LOFI,MANTRA",9,5523,54,0:28:33,https://i1.sndcdn.com/artworks-pWOrhsGFerHV4tjv-qenNsg-t500x500.jpg,https://i1.sndcdn.com/artworks-pWOrhsGFerHV4tjv-qenNsg-t1080x1080.jpg,sutra,checked,G-04-DARE
GROWsutra : GOD (etc),https://soundcloud.com/bananasutra/sets/growsutra-god-etc,GROWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,JAZZ,LOFI,MANTRA,ROCK",27,23986,280,1:24:51,https://i1.sndcdn.com/artworks-GR9JyL5n8yqk0dDg-rUqw1g-t500x500.jpg,https://i1.sndcdn.com/artworks-GR9JyL5n8yqk0dDg-rUqw1g-t1080x1080.jpg,sutra,checked,G-04-GOD
GROWsutra : KIND(ness),https://soundcloud.com/bananasutra/sets/growsutra-kind-ness,GROWsutra,"BLUES,BURLESQUE,FOLK,INDIE,JAZZ,LOFI",17,13438,114,0:55:24,https://i1.sndcdn.com/artworks-b1Fx0OuFqdHgE7WF-fVAj1Q-t500x500.jpg,https://i1.sndcdn.com/artworks-b1Fx0OuFqdHgE7WF-fVAj1Q-t1080x1080.jpg,sutra,checked,G-04-KIND
GROWsutra where we be brave,https://soundcloud.com/bananasutra/sets/sutragrow,GROWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",296,180644,1734,16:09:25,https://i1.sndcdn.com/artworks-mzuSCb7CNKrMH5sq-5CuPrQ-t500x500.jpg,https://i1.sndcdn.com/artworks-mzuSCb7CNKrMH5sq-5CuPrQ-t1080x1080.jpg,sutra (all),,
INDIEsutra,https://soundcloud.com/bananasutra/sets/indiesutra-2,,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",254,116902,1115,14:41:32,https://i1.sndcdn.com/artworks-C7s0a12XcankxZ5m-N8ITrg-t500x500.jpg,https://i1.sndcdn.com/artworks-C7s0a12XcankxZ5m-N8ITrg-t1080x1080.jpg,genre (all),,
INDIEsutra (Best Of),https://soundcloud.com/bananasutra/sets/indiesutra-best-of,,,39,74141,663,2:22:23,https://i1.sndcdn.com/artworks-o2drYEuUiIonduAx-8tLPrg-t500x500.jpg,https://i1.sndcdn.com/artworks-o2drYEuUiIonduAx-8tLPrg-t1080x1080.jpg,genre (best of),,G-00-INDI
JAZZsutra,https://soundcloud.com/bananasutra/sets/jazzsutra,,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI",222,134038,1461,12:37:02,https://i1.sndcdn.com/artworks-DEjozORVmF41Cqui-3hQl1g-t500x500.jpg,https://i1.sndcdn.com/artworks-DEjozORVmF41Cqui-3hQl1g-t1080x1080.jpg,genre (all),,
JAZZsutra (Best Of),https://soundcloud.com/bananasutra/sets/jazzsutra-best-of,,,35,76982,869,2:03:43,https://i1.sndcdn.com/artworks-cAdyXVEMk1Mz51KL-IBblxw-t500x500.jpg,https://i1.sndcdn.com/artworks-cAdyXVEMk1Mz51KL-IBblxw-t1080x1080.jpg,genre (best of),,G-00-JAZZ
KNOWsutra : (naked) TRUTH,https://soundcloud.com/bananasutra/sets/knowsura-naked-truth,KNOWsutra,"BLUES,BURLESQUE,DUB,INDIE,LOFI",20,19079,364,1:10:17,https://i1.sndcdn.com/artworks-f66ByNzPT9uoPEaI-NO5RcQ-t500x500.jpg,https://i1.sndcdn.com/artworks-f66ByNzPT9uoPEaI-NO5RcQ-t1080x1080.jpg,sutra,checked,G-01-TRUT
KNOWsutra : BERTRAND (mon chéri),https://soundcloud.com/bananasutra/sets/knowsutra-bertrand-mon-cheri,KNOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI",15,20672,270,0:51:39,https://i1.sndcdn.com/artworks-oJ9Fh72QQzfgiRgF-mSFydg-t500x500.jpg,https://i1.sndcdn.com/artworks-oJ9Fh72QQzfgiRgF-mSFydg-t1080x1080.jpg,sutra,checked,G-01-BERT
KNOWsutra : PEACE (not War),https://soundcloud.com/bananasutra/sets/knowsutra-peace-not-war,KNOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA",36,44139,447,2:08:12,https://i1.sndcdn.com/artworks-4w582El0x5oIrs8P-HzEPOQ-t500x500.jpg,https://i1.sndcdn.com/artworks-4w582El0x5oIrs8P-HzEPOQ-t1080x1080.jpg,sutra,checked,G-01-PEAC
KNOWsutra : but(t) WHY,https://soundcloud.com/bananasutra/sets/knowsutra-but-t-why,KNOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK",24,18393,199,1:21:20,https://i1.sndcdn.com/artworks-ZPm3MIrvf9zymSnp-CfTzsw-t500x500.jpg,https://i1.sndcdn.com/artworks-ZPm3MIrvf9zymSnp-CfTzsw-t1080x1080.jpg,sutra,checked,G-01-WHY
KNOWsutra where questions matter,https://soundcloud.com/bananasutra/sets/sutraknow,KNOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",363,169856,1770,20:50:17,https://i1.sndcdn.com/artworks-anGiB4MZUOqXnHRN-rokGAw-t500x500.jpg,https://i1.sndcdn.com/artworks-anGiB4MZUOqXnHRN-rokGAw-t1080x1080.jpg,sutra (all),,
LOFIsutra,https://soundcloud.com/bananasutra/sets/lofisutra,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",285,167535,1576,14:39:09,https://i1.sndcdn.com/artworks-03WTBGq1a0FSjyzn-WEwcRg-t500x500.jpg,https://i1.sndcdn.com/artworks-03WTBGq1a0FSjyzn-WEwcRg-t1080x1080.jpg,genre (all),,
LOFIsutra (Best Of),https://soundcloud.com/bananasutra/sets/lofisutra-best-of,,,45,97559,892,2:16:19,https://i1.sndcdn.com/artworks-XV1yrYzFlhLY4GGz-vazYKA-t500x500.jpg,https://i1.sndcdn.com/artworks-XV1yrYzFlhLY4GGz-vazYKA-t1080x1080.jpg,genre (best of),,G-00-LOFI
MANTRAsutra,https://soundcloud.com/bananasutra/sets/mantrasutra,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA",77,20045,191,4:20:23,https://i1.sndcdn.com/artworks-YcyNpeBLycX9QvZI-cSnvcg-t500x500.jpg,https://i1.sndcdn.com/artworks-YcyNpeBLycX9QvZI-cSnvcg-t1080x1080.jpg,genre (all),,
MANTRAsutra (Best Of),https://soundcloud.com/bananasutra/sets/mantrasutra-best-of,,,1,2157,22,0:04:03,https://i1.sndcdn.com/artworks-HoSD40eIsX92F6ug-iEu1fg-t500x500.jpg,https://i1.sndcdn.com/artworks-HoSD40eIsX92F6ug-iEu1fg-t1080x1080.jpg,genre (best of),,G-00-MANT
OUI OUI : Pardon (my French),https://soundcloud.com/bananasutra/sets/oui-oui-pardon-my-french,,"BLUES,BURLESQUE,DUB,INDIE,JAZZ,LOFI,MANTRA",29,31726,318,1:40:08,https://i1.sndcdn.com/artworks-GLa538X1fUoCj8Yg-p3dNGg-t500x500.jpg,https://i1.sndcdn.com/artworks-GLa538X1fUoCj8Yg-p3dNGg-t1080x1080.jpg,sutra,checked,G-lang-FR
Playlist Sidération Gone Bananas x29,https://soundcloud.com/bananasutra/sets/playlist-sideration-gone-bananas,BLOWsutra,"BLUES,JAZZ,LOFI",29,9882,76,1:28:13,https://i1.sndcdn.com/artworks-5zDi1XtdvEsTf986-eFnsyw-t500x500.jpg,https://i1.sndcdn.com/artworks-5zDi1XtdvEsTf986-eFnsyw-t1080x1080.jpg,collection,,G-02-SIDE
QUACKsutra : DUCK (shady),https://soundcloud.com/bananasutra/sets/quacksutra-duck-shady,QUACKsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",26,8004,96,1:23:23,https://i1.sndcdn.com/artworks-o0qz0ucmBMzsR5UL-eS6HrA-t500x500.jpg,https://i1.sndcdn.com/artworks-o0qz0ucmBMzsR5UL-eS6HrA-t1080x1080.jpg,sutra,checked,G-02-DUC
QUACKsutra : FOTUS Circus,https://soundcloud.com/bananasutra/sets/quacksutra-fotus-circus,QUACKsutra,"BANJO,BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK",15,7624,68,0:45:21,https://i1.sndcdn.com/artworks-JWP4i7BJc28GfvPW-mmFU9Q-t500x500.jpg,https://i1.sndcdn.com/artworks-JWP4i7BJc28GfvPW-mmFU9Q-t1080x1080.jpg,sutra,checked,G-02-CIRC
QUACKsutra where we sing FU,https://soundcloud.com/bananasutra/sets/ducksutra-where-we-sing-fu,QUACKsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",282,96732,886,15:22:45,https://i1.sndcdn.com/artworks-DV4siAryy3RG3KTY-t5ZhRQ-t500x500.jpg,https://i1.sndcdn.com/artworks-DV4siAryy3RG3KTY-t5ZhRQ-t1080x1080.jpg,sutra (all),,
Questions for the (kind) POPE in the Sky,https://soundcloud.com/bananasutra/sets/questions-for-the-pope-in-the-sky,GROWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",98,34212,301,5:01:39,https://i1.sndcdn.com/artworks-yCOtsWMP0bmkMYwo-dCBksA-t500x500.jpg,https://i1.sndcdn.com/artworks-yCOtsWMP0bmkMYwo-dCBksA-t1080x1080.jpg,collection,,
ROCKsutra,https://soundcloud.com/bananasutra/sets/rocksutra,,"BURLESQUE,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",91,27069,230,4:48:01,https://i1.sndcdn.com/artworks-RM7WHhN8qFyZxreU-hhcF1Q-t500x500.jpg,https://i1.sndcdn.com/artworks-RM7WHhN8qFyZxreU-hhcF1Q-t1080x1080.jpg,genre (all),,
ROCKsutra (Best Of),https://soundcloud.com/bananasutra/sets/rocksutra-best-of,,,3,7168,70,0:10:59,https://i1.sndcdn.com/artworks-cm4hZJP45iEWi61f-OzQ7hA-t500x500.jpg,https://i1.sndcdn.com/artworks-cm4hZJP45iEWi61f-OzQ7hA-t1080x1080.jpg,genre (best of),,G-00-ROCK
SHOWsutra : B.J. (is for Banana Jesters),https://soundcloud.com/bananasutra/sets/showsutra-b-j-is-for-banana,SHOWsutra,"BANJO,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI",9,3324,37,0:30:16,https://i1.sndcdn.com/artworks-zvxXEnN1nhEehvpK-ABzMFA-t500x500.jpg,https://i1.sndcdn.com/artworks-zvxXEnN1nhEehvpK-ABzMFA-t1080x1080.jpg,sutra,checked,G-03-BJ
SHOWsutra : FANANA Club,https://soundcloud.com/bananasutra/sets/showsutra-fanana-club,SHOWsutra,"BANJO,BURLESQUE,FOLK,INDIE,JAZZ,LOFI",20,9120,115,1:07:12,https://i1.sndcdn.com/artworks-SjuzUkSUCZpiPoz4-LnprBQ-t500x500.jpg,https://i1.sndcdn.com/artworks-SjuzUkSUCZpiPoz4-LnprBQ-t1080x1080.jpg,sutra,checked,G-03-FANA
SHOWsutra where bananas play,https://soundcloud.com/bananasutra/sets/sutrashow-where-bananas-get,SHOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK",241,100058,969,13:43:02,https://i1.sndcdn.com/artworks-psPWeBgWhqP3BR76-8rTihA-t500x500.jpg,https://i1.sndcdn.com/artworks-psPWeBgWhqP3BR76-8rTihA-t1080x1080.jpg,sutra (all),,
SHOWsutra: (shades of) FOOLS,https://soundcloud.com/bananasutra/sets/showsutra-shades-of-fools,SHOWsutra,"BURLESQUE,DUB,INDIE,JAZZ,LOFI",6,1698,23,0:18:45,https://i1.sndcdn.com/artworks-GXTKcXAuyMmSbOsd-dz5iYQ-t500x500.jpg,https://i1.sndcdn.com/artworks-GXTKcXAuyMmSbOsd-dz5iYQ-t1080x1080.jpg,sutra,checked,G-03-FOOL
SINGLEsutra Exclusive SoundCloud (woo),https://soundcloud.com/bananasutra/sets/singlesutra,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",45,21970,282,2:17:26,https://i1.sndcdn.com/artworks-nKFxkPd7COBnHZAF-fy7sYw-t500x500.jpg,https://i1.sndcdn.com/artworks-nKFxkPd7COBnHZAF-fy7sYw-t1080x1080.jpg,collection,checked,G-SINGLES
WORLDsutra (Best Of),https://soundcloud.com/bananasutra/sets/worldsutra-best-of,,,2,3139,38,0:06:54,https://i1.sndcdn.com/artworks-fhn07viDnVztye2w-Meeehg-t500x500.jpg,https://i1.sndcdn.com/artworks-fhn07viDnVztye2w-Meeehg-t1080x1080.jpg,genre (best of),,
WORLDsutra : Russian(ish),https://soundcloud.com/bananasutra/sets/worldsutra-russian-ish,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK",15,5797,67,1:01:23,https://i1.sndcdn.com/artworks-TUnq5K6T9gz6Lzs5-hw6yjw-t500x500.jpg,https://i1.sndcdn.com/artworks-TUnq5K6T9gz6Lzs5-hw6yjw-t1080x1080.jpg,collection,checked,G-lang-RU
WORLDsutra : SPAN(k)ish,https://soundcloud.com/bananasutra/sets/worldsutra-span-k-ish,,"INDIE,WORLD,DUB,JAZZ,MANTRA",4,3191,37,0:15:03,https://i1.sndcdn.com/artworks-V4ORYqjXscpH76UU-11PylA-t500x500.jpg,https://i1.sndcdn.com/artworks-V4ORYqjXscpH76UU-11PylA-t1080x1080.jpg,collection,checked,G-lang-ES
