lyrics_id,lyrics_title,url_slug,lyrics_title_blank,slug_share_count
L-1,7 Dirty Words,7-dirty-words,0,1
L-327,Love from the Future (The Hesse Song),love-from-the-future-the-hesse-song,0,1
L-61,Do Panic Now,do-panic-now,0,1
L-233,SS Means Sacred Sp3rm,ss-means-sacred-sp3rm,0,1
L-151,Make Amurica Gulag Again (MAGA),make-amurica-gulag-again-maga,0,1
L-119,Jealousy (Not For Me),jealousy-not-for-me,0,1
L-205,Reason Over Reverence,reason-over-reverence,0,1
L-70,El Papito (Es No MAGA Show),el-papito-es-no-maga-show,0,1
L-184,Pedo Nation,pedo-nation-felon-nation-redux,0,1
L-273,Tune In The Tender,tune-in-the-tender,0,1
L-178,Ordo Amoris in Decay (All I Want Is To Believe),ordo-amoris-in-decay-all-i-want-is-to-believe,0,1
L-269,Trump Derangement Syndrome ™,trump-derangement-syndrome-tm,0,1
L-295,When We Duende (Encore),when-we-duende-encore,0,1
L-294,When We Duende (All Night),when-we-duende-all-night,0,1
L-319,A Cabaret Where No One Knows,a-cabaret-where-no-one-knows,0,1
L-231,Sous Terre (Underground),sous-terre-underground,0,1
L-236,Sutra of Immanence,sutra-of-immanence,0,1
L-240,"Thank you, Mister Paine",thank-you-mister-paine,0,1
L-410,Oh The Masquerade,oh-the-masquerade,0,1
L-283,We Remember What (We Remember What) We Feel☉,we-remember-what-we-remember-what-we-feel,0,1
L-191,Poetry Slow Burns,poetry-slow-burns,0,1
L-189,Poetry Matters,poetry-matters,0,1
L-133,La Poesia Importa,la-poesia-importa,0,1
L-51,Creo (La Poesia),creo-la-poesia,0,1
L-120,Jolly Poo,jolly-poo,0,1
L-226,Sidération's Calling,sideration-s-calling,0,1
L-225,Sidération Blues,sideration-blues,0,1
L-224,Sidération (The Sky Stood Still),sideration-the-sky-stood-still,0,1
L-223,Sidération,sideration,0,1
L-46,"Courage, care, and coconuts",courage-care-and-coconuts,0,1
L-89,Glitter On A Turd,glitter-on-a-turd,0,1
L-81,FOTUS Circus: Angels Eyes,fotus-circus-angels-eyes,0,1
L-82,FOTUS Circus: Ginsberg Hollow (Horror) Show,fotus-circus-ginsberg-hollow-horror-show,0,1
L-77,Fluye (como el mar),fluye-como-el-mar,0,1
L-210,RUN (Now If You Can),run-now-if-you-can,0,1
L-340,A la Guerre Comme A la Guerre (To War or Not to War?),a-la-guerre-comme-a-la-guerre-to-war-or-not-to-war,0,1
L-154,Male Fantasies,male-fantasies,0,1
L-126,Kindness,kindness,0,1
L-248,The Fool Who Knows,the-fool-who-knows,0,1
L-342,Jingoism 101,jingoism-101,0,1
L-198,Queer Almighty,queer-almighty,0,1
L-199,Question Di Kingdom,question-di-kingdom,0,1
L-174,Okie Dokie (No It's Not),okie-dokie-no-it-s-not,0,1
L-27,Because The Light,because-the-light,0,1
L-5,A Man's a Man and A' That,a-man-s-a-man-and-a-that,0,1
L-234,Stymy Stymy Yuck,stymy-stymy-yuck,0,1
L-296,Where Hope Expires (Hole of Fire),where-hope-expires,0,1
L-303,"Why trust an old, mean religion?",why-trust-an-old-mean-religion,0,1
L-254,The Poem,the-poem,0,1
L-155,Males Fantasies (vol2),males-fantasies-vol2,0,1
L-109,I Ain't No Christian (Like Bertrand),i-ain-t-no-christian-like-bertrand,0,1
L-246,The Dystopian Quiz Song,the-dystopian-quiz-song,0,1
L-157,Mass Media Freakshow,mass-media-freakshow,0,1
L-381,Freakshow King,freakshow-king,0,1
L-106,How Do Kids Learn Now?,how-do-kids-learn-now,0,1
L-364,Bananasutra Cabaret,bananasutra-cabaret,0,1
L-367,We Must Revolt,we-must-revolt,0,1
L-370,Silent Followers,silent-followers,0,1
L-371,Honest Is Best,honest-is-best,0,1
L-378,This Is Not A Banana,this-is-not-a-banana,0,1
L-385,Feel The Sway,feel-the-sway,0,1
L-251,The Invisible Man In The Sky,the-invisible-man-in-the-sky,0,1
L-222,Shush (How To Help A Bible Bro Grow Up),shush-how-to-help-a-bible-bro-grow-up,0,1
L-357,Who Knows What Goes On?,who-knows-what-goes-on,0,1
L-12,AI Fair Use Manifesto,ai-fair-use-manifesto,0,1
L-144,Like A Criminal Alien,like-a-criminal-alien,0,1
L-39,"But Who Says ""Say My Name""",but-who-says-say-my-name,0,1
L-145,Like A Dog In The Sky,like-a-dog-in-the-sky,0,1
L-33,Blessed Be The Dogs,blessed-be-the-dogs,0,1
L-58,Dead Dogs Deets,dead-dogs-deets,0,1
L-301,Who Needs A Big D?,who-needs-a-big-d,0,1
L-421,Let Me Tell You (This Is My Truth),let-me-tell-you-this-is-my-truth,0,1
L-65,Dressed In (Nothing Butt) Wonder,dressed-in-nothing-butt-wonder,0,1
L-152,Make your Own Bible,make-your-own-bible,0,1
L-281,Waldo's Fascist Tango (Down We Go),waldo-s-fascist-tango-down-we-go,0,1
L-280,Waldo's Atheist Tango,waldo-s-atheist-tango,0,1
L-270,Trust No One,trust-no-one,0,1
L-292,What's F-A-S-C-I-S-T?,what-s-f-a-s-c-i-s-t,0,1
L-64,Double Standards,double-standards,0,1
L-322,Profane Obscenities,profane-obscenities,0,1
L-7,A Stroll Down History’s Lane,a-stroll-down-history-s-lane,0,1
L-150,MAKA (Make America Kind Again),maka-make-america-kind-again,0,1
L-158,MAWA (Make America Woke Again),mawa-make-america-woke-again,0,1
L-347,Acousticophilia,acousticophilia,0,1
L-349,"FOTUS Circus: Step right up, My Dearest Souls",fotus-circus-step-right-up-my-dearest-souls,0,1
L-350,"FOTUS Circus: Step Inside, Don’t Mind The Crime",fotus-circus-step-inside-don-t-mind-the-crime,0,1
L-147,Linguistic Weaponry,linguistic-weaponry,0,1
L-305,Why You Lie (To The People's Face)?,why-you-lie-to-the-people-s-face,0,1
L-337,Chuck-A-Dick,chuck-a-dick,0,1
L-343,Twatocracy (Encore et Encore),twatocracy-encore-et-encore,0,1
L-422,Shush,shush,0,1
L-48,Creepy Con Meme,creepy-con-meme,0,1
L-196,"Pro-life Means What, Honey?",pro-life-means-what-honey,0,1
L-139,Learn The Signs (Ego’s Masquerade),learn-the-signs,0,1
L-15,Ain't No Kid,aint-no-kid,0,1
L-272,Truth I Never Knew (Crushing on Bertrand),truth-i-never-knew-crushing-on-bertrand,0,1
L-9,ABC Of Kindness,abc-of-kindness,0,1
L-143,Liberty,liberty,0,1
L-333,Felon Nation,felon-nation,0,1
L-285,Wet (Prickly) Peaches vol.2,wet-prickly-peaches-vol-2,0,1
L-315,Tweeting from the Throne,tweeting-from-the-throne,0,1
L-197,Project 2025 (Honky tonk dreams in the land of the free),project-2025-honky-tonk-dreams-in-the-land-of-the-free,0,1
L-277,Up a San Francisco Hill,up-a-san-francisco-hill,0,1
L-71,"En Vrai, On Est Tous Frères",en-vrai-on-est-tous-freres,0,1
L-309,Woke 'em Whacks,woke-em-whacks,0,1
L-418,People or Property,people-or-property,0,1
L-407,Stardom Is So Dumb,stardom-is-so-dumb,0,1
L-331,GROCK,grock,0,1
L-140,Let's Do It,let-s-do-it,0,1
L-172,"Oh, Freedom",oh-freedom,0,1
L-316,The World We Knew (Public Domain),the-world-we-knew,0,1
L-194,Predators (Why War),predators-why-war,0,1
L-334,Enshittification (Word of the Year),enshittification-word-of-the-year,0,1
L-320,Self-Remembering,self-remembering,0,1
L-229,Some Songs Are More Fun Than Others,some-songs-are-more-fun-than-others,0,1
L-230,Some Truths Are Harder to Swallow,some-truths-are-harder-to-swallow,0,1
L-297,Where We Begin (Preakly Peaches),where-we-begin-preakly-peaches,0,1
L-94,HashtagWHY (Sorry Not Sorry),hashtagwhy-sorry-not-sorry,0,1
L-412,I Think About...,i-think-about,0,1
L-29,Bee the Fool (Not A Lie),bee-the-fool-not-a-lie,0,1
L-26,Bee The Fool (Perfection Is A Lie),be-the-fool-perfection-is-a-lie,0,1
L-164,New Normalcy (Planet Earth to Higher Grounds),new-normalcy-planet-earth-to-higher-grounds,0,1
L-41,Carnival FOTUS (ctd),carnival-fotus-ctd,0,1
L-79,Foolish,foolish,0,1
L-384,Lolita In Pensacola,lolita-in-pensacola,0,1
L-276,Untamed,untamed,0,1
L-45,Comme Des Pions,comme-des-pions,0,1
L-153,Making Songs Like...,making-songs-like,0,1
L-32,Blessed Are The Cracked,blessed-are-the-cracked,0,1
L-242,The Accordion of Ignorance,the-accordion-of-ignorance,0,1
L-130,L'Accordéon De l'Ignorance,l-accordeon-de-l-ignorance,0,1
L-107,How Do We Find Meaning?,how-do-we-find-meaning,0,1
L-125,Kids Just Want To Have Hope,kids-just-want-to-have-hope,0,1
L-162,More Than A Plate (Anthony Bourdain <3),more-than-a-plate-anthony-bourdain-3,0,1
L-43,Chuck Ain't Woke,chuck-ain-t-woke,0,1
L-356,Weary Blues,weary-blues,0,1
L-358,Dream A Dog,dream-a-dog,0,1
L-402,The Sound of A Wondering Mind,the-sound-of-a-wondering-mind,0,1
L-403,Suspended in Time,suspended-in-time,0,1
L-235,Supreme Words (Whoop Whoop),supreme-words-whoop-whoop,0,1
L-192,Poets Hats,poets-hats,0,1
L-141,Let’s Play A Game Where We All Win! (If The Game Is Absurd),let-s-play-a-game-where-we-all-win-if-the-game-is-absurd,0,1
L-299,Who Are You? (And Who Am I?),who-are-you-and-who-am-i,0,1
L-311,Zappa's Religion,zappa-s-religion,0,1
L-57,Darling,darling,0,1
L-394,Criminals (Bertrand Edition),criminals-bertrand-edition,0,1
L-52,Criminals,criminals,0,1
L-53,Criminels,criminels,0,1
L-87,"Genius, You See",genius-you-see,0,1
L-220,She Wears The Words,she-wears-the-words,0,1
L-93,Hard Core,hard-core,0,1
L-257,The Tyranny of Ignorance,the-tyranny-of-ignorance,0,1
L-102,"Hold The Mic, Babe",hold-the-mic-babe,0,1
L-161,Mind the Felon,mind-the-felon,0,1
L-258,The Weave,the-weave,0,1
L-85,French Poppies,french-poppies,0,1
L-266,To Dream,to-dream,0,1
L-121,Just Be,just-be,0,1
L-179,Our Best (The Four Commandments),our-best-the-four-commandments,0,1
L-264,Thrifting Memories,thrifting-memories,0,1
L-136,"Manu, P’tit Roi",manu-ptit-roi,0,1
L-137,Le Système,le-systeme,0,1
L-78,Fool On A Mission (No Name Game),fool-on-a-mission-no-name-game,0,1
L-122,Kamala Has A Dream,kamala-has-a-dream,0,1
L-245,The Ducktator (Lament),the-ducktator-lament,0,1
L-25,Be The Fool (Embrace The Cracks),be-the-fool-embrace-the-cracks,0,1
L-76,Flow Like Water (My Friend),flow-like-water-my-friend,0,1
L-135,Le Bal Electoral,le-bal-electoral,0,1
L-83,Freedom Fries,freedom-fries,0,1
L-127,Kindness (Oh Sweet Kindness),kindness-oh-sweet-kindness,0,1
L-415,Bully,bully,0,1
L-10,ABC of NPD,abc-of-npd,0,1
L-111,I Know You Didn’t Ask,i-know-you-didn-t-ask,0,1
L-142,Liars,liars,0,1
L-261,"Out of Step, Out Of Mind",out-of-step-out-of-mind,0,1
L-47,Creeps,creeps,0,1
L-62,Do You Ever Wonder?,do-you-ever-wonder,0,1
L-399,Like Rivers In Syncopated Times,like-rivers-in-syncopated-times,0,1
L-400,Connecting Dots,connecting-dots,0,1
L-401,Feel the ryhthm,feel-the-rhythm,0,1
L-353,Wars Don’t Flow,wars-don-t-flow,0,1
L-355,Why Are Kids Allowed To Die? (Why War?),why-are-kids-allowed-to-die-why-war,0,1
L-310,Wonderland of Bias,wonderland-of-bias,0,1
L-204,Real Winners Dance,real-winners-dance,0,1
L-389,Maslow (Bro),maslow-bro,0,1
L-238,T.R.U.T.H,t-r-u-t-h,0,1
L-366,What Lessons Do We Forget?,what-lessons-do-we-forget,0,1
L-100,Hide Your Pets,hide-your-pets,0,1
L-108,How Do You Explain War?,how-do-you-explain-war,0,1
L-291,What’s Behind Every Door?,what-s-behind-every-door,0,1
L-44,Clay Maiden,clay-maiden,0,1
L-55,D.I.M.M.E.R.s,d-i-m-m-e-r-s,0,1
L-298,Whispers (Lithium),whispers-lithium,0,1
L-260,They Call Her Wild (But She's Just Free),they-call-her-wild-but-she-s-just-free,0,1
L-314,What Justifies The Pain?,what-justifies-the-pain,0,1
L-336,"Shame on You Boo (Don-Be-Gone Orchestra, Duck of the Jungle)",shame-on-you-boo-don-be-gone-orchestra-duck-of-the-jungle,0,1
L-183,Peace Unseen,peace-unseen,0,1
L-195,Presidential Joke of The Year,presidential-joke-of-the-year,0,1
L-306,WIN-WIN (Basic Science History),win-win-basic-science-history,0,1
L-362,"Oh, WELP… The Duck.",oh-welp-the-duck,0,1
L-278,V.O.I.C.E.S (Blessed Be),v-o-i-c-e-s-blessed-be,0,1
L-279,V.O.I.C.E.S (What You Want Baby),v-o-i-c-e-s-what-you-want-baby,0,1
L-372,"Just Be You, Oooh!
(A Birthday Sing-Along)",just-be-you-oooh-a-birthday-sing-along,0,1
L-363,Open The Meow,open-the-meow,0,1
L-361,Duck OFF my back,duck-off-my-back,0,1
L-427,Syncopated Patriarchy,syncopated-patriarchy,0,1
L-123,Kamala's Roots of Resilience,kamala-s-roots-of-resilience,0,1
L-176,Open The Window,open-the-window,0,1
L-23,Banana Jokes Making Us Laugh,banana-jokes-making-us-laugh,0,1
L-13,AI Manifesto,ai-manifesto,0,1
L-414,"Happy Birthday, Dear Dreamer Friend",happy-birthday-dear-dreamer-friend,0,1
L-74,F is for Fabulous,f-is-for-fabulous,0,1
L-8,A Toast To The Good Life,a-toast-to-the-good-life,0,1
L-30,Berries & Beaches,berries-beaches,0,1
L-308,Win-Win In Unity,win-win-in-unity,0,1
L-249,The Grazed Duck Luck,the-grazed-duck-luck,0,1
L-35,Blessed By The Wiggle,blessed-by-the-wiggle,0,1
L-91,Gunther's BBQ,gunther-bbq,0,1
L-255,The President’s Above The Law,the-president-s-above-the-law,0,1
L-398,Fckonomics,fckonomics,0,1
L-19,Authentic Innovation Manifesto,authentic-innovation-manifesto,0,1
L-105,How Deep Is Your Shade?,how-deep-is-your-shade,0,1
L-201,Rachel Barks,rachel-barks,0,1
L-6,A New Historical Era,a-new-historical-era,0,1
L-404,"FOTUS Circus: Step Right Up, Murica Freaks",fotus-circus-step-right-up-murica-freaks,0,1
L-405,FOTUS Circus: Round And Round,fotus-circus-round-and-round,0,1
L-59,Dear Edward (The Snowden Song),dear-edward-the-snowden-song,0,1
L-408,Let Me Tell You About Heartache,let-me-tell-you-about-heartache,0,1
L-409,What If MeToo And BLM...,what-if-metoo-and-blm,0,1
L-11,Acoustic Attractions,acoustic-attractions,0,1
L-181,Pablo's Grandeur,pablo-s-grandeur,0,1
L-221,Shining Twins,shining-twins,0,1
L-253,The Narcissist's Cabaret,the-narcissist-s-cabaret,0,1
L-2,A Good Witch,a-good-witch,0,1
