ep_title,ep_url,ep_volume,ep_rating,sutra,genres,genres_full,ep_total_tracks,track_titles,track_ids,total_plays,total_likes,duration_total,artwork_url,artwork_lg_url,lyrics_title,lyrics_id,ep_in_app,ep_featured,ep_description,ep_songbook_title,created_at,playlist_names_clean
CREEPYPASTA (what the hella) ♲ LoFi DUB Edition ♲ SoundCloud is broken REDUX,https://soundcloud.com/bananasutra/sets/creepypasta-what-the-hella-lofi-dub-edition-soundcloud-is-broken-redux,1,,SHOWsutra,"LOFI,DUB","LOFI,DUB",4,"Side B [04] CREEPYPASTA • SHOWsutra Psychedelic Cello Indie LOFI, Side B [08] CREEPYPASTA • SHOWsutra What Shall We Hope For Ragga DUB, Side B [09] CREEPYPASTA • SHOWsutra What Shall We Hope For Ragga DUB, Side B [10] CREEPYPASTA • SHOWsutra Rebound & Rise Ragga LoFi DUB",,774,5,0:11:03,https://i1.sndcdn.com/artworks-fcCvHghEuNgLNX4y-dpY9Mg-t500x500.png,https://i1.sndcdn.com/artworks-fcCvHghEuNgLNX4y-dpY9Mg-t1080x1080.png,Creepy Pasta (What The Hella),L-49,,,"4 tracks of sacred fooling. (Creepy) Byte by (creepy) byte, the internet raised us. What the hella. Pass the pasta. Served in lo-fi and dub. Welcome to the Fanana club.",Play: FANANA (party),2025-10-21 23:25,"DUBsutra, SHOWsutra where bananas play"
Blaise's Tale ⭐︎ EPx3 ⭐︎ KNOWsutra Folk Cabaret,https://soundcloud.com/bananasutra/sets/blaises-tale-epx3-knowsutra-folk-cabaret,1,,KNOWsutra,"BANJO,BURLESQUE,FOLK","BANJO,BURLESQUE,CABARET,FOLK",3,"[01] Blaise's Tale ⭐︎ KNOWsutra Intimate Storytelling FOLK, [02] Blaise's Tale ⭐︎ KNOWsutra Hypnotic Banjo FOLK, [03] Blaise's Tale ⭐︎ KNOWsutra Cheeky Cabaret BURLESQUE",,587,5,0:08:41,https://i1.sndcdn.com/artworks-nZjm9BvXode0nW5K-5dXY2A-t500x500.png,https://i1.sndcdn.com/artworks-nZjm9BvXode0nW5K-5dXY2A-t1080x1080.png,Blaise's Tale,L-31,checked,,"A quick 8-minute burst of uncut honesty, across 3 tracks. A wise 17th century warning that's been on repeat ever since #duh Channeling Blaise Pascal, obviously. The peace prayer that won't shut up.",Ask: PEACE (not war),2025-08-24 01:01,"BANJOsutra, BURLESQUEsutra, FOLKsutra, KNOWsutra : but(t) WHY, KNOWsutra where questions matter"
Oh My · Oh Why (Socrates Song) - GROWsutra EPx7,https://soundcloud.com/bananasutra/sets/oh-my-oh-why-socrates-song-growsutra-epx7,1,,GROWsutra,"DUB,FOLK,INDIE","DUB,FOLK,INDIE",7,"[02] Oh My, Oh Why (Socrates Song) - GROWsutra INDIE, [03] Oh My, Oh Why (Socrates Song) - GROWsutra Bass INDIE, [04] Oh My, Oh Why (Socrates Song) - GROWsutra INDIE FOLK, [05] Oh My, Oh Why (Socrates Song) - GROWsutra FOLK, [06] Oh My, Oh Why (Socrates Song) - GROWsutra mo FOLK, [07] Oh My, Oh Why (Socrates Song) - GROWsutra Muse DUB, [01] Oh My, Oh Why (Socrates Song) - GROWsutra Vocal INDIE",,1248,12,0:26:35,https://i1.sndcdn.com/artworks-u4xWThnzlboyzPPM-yy5lxA-t500x500.png,https://i1.sndcdn.com/artworks-u4xWThnzlboyzPPM-yy5lxA-t1080x1080.png,"Oh My, Oh Why (Socrates Song)",L-171,checked,,"A 7-track smoldering reckoning that refuses to stop asking why. He said 'I know I know nothing.' They sentenced him to death. Oh my, oh why — is truth still the crime they crucify? A nod to Socrates. Because why not ask why.",Ask: But(t) WHY,2025-08-08 01:24,"BURLESQUEsutra, DUBsutra, FOLKsutra, GROWsutra where we be brave, INDIEsutra, KNOWsutra : but(t) WHY, MANTRAsutra"
Hey · You ✖ EPx8 ✖ BLOWsutra Indie Punk ROCK,https://soundcloud.com/bananasutra/sets/hey-you-blowsutra-jazz-punk-rock,1,,BLOWsutra,"BURLESQUE,INDIE,ROCK","BURLESQUE,INDIE,PUNK,ROCK",7,"[01] Hey, You - BLOWsutra psyPunk ROCK, [02] Hey, You - BLOWsutra psyPunk ROCK, [03] Hey, You - BLOWsutra psyPunk ROCK, [04] Hey, You - BLOWsutra psyPunk ROCK, [05] Hey, You - BLOWsutra psyPunk ROCK, [06] Hey, You - BLOWsutra rawPunk ROCK, [07] Hey, You - BLOWsutra psyPunk BURLESQUE",,1469,8,0:13:47,https://i1.sndcdn.com/artworks-8zXPkONAqcbxOwwP-p3Wifg-t500x500.png,https://i1.sndcdn.com/artworks-8zXPkONAqcbxOwwP-p3Wifg-t1080x1080.png,"Hey, You (Creepers)",L-98,checked,,"7 burlesque, indie, and rock tracks asking questions that sting. The creeper who thinks they're invisible. They're not. Channeling John Lennon, obviously. Ego, meet your reflection.",Speak: EGO (gone loco),2025-08-01 08:24,"BLOWsutra, BLOWsutra : EGO (gone loco), BURLESQUEsutra, INDIEsutra, ROCKsutra, ROCKsutra (Best Of)"
Mass Media Freakshow EPx13 VOL.02 ⭐︎ Terrence MCKenna KNOWs ⭐︎ Burlesque or Snooze?,https://soundcloud.com/bananasutra/sets/mass-media-freakshow-epx13-vol02-terrence-mckenna-knows-burlesque-or-snooze,1,,BLOWsutra,"BURLESQUE,FOLK,JAZZ","BURLESQUE,FOLK,JAZZ",13,"[01] Mass Media Freakshow • udio PSYcircus BURLESQUE, [02] Mass Media Freakshow (1) Oh Boy •  Piano Cello BURLESQUE, [03] Mass Media Freakshow Oh Boy • psyAccordion Circus BURLESQUE, [04] Mass Media Freakshow - Accordion Oh Boy BURLESQUE, [05] Mass Media Freakshow - chanson encore oh boy BURLESQUE, [06] Mass Media Freakshow - McKenna's Bass Burlesque, [07] Mass Media Freakshow - McKenna's Burlesque CHANSON, [08] Mass Media Freakshow - chanson capela BURLESQUE, [09] Mass media Freakshow-MC Kenna's Cheeky JAZZ, [10] Mass Media Freakshow • Cello Accordion JAZZ, [11] Mass Media Freakshow • PBgal psyBASS JAZZ, [12] Mass media Freakshow - McKenna's Cheeky oui JAZZ, [13] Mass Media Freakshow - McKenna's Folk",,3302,19,0:44:35,https://i1.sndcdn.com/artworks-Xranl6ikDYKoluYT-FdIOxQ-t500x500.png,https://i1.sndcdn.com/artworks-Xranl6ikDYKoluYT-FdIOxQ-t1080x1080.png,Mass Media Freakshow,L-157,checked,,"13 burlesque, folk, and jazz tracks built on nerve and a prayer. Step right in. Corporate clowns, kids chasing fame, golems lost in glitter. Terrence McKenna saw this coming. So did the duck. Inspired by Terrence McKenna. Uncensored. Obviously.",Speak: CENSOR(ed),2025-04-15 20:39,"BLOWsutra : APES (gone wrong), BLUESsutra (Best Of), BURLESQUEsutra, BURLESQUEsutra (Best Of), FOLKsutra, FOLKsutra (Best Of), JAZZsutra"
HashtagWHY (to be ctd...),https://soundcloud.com/bananasutra/sets/hashtagwhy-to-be-ctd,1,,KNOWsutra,ROCK,PUNK ROCK,2,"What makes your spirit alive • BANJOsutra (Dreamer’s Hunger), What makes your spirit alive • CELLOsutra (Dreamer’s Hunger)",,535,5,0:06:23,https://i1.sndcdn.com/artworks-0LTSLaDkEUo21nzx-OHpjRw-t500x500.jpg,https://i1.sndcdn.com/artworks-0LTSLaDkEUo21nzx-OHpjRw-t1080x1080.jpg,HashtagWHY (Sorry Not Sorry),L-94,checked,,"A quick 6-minute burst of stubborn hope, across 2 tracks. #why. Not the who. Not the what. The why is the only question worth asking. Sorry not sorry. The sound: rock. Because why not ask why.",Ask: But(t) WHY,2024-12-23 02:47,"BANJOsutra, KNOWsutra : but(t) WHY, KNOWsutra where questions matter, MANTRAsutra"
This Is What Dissent Looks Like Now - BLOWsutra (Revolution Ring) Jazz Indie LoFi Dream,https://soundcloud.com/bananasutra/sets/this-is-what-dissent-looks-like-now-blowsutra-revolution-ring-jazz-indie-lofi-dream,1,,BLOWsutra,"BURLESQUE,INDIE,JAZZ,LOFI","BURLESQUE,CABARET,GIPSY,HIP HOP,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK,TRIP HOP",14,"[01] What Dissent Looks Like Now • BLOWsutra Post-Punk Piano Trip Hop Lo-Fi Burlesque JAZZ, [02] What Dissent Looks Like Now • BLOWsutra Post-Punk Trip Hop Lo-Fi Burlesque Piano JAZZ, [03] What Dissent Looks Like Now • BLOWsutra Post-Punk Piano Trip Hop Lo-Fi Burlesque JAZZ, [04] What Dissent Looks Like Now • BLOWsutra Post-Punk Piano Trip Hop Lo-Fi Burlesque JAZZ, [05] What Dissent Looks Like Now • BLOWsutra Post-Punk Piano Trip Hop Lo-Fi Burlesque JAZZ, [06] What Dissent Looks Like Now • BLOWsutra Post-Punk Tzigane Trip Hop Lo-Fi Burlesque JAZZ, [07] What Dissent Looks Like Now • BLOWsutra Post-Punk Gipsy Trip Hop Lo-Fi Burlesque INDIE, [08] What Dissent Looks Like Now • BLOWsutra Post-Punk Gipsy Trip Hop Lo-Fi Burlesque INDIE, [09] What Dissent Looks Like Now • BLOWsutra Post-Punk Gipsy Trip Hop Lo-Fi Burlesque INDIE, [10] What Dissent Looks Like Now • BLOWsutra Post-Punk Gipsy Trip Hop Lo-Fi Burlesque INDIE, [11] What Dissent Looks Like Now • BLOWsutra Psychedelic Hip Hop BRUH Cabaret Rap LOFI, [11] What Dissent Looks Like Now • BLOWsutra Psychedelic Hip Hop Bruh LOFI, [12] What Dissent Looks Like Now • BLOWsutra Psychedelic Hip Hop BRUH Cabaret Rap LOFI, [BONUS] What Dissent Looks Like Now • BLOWsutra Psychedelic Burlesque MamA-B-Cello Dream Cabaret INDIE",,17975,153,0:55:10,https://i1.sndcdn.com/artworks-oX7ZY3z8JzrLVWyA-Iz5Tsg-t500x500.png,https://i1.sndcdn.com/artworks-oX7ZY3z8JzrLVWyA-Iz5Tsg-t1080x1080.png,What Dissent Looks Like Now,L-286,checked,,"A 14-track shadow-walk that stays wide awake through the circus. Dissent used to look different. Now it looks like this. Served in burlesque, indie, and jazz. Over 17k plays and counting—clearly something landed. Revolution as a daily practice.",Speak: REVOLT (now),2026-01-27 21:09,"BLOWsutra, BLOWsutra : CENSOR(ed), BLOWsutra : REVOLT (now), BURLESQUEsutra (Best Of), INDIEsutra, INDIEsutra (Best Of), JAZZsutra, JAZZsutra (Best Of), LOFIsutra, LOFIsutra (Best Of)"
Two Things · Darling • EPx11 • KNOWsutra (Bertrand) Conscious Gipsy LoFi Blues INDIE,https://soundcloud.com/bananasutra/sets/two-things-darling-epx11-knowsutra-bertrand-conscious-gipsy-lofi-blues-indie,1,,KNOWsutra,"BANJO,BLUES,DUB,INDIE,LOFI","BANJO,BLUES,DUB,FLAMENCO,GIPSY,INDIE,LOFI,PSYCHEDELIC,TRIP HOP",11,"[01] Two Things, Darling • KNOWsutra Bertrand (Knows) Tzigane Peace Conscious Fusion Indie LOFI, [02] Two Things, Darling • KNOWsutra Bertrand (Knows) Tzigane Peace Conscious Fusion Indie LOFI, [03] Two Things, Darling • KNOWsutra Bertrand (Knows) Existential Cello Trip Hop(e) LOFI, [04] Two Things, Darling • KNOWsutra Bertrand (Knows) La Poesita Gipsy Flamenco Dub INDIE, [05] Two Things, Darling • KNOWsutra Bertrand (Knows) La Poesita Gipsy Flamenco Dub INDIE, [06] Two Things, Darling • KNOWsutra Bertrand (Knows) La Poesita Gipsy Flamenco Dub INDIE, [07] Two Things, Darling • KNOWsutra Bertrand (Knows) La Poesita Gipsy Flamenco Dub INDIE, [08] Two Things, Darling • KNOWsutra Bertrand (Knows) Existential Poetry Mama DUB, [09] Two Things, Darling • KNOWsutra Bertrand (Knows) Psychedelic Destiny Banjo BLUES, [10] Two Things, Darling • KNOWsutra Bertrand (Knows) Psychedelic Destiny Banjo BLUES, [11] Two Things, Darling • KNOWsutra Bertrand (Knows) Psychedelic Destiny Banjo BLUES",,8322,74,0:43:01,https://i1.sndcdn.com/artworks-arUtRqgFTtrbCyLv-f6mbwA-t500x500.png,https://i1.sndcdn.com/artworks-arUtRqgFTtrbCyLv-f6mbwA-t1080x1080.png,"Two Things, Darling",L-274,checked,,"Nearly an hour of curious reckoning, across 11 tracks. Two things, darling: the world is mad, and kindness is the only sane response. Get the facts right. Keep love in sight. Bertrand Russell walked in and stayed. One of the heavier hitters: 8k+ plays. Bertrand would approve. Probably.",Ask: BERTRAND (knows),2026-01-01 22:37,"BLUESsutra, BLUESsutra (Best Of), DUBsutra, DUBsutra (Best Of), HIDDEN PEELS, INDIEsutra, INDIEsutra (Best Of), JAZZsutra (Best Of), KNOWsutra : BERTRAND (mon chéri), KNOWsutra where questions matter, LOFIsutra"
Please Pardon My French • SHOWsutra (Be The Fool) Vaudeville EPx12,https://soundcloud.com/bananasutra/sets/please-pardon-my-french-showsutra-ep12,1,,SHOWsutra,"BURLESQUE,JAZZ","BURLESQUE,JAZZ",12,"[01] Please Pardon My French • SHOWsutra (Be The Fool) Psychedelick Motorik Accordion Rock BURLESQUE, [02] Please Pardon My French • SHOWsutra (Be The Fool) Psychedelick Accordion Cello BURLESQUE, [03] Please Pardon My French • SHOWsutra (Be The Fool) Oh Boy Circus Waltz BURLESQUE, [04] Please Pardon My French • SHOWsutra (Be The Fool) Avant-Garde Accordion Jazz Cabaret BURLESQUE, [05] Please Pardon My French • SHOWsutra (Be The Fool) Avant-Garde Accordion Chanson Cabaret BURLESQUE, [06] Please Pardon My French • SHOWsutra (Be The Fool) Avant-Garde Accordion Cello Chanson BURLESQUE, [07] Please Pardon My French • SHOWsutra (Be The Fool) Accordion Tango Circus BURLESQUE, [08] Please Pardon My French • SHOWsutra (Be The Fool) Ethically Gipsy Piano Burlesque JAZZ, [09] Please Pardon My French • SHOWsutra (Be The Fool) Ethically Gipsy Accordion Piano Burlesque JAZZ, [10] Please Pardon My French • SHOWsutra (Be The Fool) Psychedelick Cello Bass LoFi JAZZ, [11] Please Pardon My French • SHOWsutra (Be The Fool) Avant-Garde Accordion Burlesque Bass Jazz LOFI, [12] Please Pardon My French • SHOWsutra (Be The Fool) Cello Hip Indie Jazz LOFI",,5352,51,0:35:44,https://i1.sndcdn.com/artworks-n9O8dHayUi2hOvCf-l6iE6Q-t500x500.png,https://i1.sndcdn.com/artworks-n9O8dHayUi2hOvCf-l6iE6Q-t1080x1080.png,Please Pardon My French,L-187,,,,,2026-06-17 02:00,"BURLESQUEsutra, JAZZsutra, LOFIsutra, SHOWsutra where bananas play"
Creo (La Poesia) ☘ EPx10 VOL.01 ☘ Bananasutra En Español,https://soundcloud.com/bananasutra/sets/creo-la-poesia-epx10-vol01-bananasutra-en-espanol,1,,GLOWsutra,DUB,"DUB,FADO,FLAMENCO,PSYCHEDELIC,RAGGA",10,"[01] Creo (la poesia) - Arabesk Flamenco, [02] Creo (la poesia) - Arabesk Fado, [03] Creo (la poesia) - Contrabass Guitar Classico, [04] Creo - Cello Accordion Psychedelic Circus 1, [05] Creo - Cello Accordion Psychedelic Circus 2, [06] Creo - Muse DUBsutra, [07] Creo - Ragga DUBsutra, [08] Creo - (Fbomb) Hip Dub Hop, [09] Creo - (Fbomb) Hip Dub Hop 2, [10] Creo - Drum MANTRAsutra",,4979,49,0:36:34,https://i1.sndcdn.com/artworks-HYGREko4IUXdrDm0-LliGgA-t500x500.png,https://i1.sndcdn.com/artworks-HYGREko4IUXdrDm0-LliGgA-t1080x1080.png,Creo (La Poesia),L-51,checked,,"10 dub tracks disguised as music. In Spanish, for someone who deserved it. Creo en la poesía: the one language that needs no translation. En español, con alma. Poetry as essential infrastructure.",Bless: POET(ry),2025-05-27 13:06,"BURLESQUEsutra (Best Of), DUBsutra, DUBsutra (Best Of), GLOWsutra : POET(ry), GLOWsutra where gratitude feeds, INDIEsutra (Best Of), MANTRAsutra, WORLDsutra : SPAN(k)ish"
When We Duende · Encore ★ Arabesk Fado Soul EPx2 VOL.2,https://soundcloud.com/bananasutra/sets/when-we-duende-encore-arabesk-fado-soul-epx2-vol2,1,,FLOWsutra,INDIE,"FADO,SOUL",2,"When We Duende, Encore 1 ★ Arabesk Fado Soul, When We Duende, Encore 2 ★ Arabesk Fado Soul",,449,4,0:07:52,https://i1.sndcdn.com/artworks-2HTk9xJWFp1O434r-CXIyuA-t500x500.png,https://i1.sndcdn.com/artworks-2HTk9xJWFp1O434r-CXIyuA-t1080x1080.png,When We Duende (Encore),L-295,checked,,"2 tracks of beauty that bleeds. #censored. Because when consciousness longs for tenderness, imagination always matters more. Served in indie. Where trust gets tender.",Trust: WET (my friend),2025-06-16 11:25,"FLOWsutra : WET (my friend), LOFIsutra"
No · I'm Not Being Political 🇺🇸 KNOWsutra Indie Dub EPx15,https://soundcloud.com/bananasutra/sets/no-im-not-being-political-knowsutra-indie-dub-epx15,1,,BLOWsutra,"DUB,FOLK,INDIE,LOFI,MANTRA","DUB,FOLK,INDIE,LOFI,MANTRA",15,"[01] No, I'm Not Being Political • KNOWsutra La poesita Folk INDIE, [02] No, I'm Not Being Political • KNOWsutra Folk INDIE, [03] No, I'm Not Being Political • KNOWsutra Dubby Tzigane FOLK, [04] No, I'm Not Being Political • KNOWsutra Dubby Tzigane FOLK, [05] No, I'm Not Being Political • KNOWsutra Dubby Tzigane FOLK, [06] No, I'm Not Being Political • KNOWsutra Dubby Tzigane FOLK, [07] No, I'm Not Being Political • KNOWsutra Dubby Tzigane LOFI, [08] No, I'm Not Being Political • KNOWsutra Dubby Tzigane LOFI, [09] No, I'm Not Being Political • KNOWsutra Dubby Tzigane LOFI, [10] No, I'm Not Being Political • KNOWsutra Indie DUB, [11] No, I'm Not Being Political • KNOWsutra Indie DUB, [12] No, I'm Not Being Political • KNOWsutra DUB, [13] No, I'm Not Being Political • KNOWsutra DUB, [14] No, I'm Not Being Political • KNOWsutra DUB, [15] No, I'm Not Being Political • KNOWsutra Drum MANTRA",,2964,25,0:48:40,https://i1.sndcdn.com/artworks-zz7WsK7tAEH4cMHT-fSdPcQ-t500x500.png,https://i1.sndcdn.com/artworks-zz7WsK7tAEH4cMHT-fSdPcQ-t1080x1080.png,"No, I'm Not Being Political (CIRCA 2025)",L-168,checked,,"15 dub, folk, and indie tracks that won't let you look away. No, I'm not being political. I'm just awake. (Circa 2025.) Dare to care. That's the whole thing.",Dare: DARE (to care),2025-08-07 22:37,"BLOWsutra : APES (gone wrong), BLOWsutra : REVOLT (now), FOLKsutra (Best Of), KNOWsutra where questions matter"
Question di Kingdom ✰ Ragga DUBsutra EPx10,https://soundcloud.com/bananasutra/sets/question-di-kingdom-ragga-dubsutra-epx10,1,,KNOWsutra,DUB,RAGGA,10,"[1] Bertrand said reason • BANJOsutra, [2]  Chains wide, with Russel • LOFIsutra, [3] Question Di Kingdom (2) • RAGGAsutra, [4] Question Di Kingdom (1) • RAGGAsutrawav, [5] Dubbin' for Freedom • DUBsutra, [6] Step into Russel's rhythm (1) • DUBsutra, [7] Step into Russel's rhythm (2) • DUBsutra, [8] Reason fi di win • RAGGAsutra, [9] Reason fi di win • RAGGAsutra, [10] Question it All, Blessed Bertrand Russel • LOFIsutra",,2897,24,0:27:13,https://i1.sndcdn.com/artworks-mKTmWGkHkyRy4ocv-MREqIQ-t500x500.png,https://i1.sndcdn.com/artworks-mKTmWGkHkyRy4ocv-MREqIQ-t1080x1080.png,Question Di Kingdom,L-199,checked,,"A 10-track sun-drunk hymn that dances where gods fear to tread. Rise up tall. Reason first. Kingdom, second (if needed). Channeling Bertrand Russell, obviously. Bertrand would approve. Probably.",Ask: BERTRAND (knows),2025-03-01 11:04,"BANJOsutra, DUBsutra, KNOWsutra : BERTRAND (mon chéri), KNOWsutra where questions matter, LOFIsutra, Questions for the (kind) POPE in the Sky"
The Dystopian Quiz Song ★ EPx15 ★ Acoustic SOULsutra,https://soundcloud.com/bananasutra/sets/the-dystopian-quiz-song-epx15-acoustic-soulsutra,1,,BLOWsutra,"BLUES,BURLESQUE,JAZZ,MANTRA","ACOUSTIC,BLUES,BURLESQUE,JAZZ,MANTRA",15,"Take the (Dystopian) Quiz Encore ★ Capela Circus JAZZ MANTRA, Take the (Dystopian) Quiz Encore ★ Accordion Circus JAZZ BURLESQUE, Take the (Dystopian) Quiz ★ Oh Accordion Boy Circus BURLESQUE, Take the (Dystopian) Quiz Encore ★ Oh Cello Boy Circus BURLESQUE, The Dystopian Quizz Song v1 ★ Blues Circus SOULsutra, The Dystopian Quizz Song v2-1 ★ Blues Circus SOULsutra, The Dystopian Quizz Song v2-2 ★ Blues Circus SOULsutra, The Dystopian Quizz Song v3-1 ★ Blues Circus SOULsutra, The Dystopian Quizz Song v3-2 ★ Blues Circus SOULsutra, The Dystopian Quizz Song v4-1 ★ Blues Circus SOULsutra, The Dystopian Quizz Song v4-kindness ★ Blues Circus SOULsutra, The Dystopian Quizz Song v5-2 ★ Blues Circus SOULsutra, The Dystopian Quizz Song v6 ★ Blues Circus SOULsutra, The Dystopian Quizz Song v8 ★ Blues Circus SOULsutra, The Dystopian Quizz Song v9 ★ Blues Circus SOULsutra",,2972,14,0:46:20,https://i1.sndcdn.com/artworks-jQRym0eZpol8JOvs-sUKVsw-t500x500.png,https://i1.sndcdn.com/artworks-jQRym0eZpol8JOvs-sUKVsw-t1080x1080.png,The Dystopian Quiz Song,L-246,checked,,15 tracks of raw sense-making. Take the quiz. Is your world a circus or a dystopia? (Trick question.) With a wink to George Orwell. Uncensored. Obviously.,Speak: CENSOR(ed),2025-04-18 20:27,"BANJOsutra, BLOWsutra : APES (gone wrong), BLUESsutra, BURLESQUEsutra, FOLKsutra, FOLKsutra (Best Of), FOTUS CIRCUS Playlist An American Freaks Show, GROWsutra where we be brave, INDIEsutra, JAZZsutra, MANTRAsutra, QUACKsutra where we sing FU"
Time for Rebel Romance ☆ EPx6 ☆ BLOWsutra (Revolt Now) Cabaret,https://soundcloud.com/bananasutra/sets/time-for-rebel-romance-epx6-blowsutra-revolt-now-cabaret,1,,BLOWsutra,"BURLESQUE,DUB,INDIE,JAZZ,MANTRA,ROCK","BURLESQUE,CABARET,DUB,INDIE,JAZZ,MANTRA,PSYCHEDELIC,RAGGA,ROCK,TRIP HOP",6,"[01] Time for Rebel Romance ☆ BLOWsutra (Revolt Now) Oh Boy Psychedelic Accordion Circus BURLESQUE, [02] Time for Rebel Romance ☆ BLOWsutra (Revolt Now) Oh Boy Psychedelic Accordion Circus BURLESQUE, [03] Time for Rebel Romance ☆ BLOWsutra (Revolt Now) CAT Psychedelic Accordion Circus BURLESQUE, [04] Time for Rebel Romance ☆ BLOWsutra (Revolt Now) IBYN Psychedelic Piano Jazz BURLESQUE, [05] Time for Rebel Romance ☆ BLOWsutra (Revolt Now) Accordion Ragga Burlesque DUB, [06] Time for Rebel Romance ☆ BLOWsutra (Revolt Now) Alternative Mantra Indie Trip Hop(e) ROCK",,10796,92,0:18:05,https://i1.sndcdn.com/artworks-FCpNyoKfIRn6bNzD-59cLWg-t500x500.png,https://i1.sndcdn.com/artworks-FCpNyoKfIRn6bNzD-59cLWg-t1080x1080.png,Time For Rebel Romance,L-265,checked,,"6 tracks of circus critique. History's spinning that wheel again. Time for a rebel romance. Served in burlesque, dub, and indie. Resonated: 10k plays and 92 likes so far. Revolution as a daily practice.",Speak: REVOLT (now),2026-02-19 08:00,"BLOWsutra, BLOWsutra : REVOLT (now), BURLESQUEsutra, BURLESQUEsutra (Best Of), DUBsutra, DUBsutra (Best Of), GROWsutra : KIND(ness), QUACKsutra where we sing FU, ROCKsutra"
One Percent Rising • GROWsutra (Dare to Care) Psychedelic Indie EPx6,https://soundcloud.com/bananasutra/sets/one-percent-rising-growsutra-dare-to-care-epx6,1,,GROWsutra,"INDIE,LOFI,ROCK","GIPSY,HIP HOP,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK",6,"[01] One Percent Rising • GROWsutra (Dare to Care) IBYN Post-Punk PsyBurlesque ROCK, [02] One Percent Rising • GROWsutra (Dare to Care) IBYN Post-Punk PsyBurlesque ROCK, [03] One Percent Rising • GROWsutra (Dare to Care) IBYN Post-Punk PsyBurlesque ROCK, [04] One Percent Rising • GROWsutra (Dare to Care) Psychedelic Indie Gipsy Hip Hop Fusion LOFI, [05] One Percent Rising • GROWsutra (Dare to Care) Psychedelic Indie Gipsy Hip Hop Fusion LOFI, [06] One Percent Rising • GROWsutra (Dare to Care) Psychedelic Indie Gipsy Hip Hop Fusion LOFI",,1364,15,0:17:03,https://i1.sndcdn.com/artworks-kgjEyPp1tNR5wzhb-SWAbWQ-t500x500.png,https://i1.sndcdn.com/artworks-kgjEyPp1tNR5wzhb-SWAbWQ-t1080x1080.png,One Percent Rising,L-175,checked,,"A 17-minute ride of curious reckoning, across 6 tracks. More curious than 99% of the population. That's the one percent that matters. The sound: indie, lo-fi, and rock. Dare to care. That's the whole thing.",Dare: DARE (to care),2026-02-24 20:27,"GROWsutra : DARE (to care), GROWsutra where we be brave, LOFIsutra, LOFIsutra (Best Of), ROCKsutra"
MAxA Alphabet Series Compilation - Make America Humane · Kind · Safe · Smart · etcetera Alright?!,https://soundcloud.com/bananasutra/sets/maxa-series,1,,QUACKsutra,"BANJO,BURLESQUE","BANJO,BURLESQUE",20,"[8] MAHA • Make America Humane Again • Weary BLUESsutra, [4] MAHA • Make America Humane Again • Accordion CAT BURLESQUEsutra, [5] MAHA • Make America Humane Again • Authentic Banjo FOLKsutra, [6] MAHA • Make America Humane Again • DUBsutra, [2] MAHA • Make America Humane Again • Psy Waltz BURLESQUEsutra (2), [7] MAHA • Make America Humane Again • Booya BANJOsutra, [3] MAHA • Make America Humane Again • Bass IBYN BURLESQUE JAZZsutra, [1] MAHA • Make America Humane Again • Psy Waltz BURLESQUEsutra, MAWA MAWA • Make America Woke Again • Banger BANJOsutra, MASA MASA • Contrabass DUBsutra (2), MASA MASA • Booya BANJOsutra, MASA MASA • Contrabass DUBsutra (1)",,4866,49,0:39:53,https://i1.sndcdn.com/artworks-1kvONAzRbkd2SdIu-RVmpoA-t500x500.png,https://i1.sndcdn.com/artworks-1kvONAzRbkd2SdIu-RVmpoA-t1080x1080.png,,"L-149,L-150,L-326,L-158",checked,,20 tracks of circus critique. Make America Humane Again. It's not a radical idea. It should not be. Served in banjo and burlesque. Make America anything-but-this again.,Quack: MAxxxA Saga,2025-03-23 16:19,"BANJOsutra, BLOWsutra, BLOWsutra : MAxA Series, BLUESsutra, BLUESsutra (Best Of), BURLESQUEsutra, BURLESQUEsutra (Best Of), DUBsutra, FOLKsutra, FOLKsutra (Best Of), FOTUS CIRCUS Playlist An American Freaks Show, GROWsutra where we be brave, HIDDEN PEELS, INDIEsutra, JAZZsutra, LOFIsutra, QUACKsutra where we sing FU"
