ep_title,ep_url,sutra,genres,genres_full,track_count,ep_total_tracks,total_plays,total_likes,duration_total,artwork_url,lyrics_id,created_at,SC TRACKS
Kids Are Asking ✪ KNOWsutra But(t) Why EPx3,https://soundcloud.com/bananasutra/sets/kids-are-asking-knowsutra-butt-why-epx3,KNOWsutra,"DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA","ACOUSTIC,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,TRIP HOP",3,3,1078,2,0:09:14,https://i1.sndcdn.com/artworks-L6uXyHUyGsqH0ZAv-cvmeZg-t500x500.png,L-118,,[02] Kids Are Asking - KNOWsutra But(t) Why Acoustic Trip Hop LoFi JAZZ
MAMA-B-C (Make America Mine Achtung Encore) • BLOWsutra MAxA Series EPx3,https://soundcloud.com/bananasutra/sets/mama-b-c-blowsutra-maxa-series-epx3,BLOWsutra,"BANJO,DUB,INDIE,MANTRA","ACOUSTIC,BANJO,COUNTRY,DUB,INDIE,MANTRA,TRIP HOP",3,3,610,7,0:11:37,https://i1.sndcdn.com/artworks-uDzqzbtn80lOeo3H-hV475g-t500x500.png,L-150,,
MAMA-B-C (Make America Mine Achtung) • BLOWsutra MAxA Series EPx8,https://soundcloud.com/bananasutra/sets/mama-b-c-blowsutra-maxa-series-epx8,BLOWsutra,"BANJO,BLUES,BURLESQUE,FOLK,INDIE,LOFI","BANJO,BLUES,BURLESQUE,FOLK,INDIE,LOFI,PSYCHEDELIC,TRIP HOP",5,8,6992,43,0:20:16,https://i1.sndcdn.com/artworks-uDzqzbtn80lOeo3H-hV475g-t500x500.png,L-150,,"Side A [03] MAMA-B-C (Make America Mine Achtung) • BLOWsutra Cello Melancholia Burlesque INDIE,Side B [03] MAMA-B-C (Make America Mine Achtung) • BLOWsutra Trip Hop Smooth LOFI,Side A [01] MAMA-B-C (Make America Mine Achtung) • BLOWsutra Back-to-Basics Folk Indie Cello BLUES,Side A [02] MAMA-B-C (Make America Mine Achtung) • BLOWsutra psychedelic kindness is depth (high) Banjo Folk BLUES"
MASA (Make America Safe Again) ✮ EPX12 ✮ QUACKsutra Psychedelic BANJO,https://soundcloud.com/bananasutra/sets/masa-make-america-safe-again-epx12-quacksutra-psychedelic-banjo,BLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,ROCK","BANJO,BLUES,BURLESQUE,COUNTRY,DUB,PSYCHEDELIC,ROCK",12,12,5417,37,0:38:28,https://i1.sndcdn.com/artworks-zGBEcizIyyXPbSgu-fuTgSg-t500x500.png,L-152,2025-11-12 10:23,"[10] MASA (Make America Safe Again) • QUACKsutra Psychedelic Booya Country BANJO,[06] MASA (Make America Safe Again) • QUACKsutra Psychedelic BANJO BLUES,[07] MASA (Make America Safe Again) • QUACKsutra Psychedelic BANJO BLUES,[01] MASA (Make America Safe Again) • QUACKsutra Psychedelic DUB BANJO"
Make Amurica Gulag Again ☭ BLOWsutra DUB EPx25,https://soundcloud.com/bananasutra/sets/make-amurica-gulag-again-blowsutra-dub-epx25,BLOWsutra,"DUB,FOLK,INDIE,LOFI","DUB,FOLK,GIPSY,INDIE,LOFI,RAGGA",25,25,8362,87,1:19:51,https://i1.sndcdn.com/artworks-EtyWMtEaw4pyLtcc-MBCl2Q-t500x500.png,L-145,,"B [07] Make America Gulag Again • Tzigane Fusion DUB,B [09] Make America Gulag Again • Tzigane Fusion DUB,A [15] Make America Gulag Again • Di Riddim Ragga DUB,A [14] Make America Gulag Again • Di Riddim Ragga DUB,A [08] Make America Gulag Again • Muse DUB,A [06] Make America Gulag Again • Bruh Ragga DUB,A [12] Make America Gulag Again • Ragga Lala DUB"
"No, I'm Not Being Political 🇺🇸 KNOWsutra Indie Dub EPx15",https://soundcloud.com/bananasutra/sets/no-im-not-being-political-knowsutra-indie-dub-epx15,KNOWsutra,"DUB,FOLK,INDIE,LOFI,MANTRA","DUB,FOLK,INDIE,LOFI,MANTRA",15,15,2944,25,0:48:40,https://i1.sndcdn.com/artworks-zz7WsK7tAEH4cMHT-fSdPcQ-t500x500.png,L-160,2025-08-07 22:37,
"Okey Dokey, No It's Not Ξ EPx5 Ξ LOFIsutra",https://soundcloud.com/bananasutra/sets/okey-dokey-no-its-not-epx5-lofisutra,BLOWsutra,INDIE,INDIE,5,5,6750,49,0:15:26,https://i1.sndcdn.com/artworks-lY0oFqEouYMs8MxL-RFc5iA-t500x500.png,L-166,,
Prickly Peaches DUBsutra EPx3,https://soundcloud.com/bananasutra/sets/prickly-peaches-dubsutra-epx3,FLOWsutra,DUB,DUB,3,3,640,8,0:10:53,https://i1.sndcdn.com/artworks-RAzwB4AnKcyRKbyO-wrGX6g-t500x500.jpg,L-276,2024-12-24 21:59,Prickly Peaches (one) • DUB Sutra
Question di Kingdom ✰ Ragga DUBsutra EPx10,https://soundcloud.com/bananasutra/sets/question-di-kingdom-ragga-dubsutra-epx10,KNOWsutra,DUB,RAGGA,10,10,2856,24,0:27:13,https://i1.sndcdn.com/artworks-mKTmWGkHkyRy4ocv-MREqIQ-t500x500.png,L-191,2025-03-01 11:04,"[3] Question Di Kingdom (2) • RAGGAsutra,[4] Question Di Kingdom (1) • RAGGAsutrawav,[8] Reason fi di win • RAGGAsutra,[5] Dubbin' for Freedom • DUBsutra"
Rainbows in the Clouds • GLOWsutra Dub LoFi Blues,https://soundcloud.com/bananasutra/sets/rainbows-in-the-clouds-glowsutra-dub-lofi-blues,GLOWsutra,"BANJO,BLUES,DUB,FOLK,INDIE,JAZZ,LOFI","BANJO,BLUES,COUNTRY,DUB,FOLK,GIPSY,INDIE,JAZZ,LOFI",14,14,15584,173,0:33:40,https://i1.sndcdn.com/artworks-OuzjTqyXc8wz8Uv9-0cXu0Q-t500x500.png,L-194,,"[04] Rainbows in the Clouds • GLOWsutra Gipsy Jazz Conscious Fusion LOFI,[09] Rainbows in the Clouds • GLOWsutra Maya Mama Classic BLUES,[12] Rainbows in the Clouds • GLOWsutra Maya Mama Classic BLUES,[02] Rainbows in the Clouds • GLOWsutra Gipsy Jazz Conscious Fusion LOFI,[01] Rainbows in the Clouds • GLOWsutra Folk Poetry Dubs the DUB,[08] Rainbows in the Clouds • GLOWsutra Queen of Authentic Dubby Folk Classic BLUES,[05] Rainbows in the Clouds • GLOWsutra Gipsy Jazz Conscious Fusion LOFI"
Reason over Reverence (No need for God) ☷ KNOWsutra EPx6,https://soundcloud.com/bananasutra/sets/reason-over-reverence-no-need-for-god-knowsutra-epx6,KNOWsutra,"BANJO,BLUES","BANJO,BLUES",6,6,1743,16,0:19:56,https://i1.sndcdn.com/artworks-52aEtWxS2ijbwMuq-syAe6A-t500x500.png,L-197,,"[01] Reason over Reverence (No Need for Gods) • Banjo Blues FOLKsutra,[04] Reason over Reverence (No Need for Gods) • Cello Bass JAZZsutra"
"Rise Up, You Naked Peoples (Freedom Rings) ☆ BLOWsutra Victor Hugo Revolution Song",https://soundcloud.com/bananasutra/sets/rise-up-you-naked-peoples-blowsutra-victor-hugo-revolution,BLOWsutra,FOLK,FOLK,2,2,562,5,0:06:41,https://i1.sndcdn.com/artworks-XITSzbW3Jfw7E2Bb-d1yIpQ-t500x500.png,L-201,,
Second Hand Smoke (of) Arrogant Hearts - BLOWsutra EGO Therapy EPx6,https://soundcloud.com/bananasutra/sets/second-hand-smoke-of-arrogant-hearts-blowsutra-ego-therapy-epx6,BLOWsutra,"BANJO,BURLESQUE,DUB,INDIE,LOFI,MANTRA","BANJO,BURLESQUE,DUB,GIPSY,INDIE,LOFI,MANTRA,SOUL,TRIP HOP",6,6,4672,50,0:17:53,https://i1.sndcdn.com/artworks-Tee0LuKXPZj5MLJY-pyJfiA-t500x500.png,L-16,2025-11-06 23:12,"Side A [03] Secondhand Smoke • BLOWsutra Ego Gone Loco Gipsy Indie Trip Hop LOFI,Side A [01] Secondhand Smoke • BLOWsutra Ego Gone Loco Gipsy Indie Trip Hop LOFI,Side B [03] Arrogant Hearts - BLOWsutra Indie Cello MANTRA"
Secret de Polichinelle 🎪 French EPx10 🎪 KNOWsutra Psychedelic Gipsy Circus,https://soundcloud.com/bananasutra/sets/secret-de-polichinelle-french-epx10-knowsutra-psychedelic-gipsy-circus,KNOWsutra,"BURLESQUE,INDIE,JAZZ","BURLESQUE,GIPSY,INDIE,JAZZ,PSYCHEDELIC",10,10,5354,53,0:35:11,https://i1.sndcdn.com/artworks-xr4XjkoXh1PH9F6I-IQ3wCQ-t500x500.png,L-204,2025-11-11 23:41,"[07] Secret de Polichinelle - French KNOWsutra Keep It Real Psychedelic Gipsy Circus Piano BURLESQUE,[01] Secret de Polichinelle - French KNOWsutra Keep It Real Psychedelic Gipsy Circus Accordion BURLESQUE,[06] Secret de Polichinelle - French KNOWsutra Keep It Real Psychedelic Gipsy Circus Indie Chanson BURLESQUE,[05] Secret de Polichinelle - French KNOWsutra Keep It Real Psychedelic Gipsy Circus Indie Chanson BURLESQUE,[08] Secret de Polichinelle - French KNOWsutra Keep It Real Psychedelic Gipsy Circus Indie Piano BURLESQUE"
Serial BLOWerrr ✰ RAGGA DUBsutra,https://soundcloud.com/bananasutra/sets/serial-blowerrr,BLOWsutra,DUB,"DUB,FLAMENCO,RAGGA",7,7,1510,15,0:23:25,https://i1.sndcdn.com/artworks-L6YErpavAldzq4cD-HRzVlg-t500x500.png,L-207,2025-01-31 13:03,[1] Serial BLOWERS (now twat?) • DUBsutra
Shades of Fools EPx9,https://soundcloud.com/bananasutra/sets/shades-of-fools-epx9,GROWsutra,BANJO,"BANJO,RAGGA",9,9,1738,16,0:26:00,https://i1.sndcdn.com/artworks-vmrDjbUos6J6FBAc-PCByYA-t500x500.png,L-210,,"[7] Shades of Fools • All I know is I dunno • Ragga DUBsutra High,[6] Shades of Fools • All I know is I dunno • Fastass BANJOsutra"
"So, What Is Racism? KNOWsutra Gone Banana EPx17",https://soundcloud.com/bananasutra/sets/so-what-is-racism-knowsutra-gone-banana-epx17,KNOWsutra,"BANJO,BLUES,DUB,FOLK,JAZZ,LOFI","BANJO,BLUES,DUB,FOLK,GIPSY,JAZZ,LOFI,RAGGA",17,17,16599,174,0:52:18,https://i1.sndcdn.com/artworks-2Y1pH6yfxZuC4LKe-PWzeJA-t500x500.png,L-220,,
Tell The Truth (encore) KNOWsutra EPx9 Vol. 04,https://soundcloud.com/bananasutra/sets/tell-the-truth-encore-knowsutra-epx9-vol-04,KNOWsutra,"BANJO,BLUES,ROCK","BANJO,BLUES,PSYCHEDELIC,ROCK",9,9,10161,184,0:37:21,https://i1.sndcdn.com/artworks-64Uv99JMUudNjTVz-iC67zQ-t500x500.png,L-231,,"[08] Tell The Truth • KNOWsutra True BLUES Cover,[02] Tell The Truth • KNOWsutra Bluesy ROCK Cover,[06] Tell The Truth • KNOWsutra Cello BLUES Cover"
The Echo Song ☭ Russian EPx3 ☭ Gipsy BLOWsutra LoFi Blues (Vladimir Vysotsky Cover),https://soundcloud.com/bananasutra/sets/the-echo-song-russian-epx3-gipsy-blowsutra-lofi-blues-vladimir-vysotsky-cover,BLOWsutra,"BANJO,BLUES,INDIE,LOFI","BANJO,BLUES,GIPSY,INDIE,LOFI,PSYCHEDELIC",3,3,2678,32,0:09:40,https://i1.sndcdn.com/artworks-acFrdgqIA6o30Zzp-mlZM9A-t500x500.png,L-239,,"[03] The Echo Song - Vladimir Vysotsky Cover - Russian BLOWsutra Classic Psychedelic Banjo BLUES,[02] The Echo Song - Vladimir Vysotsky Cover - Russian BLOWsutra Gipsy Arabesk World Peace Indie Trip Pop LOFI"
There's No Prayer Like Desire • KNOWsutra But(t) Why EPx4,https://soundcloud.com/bananasutra/sets/theres-no-prayer-like-desire-knowsutra-butt-why-epx4,KNOWsutra,"BANJO,BLUES,BURLESQUE","BANJO,BLUES,BURLESQUE",3,3,1995,20,0:08:29,https://i1.sndcdn.com/artworks-BZeLqNQ4AlXL9NGG-8Sntuw-t500x500.png,L-251,,"[04] The Fire We Share • There's No Prayer Like Desire • KNOWsutra But(t) Why Accordion Chanson BURLESQUE,[01] Not Who Powers • There's No Prayer Like Desire • KNOWsutra But(t) Why Banjo Destiny BLUES"
They Muddy the Waters (aka Nietzsche's Gift) EPx5 VOL. 04,https://soundcloud.com/bananasutra/sets/they-muddy-the-waters-aka-nietzsches-gift-epx5-vol-04,KNOWsutra,"BANJO,BURLESQUE,FOLK,INDIE,LOFI","BANJO,BURLESQUE,FOLK,INDIE,LOFI",5,5,1065,6,0:16:27,https://i1.sndcdn.com/artworks-8WQovcQ1YWF6xgZ0-sPC0bQ-t500x500.png,L-157,,
Up a San Francisco Hill • Bananasutra Heart Beats,https://soundcloud.com/bananasutra/sets/up-a-san-francisco-hill-bananasutra-heart-beats,GLOWsutra,DUB,DUB,4,8,779,3,0:12:52,https://i1.sndcdn.com/artworks-GDiJpggFg27JRXo9-ZnhHqQ-t500x500.jpg,L-268,2025-01-26 23:36,
Waldo's Fascist Tango EPx3 VOL. 1 • Burlesque JAZZ,https://soundcloud.com/bananasutra/sets/waldos-fascist-tango-epx3-vol-1-blowsutra-burlesque,BLOWsutra,"BURLESQUE,JAZZ","BURLESQUE,JAZZ",3,3,682,7,0:10:30,https://i1.sndcdn.com/artworks-c3L1ZrA7GdTEUNpD-srMlmg-t500x500.png,L-271,,[2] Waldo's Fascist Tango - HATjazz BURLESQUE
Why We Can't Be Brave? ☷ GROWsutra (Censored) Cello EPx8,https://soundcloud.com/bananasutra/sets/why-we-cant-be-brave-growsutra-censored-cello-epx8,GROWsutra,"BURLESQUE,DUB,INDIE,LOFI","BURLESQUE,DUB,FLAMENCO,HIP HOP,INDIE,LOFI,PSYCHEDELIC",8,8,6031,58,0:28:47,https://i1.sndcdn.com/artworks-rB89JSlaccuJ12aJ-01Yopg-t500x500.png,L-295,2025-12-02 22:33,"[04] Why We Can't Be Brave - GROWsutra (Censored) Psychedelic Flamenco Dub Cello Fusion INDIE,[07] Why We Can't Be Brave - GROWsutra (Censored) Psychedelic Hip Hop Cello Indie Dub Fusion LOFI,[08] Why We Can't Be Brave - GROWsutra (Censored) Psychedelic Hip Hop Cello Indie Dub Fusion LOFI,[02] Why We Can't Be Brave - GROWsutra (Censored) Psychedelic Cello Drama Duende Dream INDIE"
Zero Sum (Zero Sean) • GROWsutra (Dare to Care) EPx22,https://soundcloud.com/bananasutra/sets/zero-sum-growsutra-epx22,GROWsutra,"BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI","BURLESQUE,CABARET,DUB,FADO,FLAMENCO,FOLK,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK,RAGGA",23,23,21887,231,1:17:31,https://i1.sndcdn.com/artworks-EIMomqQ3VHc9dl93-DvcAsA-t500x500.png,L-303,2026-02-26 22:16,"[08] Zero Sum • GROWsutra Psychedelick Folk Poetry Bridges The DUB,[13] Zero Sum • GROWsutra Psychedelick Gipsy Flamenco Techno Fusion INDIE,[10] Zero Sum • GROWsutra Psychedelick Gipsy Flamenco  Ragga Circus DUB,[14] Zero Sum • GROWsutra Psychedelick Gipsy Flamenco Techno Fusion INDIE,[12] Zero Sum • GROWsutra Psychedelick Gipsy Indie Ragga Flamenco DUB,[07] Zero Sum • GROWsutra Psychedelick Folk Poetry Bridges The DUB,[03] Zero Sum • GROWsutra Hypnotic Post-Punk Motorik Fusion LOFI,[06] Zero Sum • GROWsutra Psychedelick Gipsy Hop Fusion LOFI,[01] Zero Sum • GROWsutra Hypnotic Post-Punk Motorik Fusion LOFI,[20] Zero Sum • GROWsutra Psychedelick Post-Punk Cello Dub Cabaret BURLESQUE,""[07] Hello, Oh No • GROWsutra Psychedelic Gipsy Fusion LOFI"""
A Letter to My Friend (Never Again) EPx44 ☮ GROWsutra World Peace Mantra,https://soundcloud.com/bananasutra/sets/a-letter-to-my-friend-never-again-epx44-growsutra-world-peace-mantra,GROWsutra,"BANJO,BLUES,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA","BANJO,BLUES,DUB,FOLK,GIPSY,INDIE,JAZZ,LOFI,MANTRA,RAGGA,SOUL",44,44,28089,224,2:26:10,https://i1.sndcdn.com/artworks-wWQhnGqz9vHL3gbU-Sx2Pvw-t500x500.png,L-3,,"[32] Letter to My Friend (Never Again) • GROWsutra She Wanna Know PsyBass Circus JAZZ,[23] Letter to My Friend (Never Again) • Gipsy Peace Duende Soul Fusion INDIE LOFI,[39] Letter to My Friend (Never Again) • GROWsutra PsyDestiny Banjo BLUES,[19] Letter to My Friend (Never Again) • Gipsy Peace Duende Soul Fusion INDIE LOFI,[27] Letter to My Friend (Never Again) • GROWsutra Jazzy Hop Storyteller LOFI 02,[31] Letter to My Friend (Never Again) • GROWsutra She Wanna Know PsyBass Circus JAZZ,[21] Letter to My Friend (Never Again) • Gipsy Peace Duende Soul Fusion INDIE LOFI,[18] Letter to My Friend (Never Again) • Gipsy Peace Duende Soul Fusion INDIE LOFI,[15] Letter to My Friend (Never Again) - GROWsutra Tzigane Arabesk Soul Peace Fusion Gipsy INDIE,[28] Letter to My Friend (Never Again) • GROWsutra Jazzy Hop Storyteller LOFI 03,[08] Letter to My Friend (Never Again) - GROWsutra Tzigane Arabesk Soul Peace Fusion Gipsy INDIE,[26] Letter to My Friend (Never Again) • Gipsy Peace Duende Soul Fusion INDIE LOFI,[12] Letter to My Friend (Never Again) - GROWsutra Tzigane Arabesk Soul Peace Fusion Gipsy INDIE,[17] Letter to My Friend (Never Again) • Gipsy Peace Duende Soul Fusion INDIE LOFI,[01] Letter to My Friend (Never Again) - GROWsutra Tzigane Arabesk Soul Peace Fusion Gipsy INDIE"
A stroll down history’s lane ☆ KNOWsutra ☆ EPx6 Vol. 1,https://soundcloud.com/bananasutra/sets/a-stroll-down-historys-lane,KNOWsutra,MANTRA,MANTRA,6,6,1122,10,0:20:21,https://i1.sndcdn.com/artworks-9uz2GCIarSzz3CK9-yLGoGg-t500x500.jpg,L-7,,
AI Fair Use Manifesto EPx3 VOL.1 : LOFI BURLESQUE BLUES,https://soundcloud.com/bananasutra/sets/ai-fair-use-manifesto-epx3-vol1-lofi-burlesque-blues,KNOWsutra,"BLUES,BURLESQUE,LOFI","BLUES,BURLESQUE,LOFI",3,3,576,5,0:09:42,https://i1.sndcdn.com/artworks-8MpTLEJF8IA3pZOl-q8KlmA-t500x500.png,L-12,2025-04-10 20:36,
BANANA ALLELUIA ♾ EPx5 ♾ KNOWsutra BURLESQUE,https://soundcloud.com/bananasutra/sets/banana-alleluia-epx5-knowsutra-burlesque,KNOWsutra,"BANJO,BURLESQUE,FOLK","BANJO,BURLESQUE,CABARET,FOLK",5,5,1110,18,0:16:20,https://i1.sndcdn.com/artworks-ygtp0Bp5Ccu1zSfd-ysCUOA-t500x500.png,L-20,,"[01] BANANA ALLELUIA — KNOWsutra Folk Waltz Ballad BURLESQUE,[03] BANANA ALLELUIA — KNOWsutra Banjo Waltz Bounce BURLESQUE"
Because the Light ☉ EPx4 VOL.01,https://soundcloud.com/bananasutra/sets/because-the-light-epx4-vol01,GROWsutra,MANTRA,MANTRA,4,4,2188,20,0:13:30,https://i1.sndcdn.com/artworks-ZPfcJ5Xdh8yItO33-t97RIA-t500x500.png,L-26,,"[01] Because the Light (wontdietonight) ⭐︎ Breathy LOFIsutra,[02] Because the Fight ⭐︎ MellO BANJOsutra"
Blaise's Tale ⭐︎ EPx3 ⭐︎ KNOWsutra Folk Cabaret,https://soundcloud.com/bananasutra/sets/blaises-tale-epx3-knowsutra-folk-cabaret,KNOWsutra,"BANJO,BURLESQUE,FOLK","BANJO,BURLESQUE,CABARET,FOLK",3,3,587,5,0:08:41,https://i1.sndcdn.com/artworks-nZjm9BvXode0nW5K-5dXY2A-t500x500.png,L-29,,
Blessed Are the Cracked EP X3,https://soundcloud.com/bananasutra/sets/blessed-are-the-cracked-ep-x3,GLOWsutra,JAZZ,JAZZ,3,3,599,4,0:09:45,https://i1.sndcdn.com/artworks-d9e5zeXofS20S4AQ-Lb1s5g-t500x500.png,L-30,2024-12-11 23:08,
Blessed Be the Dogs ☰ SHOWsutra EPx9 ☰ Post-Punk Burlesque ROCK,https://soundcloud.com/bananasutra/sets/blessed-be-the-dogs-showsutra-epx9-post-punk-burlesque-rock,SHOWsutra,"BURLESQUE,ROCK","BURLESQUE,PUNK,ROCK",9,9,1830,27,0:35:13,https://i1.sndcdn.com/artworks-kAEVcohylwIZch0q-ThHu4Q-t500x500.png,L-31,,[05] Blessed Be The Dogs • SHOWsutra Post-Punk Burlesque ROCK
"Bloom Past Doom - Vol. 2, 2 songs EPx7 - BLOWsutra (Revolution Ring Series) Fusion Jazz",https://soundcloud.com/bananasutra/sets/bloom-past-doom-vol-2-2-songs-epx7-blowsutra-revolution-ring-series-fusion-jazz,BLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ","BANJO,BLUES,BURLESQUE,DUB,FOLK,GIPSY,INDIE,JAZZ,PSYCHEDELIC",7,7,5483,67,0:22:38,https://i1.sndcdn.com/artworks-UsXPQkqEgN2gCzJ6-0lSKCQ-t500x500.png,L-34,,
CREEPYPASTA (what the hella) ♅ SHOWsutra ♅ EPx23 Side A+B,https://soundcloud.com/bananasutra/sets/creepypasta-what-the-hella-showsutra-epx23-side-ab,SHOWsutra,"BANJO,BURLESQUE,DUB,INDIE,LOFI","BANJO,BURLESQUE,DUB,GIPSY,INDIE,LOFI,PSYCHEDELIC,PUNK,RAGGA",23,27,7010,45,0:58:50,https://i1.sndcdn.com/artworks-fcCvHghEuNgLNX4y-dpY9Mg-t500x500.png,L-47,,"Side B [02] CREEPYPASTA • SHOWsutra Trip Storyteller LOFI,Side B [01] CREEPYPASTA • SHOWsutra Trip Storyteller LOFI,Side A [04] CREEPYPASTA • SHOWsutra Hide Yo Pets Bluegrass BANJO"
Cassandra’s Lullaby • KNOWsutra EPx11 World,https://soundcloud.com/bananasutra/sets/cassandras-lullaby,KNOWsutra,"BLUES,BURLESQUE,FOLK,INDIE,JAZZ,MANTRA","BLUES,BURLESQUE,FOLK,INDIE,JAZZ,MANTRA",11,11,2594,35,0:44:36,https://i1.sndcdn.com/artworks-8MtzAVxPSN3vdqbc-b7c54g-t500x500.png,L-39,,"[11] Cassandra's Lullaby • Jewish Drum Indie Jazz MANTRA,[06] Cassandra's Lullaby • Jewish World INDIE FOLK,[03] Cassandra's Lullaby • World Reckoning INDIE FOLK"
