playlist_name,playlist_url,sutra,genres,track_count,total_plays,total_likes,duration_total,artwork_url,artwork_lg_url,sc_playlist_type,scplaylist_in_app,songbook_id
INDIEsutra,https://soundcloud.com/bananasutra/sets/indiesutra-2,,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",254,116767,1114,14:41:32,https://i1.sndcdn.com/artworks-iPtXxjIVQyjzpElZ-rzZZyw-t500x500.png,https://i1.sndcdn.com/artworks-C7s0a12XcankxZ5m-N8ITrg-t1080x1080.jpg,genre (all),,
INDIEsutra (Best Of),https://soundcloud.com/bananasutra/sets/indiesutra-best-of,,,39,74052,662,2:22:23,https://i1.sndcdn.com/artworks-qhqHRqMMeCjATzsp-RQ8fQQ-t500x500.png,https://i1.sndcdn.com/artworks-o2drYEuUiIonduAx-8tLPrg-t1080x1080.jpg,genre (best of),,G-00-INDI
JAZZsutra,https://soundcloud.com/bananasutra/sets/jazzsutra,,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI",222,133799,1462,12:37:02,https://i1.sndcdn.com/artworks-QRaUbtlHanDIuOON-8Hr9pg-t500x500.png,https://i1.sndcdn.com/artworks-DEjozORVmF41Cqui-3hQl1g-t1080x1080.jpg,genre (all),,
JAZZsutra (Best Of),https://soundcloud.com/bananasutra/sets/jazzsutra-best-of,,,35,76827,869,2:03:43,https://i1.sndcdn.com/artworks-QRaUbtlHanDIuOON-8Hr9pg-t500x500.png,https://i1.sndcdn.com/artworks-cAdyXVEMk1Mz51KL-IBblxw-t1080x1080.jpg,genre (best of),,G-00-JAZZ
KNOWsutra : (naked) TRUTH,https://soundcloud.com/bananasutra/sets/knowsura-naked-truth,KNOWsutra,"BLUES,BURLESQUE,DUB,INDIE,LOFI",20,19018,364,1:10:17,https://i1.sndcdn.com/artworks-aUUxzKo6oEXsOIfq-vtqUJA-t500x500.png,https://i1.sndcdn.com/artworks-f66ByNzPT9uoPEaI-NO5RcQ-t1080x1080.jpg,sutra,checked,G-01-TRUT
KNOWsutra : BERTRAND (mon chéri),https://soundcloud.com/bananasutra/sets/knowsutra-bertrand-mon-cheri,KNOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI",15,20628,269,0:51:39,https://i1.sndcdn.com/artworks-dpot7zmJbp98Q8za-Swn1Rg-t500x500.png,https://i1.sndcdn.com/artworks-oJ9Fh72QQzfgiRgF-mSFydg-t1080x1080.jpg,sutra,checked,G-01-BERT
KNOWsutra : PEACE (not War),https://soundcloud.com/bananasutra/sets/knowsutra-peace-not-war,KNOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA",36,44101,448,2:08:12,https://i1.sndcdn.com/artworks-0YzGiltzEidfTrxR-osiLXg-t500x500.png,https://i1.sndcdn.com/artworks-4w582El0x5oIrs8P-HzEPOQ-t1080x1080.jpg,sutra,checked,G-01-PEAC
KNOWsutra : but(t) WHY,https://soundcloud.com/bananasutra/sets/knowsutra-but-t-why,KNOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK",24,18384,199,1:21:20,https://i1.sndcdn.com/artworks-L6uXyHUyGsqH0ZAv-cvmeZg-t500x500.png,https://i1.sndcdn.com/artworks-ZPm3MIrvf9zymSnp-CfTzsw-t1080x1080.jpg,sutra,checked,G-01-WHY
KNOWsutra where questions matter,https://soundcloud.com/bananasutra/sets/sutraknow,KNOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",363,168690,1759,20:50:17,https://i1.sndcdn.com/artworks-NK0wy8xSKMBP4LSI-DlE3WA-t500x500.png,https://i1.sndcdn.com/artworks-anGiB4MZUOqXnHRN-rokGAw-t1080x1080.jpg,sutra (all),,
LOFIsutra,https://soundcloud.com/bananasutra/sets/lofisutra,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",285,167018,1572,14:39:09,https://i1.sndcdn.com/artworks-iPtXxjIVQyjzpElZ-rzZZyw-t500x500.png,https://i1.sndcdn.com/artworks-03WTBGq1a0FSjyzn-WEwcRg-t1080x1080.jpg,genre (all),,
LOFIsutra (Best Of),https://soundcloud.com/bananasutra/sets/lofisutra-best-of,,,45,97288,891,2:16:19,https://i1.sndcdn.com/artworks-QRaUbtlHanDIuOON-8Hr9pg-t500x500.png,https://i1.sndcdn.com/artworks-XV1yrYzFlhLY4GGz-vazYKA-t1080x1080.jpg,genre (best of),,G-00-LOFI
MANTRAsutra,https://soundcloud.com/bananasutra/sets/mantrasutra,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA",77,20039,191,4:20:23,https://i1.sndcdn.com/artworks-OV8ZRGizQyraCB7N-C8HWOQ-t500x500.png,https://i1.sndcdn.com/artworks-YcyNpeBLycX9QvZI-cSnvcg-t1080x1080.jpg,genre (all),,
MANTRAsutra (Best Of),https://soundcloud.com/bananasutra/sets/mantrasutra-best-of,,,1,2156,22,0:04:03,https://i1.sndcdn.com/artworks-Tee0LuKXPZj5MLJY-pyJfiA-t500x500.png,https://i1.sndcdn.com/artworks-HoSD40eIsX92F6ug-iEu1fg-t1080x1080.jpg,genre (best of),,G-00-MANT
OUI OUI : Pardon (my French),https://soundcloud.com/bananasutra/sets/oui-oui-pardon-my-french,,"BLUES,BURLESQUE,DUB,INDIE,JAZZ,LOFI,MANTRA",29,31687,318,1:40:08,https://i1.sndcdn.com/artworks-e0sOW6yRL70L2ZRD-C8tirQ-t500x500.png,https://i1.sndcdn.com/artworks-GLa538X1fUoCj8Yg-p3dNGg-t1080x1080.jpg,sutra,checked,G-lang-FR
Playlist Sidération Gone Bananas x29,https://soundcloud.com/bananasutra/sets/playlist-sideration-gone-bananas,BLOWsutra,"BLUES,JAZZ,LOFI",29,9881,76,1:28:13,https://i1.sndcdn.com/artworks-58HtMVlI0dnLHSez-V8vJyA-t500x500.png,https://i1.sndcdn.com/artworks-5zDi1XtdvEsTf986-eFnsyw-t1080x1080.jpg,collection,,G-02-SIDE
QUACKsutra : DUCK (shady),https://soundcloud.com/bananasutra/sets/quacksutra-duck-shady,QUACKsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",26,7999,96,1:23:23,https://i1.sndcdn.com/artworks-301rwrEjz0M0tuZV-1dVJMg-t500x500.png,https://i1.sndcdn.com/artworks-o0qz0ucmBMzsR5UL-eS6HrA-t1080x1080.jpg,sutra,checked,G-02-DUC
QUACKsutra : FOTUS Circus,https://soundcloud.com/bananasutra/sets/quacksutra-fotus-circus,QUACKsutra,"BANJO,BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK",15,7615,68,0:45:21,https://i1.sndcdn.com/artworks-PbQdusXHHfL2vzQG-PVycmg-t500x500.png,https://i1.sndcdn.com/artworks-JWP4i7BJc28GfvPW-mmFU9Q-t1080x1080.jpg,sutra,checked,G-02-CIRC
QUACKsutra where we sing FU,https://soundcloud.com/bananasutra/sets/ducksutra-where-we-sing-fu,QUACKsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",282,96653,885,15:22:45,https://i1.sndcdn.com/artworks-FCpNyoKfIRn6bNzD-59cLWg-t500x500.png,https://i1.sndcdn.com/artworks-DV4siAryy3RG3KTY-t5ZhRQ-t1080x1080.jpg,sutra (all),,
Questions for the (kind) POPE in the Sky,https://soundcloud.com/bananasutra/sets/questions-for-the-pope-in-the-sky,GROWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",98,34197,301,5:01:39,https://i1.sndcdn.com/artworks-AW1E67BzmypJfRI1-6hZzEg-t500x500.png,https://i1.sndcdn.com/artworks-yCOtsWMP0bmkMYwo-dCBksA-t1080x1080.jpg,collection,,
ROCKsutra,https://soundcloud.com/bananasutra/sets/rocksutra,,"BURLESQUE,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",91,27041,230,4:48:01,https://i1.sndcdn.com/artworks-RvPg90tJzDpSlPKh-ns1cUw-t500x500.png,https://i1.sndcdn.com/artworks-RM7WHhN8qFyZxreU-hhcF1Q-t1080x1080.jpg,genre (all),,
ROCKsutra (Best Of),https://soundcloud.com/bananasutra/sets/rocksutra-best-of,,,3,7143,70,0:10:59,https://i1.sndcdn.com/artworks-EIMomqQ3VHc9dl93-DvcAsA-t500x500.png,https://i1.sndcdn.com/artworks-cm4hZJP45iEWi61f-OzQ7hA-t1080x1080.jpg,genre (best of),,G-00-ROCK
SHOWsutra : B.J. (is for Banana Jesters),https://soundcloud.com/bananasutra/sets/showsutra-b-j-is-for-banana,SHOWsutra,"BANJO,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI",9,3319,37,0:30:16,https://i1.sndcdn.com/artworks-yoEMRKS82rZVyqki-15yXGg-t500x500.png,https://i1.sndcdn.com/artworks-zvxXEnN1nhEehvpK-ABzMFA-t1080x1080.jpg,sutra,checked,G-03-BJ
SHOWsutra : FANANA Club,https://soundcloud.com/bananasutra/sets/showsutra-fanana-club,SHOWsutra,"BANJO,BURLESQUE,FOLK,INDIE,JAZZ,LOFI",20,9112,116,1:07:12,https://i1.sndcdn.com/artworks-09nrbUudNilo3UyQ-Qz1LzA-t500x500.png,https://i1.sndcdn.com/artworks-SjuzUkSUCZpiPoz4-LnprBQ-t1080x1080.jpg,sutra,checked,G-03-FANA
SHOWsutra where bananas play,https://soundcloud.com/bananasutra/sets/sutrashow-where-bananas-get,SHOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK",241,99800,969,13:43:02,https://i1.sndcdn.com/artworks-QRaUbtlHanDIuOON-8Hr9pg-t500x500.png,https://i1.sndcdn.com/artworks-psPWeBgWhqP3BR76-8rTihA-t1080x1080.jpg,sutra (all),,
SHOWsutra: (shades of) FOOLS,https://soundcloud.com/bananasutra/sets/showsutra-shades-of-fools,SHOWsutra,"BURLESQUE,DUB,INDIE,JAZZ,LOFI",6,1696,23,0:18:45,https://i1.sndcdn.com/artworks-oX7ZY3z8JzrLVWyA-Iz5Tsg-t500x500.png,https://i1.sndcdn.com/artworks-GXTKcXAuyMmSbOsd-dz5iYQ-t1080x1080.jpg,sutra,checked,G-03-FOOL
SINGLEsutra Exclusive SoundCloud (woo),https://soundcloud.com/bananasutra/sets/singlesutra,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",45,21941,282,2:17:26,https://i1.sndcdn.com/artworks-if82lONCI5YhLq5y-CMulEA-t500x500.png,https://i1.sndcdn.com/artworks-nKFxkPd7COBnHZAF-fy7sYw-t1080x1080.jpg,collection,checked,G-SINGLES
WORLDsutra (Best Of),https://soundcloud.com/bananasutra/sets/worldsutra-best-of,,,2,3114,38,0:06:54,https://i1.sndcdn.com/artworks-EIMomqQ3VHc9dl93-DvcAsA-t500x500.png,https://i1.sndcdn.com/artworks-fhn07viDnVztye2w-Meeehg-t1080x1080.jpg,genre (best of),,
WORLDsutra : Russian(ish),https://soundcloud.com/bananasutra/sets/worldsutra-russian-ish,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK",15,5792,66,1:01:23,https://i1.sndcdn.com/artworks-acFrdgqIA6o30Zzp-mlZM9A-t500x500.png,https://i1.sndcdn.com/artworks-TUnq5K6T9gz6Lzs5-hw6yjw-t1080x1080.jpg,collection,checked,G-lang-RU
WORLDsutra : SPAN(k)ish,https://soundcloud.com/bananasutra/sets/worldsutra-span-k-ish,,"INDIE,WORLD,DUB,JAZZ,MANTRA",4,3184,37,0:15:03,https://i1.sndcdn.com/artworks-DQAHMhBcDTcoVFfl-BTKWAA-t500x500.png,https://i1.sndcdn.com/artworks-V4ORYqjXscpH76UU-11PylA-t1080x1080.jpg,collection,checked,G-lang-ES
