playlist_name,playlist_url,sutra,genres,track_count,total_plays,total_likes,duration_total,artwork_url,artwork_lg_url,sc_playlist_type,scplaylist_in_app,songbook_id
BOWsutra : DEATH (is nothing),https://soundcloud.com/bananasutra/sets/bowsutra-death-is-nothing,BOWsutra,"BLUES,DUB,INDIE,JAZZ",9,5593,63,0:27:30,https://i1.sndcdn.com/artworks-pJs7anXy4aAFCFrv-isxj5A-t500x500.jpg,https://i1.sndcdn.com/artworks-pJs7anXy4aAFCFrv-isxj5A-t1080x1080.jpg,sutra,checked,G-07-DEAT
BOWsutra the last of 7 sutras · it's divine <3,https://soundcloud.com/bananasutra/sets/bowsutra,BOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK",67,25360,280,2:59:08,https://i1.sndcdn.com/artworks-PhV4HcOuFKRdx4bD-cO41eQ-t500x500.png,https://i1.sndcdn.com/artworks-PhV4HcOuFKRdx4bD-cO41eQ-t1080x1080.png,sutra (all),,
BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/burlesquesutra,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",297,121496,1106,16:16:59,https://i1.sndcdn.com/artworks-qf8LWHFrU1aA0x9C-4Ziiag-t500x500.jpg,https://i1.sndcdn.com/artworks-qf8LWHFrU1aA0x9C-4Ziiag-t1080x1080.jpg,genre (all),,
BURLESQUEsutra (Best Of),https://soundcloud.com/bananasutra/sets/burlesquesutra-best-of,,,22,46428,449,1:18:48,https://i1.sndcdn.com/artworks-n4WmFJexVLsKUShK-WpEC4A-t500x500.jpg,https://i1.sndcdn.com/artworks-n4WmFJexVLsKUShK-WpEC4A-t1080x1080.jpg,genre (best of),,G-00-BURL
DUBsutra,https://soundcloud.com/bananasutra/sets/dubsutra,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",328,187459,1854,17:45:46,https://i1.sndcdn.com/artworks-zyFVoQN33jQifswF-LXTdCw-t500x500.jpg,https://i1.sndcdn.com/artworks-zyFVoQN33jQifswF-LXTdCw-t1080x1080.jpg,genre (all),,
DUBsutra (Best Of),https://soundcloud.com/bananasutra/sets/dubsutra-best-of,,,42,91882,883,2:23:17,https://i1.sndcdn.com/artworks-0sxByuCQtf1zSYMt-w8bhvA-t500x500.jpg,https://i1.sndcdn.com/artworks-0sxByuCQtf1zSYMt-w8bhvA-t1080x1080.jpg,genre (best of),,G-00-DUB
FLOWsutra : FLY (like water),https://soundcloud.com/bananasutra/sets/flowsutra-fly-like-water,FLOWsutra,"BLUES,DUB,LOFI",8,7327,101,0:24:01,https://i1.sndcdn.com/artworks-2pHqakX9GOVp97hp-EU7MrQ-t500x500.jpg,https://i1.sndcdn.com/artworks-2pHqakX9GOVp97hp-EU7MrQ-t1080x1080.jpg,sutra,checked,G-05-FLY
FLOWsutra : WET (my friend),https://soundcloud.com/bananasutra/sets/flowsutra-wet-my-friend,FLOWsutra,"BLUES,BURLESQUE,DUB,JAZZ",15,5441,80,0:50:22,https://i1.sndcdn.com/artworks-lcLXcYSTLwU1vVWx-8umDBA-t500x500.jpg,https://i1.sndcdn.com/artworks-lcLXcYSTLwU1vVWx-8umDBA-t1080x1080.jpg,sutra,checked,G-05-WET
FLOWsutra where time is space,https://soundcloud.com/bananasutra/sets/sutraflow,FLOWsutra,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI",66,34668,428,3:28:41,https://i1.sndcdn.com/artworks-PorYyvyZr3pl4ezD-Qz561g-t500x500.jpg,https://i1.sndcdn.com/artworks-PorYyvyZr3pl4ezD-Qz561g-t1080x1080.jpg,sutra (all),,
FOLKsutra,https://soundcloud.com/bananasutra/sets/folksutra,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI",129,43796,469,7:02:55,https://i1.sndcdn.com/artworks-6tM0cjHYVyEyl5Gu-Bhop9A-t500x500.jpg,https://i1.sndcdn.com/artworks-6tM0cjHYVyEyl5Gu-Bhop9A-t1080x1080.jpg,genre (all),,
FOLKsutra (Best Of),https://soundcloud.com/bananasutra/sets/folksutra-best-of,,,7,11996,87,0:21:08,https://i1.sndcdn.com/artworks-CV0ODQOztCTXkFAF-1T2ODw-t500x500.jpg,https://i1.sndcdn.com/artworks-CV0ODQOztCTXkFAF-1T2ODw-t1080x1080.jpg,genre (best of),,G-00-FOLK
FOTUS CIRCUS Playlist An American Freaks Show,https://soundcloud.com/bananasutra/sets/fotus-circus-playlist-an-3,BLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,JAZZ,LOFI,MANTRA,ROCK",42,12536,92,2:15:29,https://i1.sndcdn.com/artworks-e9LS1yE2xOsiJ46m-ydWbdw-t500x500.jpg,https://i1.sndcdn.com/artworks-e9LS1yE2xOsiJ46m-ydWbdw-t1080x1080.jpg,collection,,
FRENCHsutra oui oui · sacrebleu,https://soundcloud.com/bananasutra/sets/sutrafrench,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA",108,53335,522,5:54:58,https://i1.sndcdn.com/artworks-Ni4BbsKypzQtXkzs-AElX6Q-t500x500.jpg,https://i1.sndcdn.com/artworks-Ni4BbsKypzQtXkzs-AElX6Q-t1080x1080.jpg,collection,,
GLOWsutra : POET(ry),https://soundcloud.com/bananasutra/sets/glowsutra-poet-ry,GLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,INDIE,JAZZ,LOFI,MANTRA",14,6814,85,0:49:35,https://i1.sndcdn.com/artworks-UVBWmXWPLc9H0Ov3-HwlYIg-t500x500.jpg,https://i1.sndcdn.com/artworks-UVBWmXWPLc9H0Ov3-HwlYIg-t1080x1080.jpg,sutra,checked,G-06-POET
GLOWsutra : RAINBOWS (in my clouds),https://soundcloud.com/bananasutra/sets/glowsutra-rainbows-in-my,GLOWsutra,"BANJO,BLUES,DUB,FOLK,INDIE,JAZZ,LOFI",14,13906,177,0:41:49,https://i1.sndcdn.com/artworks-57vIPCGJ4OIaDUaa-UFslNg-t500x500.jpg,https://i1.sndcdn.com/artworks-57vIPCGJ4OIaDUaa-UFslNg-t1080x1080.jpg,sutra,checked,G-06-CLOU
GLOWsutra where gratitude feeds,https://soundcloud.com/bananasutra/sets/sutraglow,GLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",136,74636,790,7:27:08,https://i1.sndcdn.com/artworks-uL7ay8dUUSSVPybn-wwfjyg-t500x500.jpg,https://i1.sndcdn.com/artworks-uL7ay8dUUSSVPybn-wwfjyg-t1080x1080.jpg,sutra (all),,
GROWsutra : DARE (to care),https://soundcloud.com/bananasutra/sets/growsutra-dare-to-care,GROWsutra,"BANJO,BLUES,DUB,FOLK,INDIE,LOFI,MANTRA",9,5558,56,0:28:33,https://i1.sndcdn.com/artworks-pWOrhsGFerHV4tjv-qenNsg-t500x500.jpg,https://i1.sndcdn.com/artworks-pWOrhsGFerHV4tjv-qenNsg-t1080x1080.jpg,sutra,checked,G-04-DARE
GROWsutra : GOD (etc),https://soundcloud.com/bananasutra/sets/growsutra-god-etc,GROWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,JAZZ,LOFI,MANTRA,ROCK",27,24037,281,1:24:51,https://i1.sndcdn.com/artworks-GR9JyL5n8yqk0dDg-rUqw1g-t500x500.jpg,https://i1.sndcdn.com/artworks-GR9JyL5n8yqk0dDg-rUqw1g-t1080x1080.jpg,sutra,checked,G-04-GOD
GROWsutra : KIND(ness),https://soundcloud.com/bananasutra/sets/growsutra-kind-ness,GROWsutra,"BLUES,BURLESQUE,FOLK,INDIE,JAZZ,LOFI",17,13451,114,0:55:24,https://i1.sndcdn.com/artworks-b1Fx0OuFqdHgE7WF-fVAj1Q-t500x500.jpg,https://i1.sndcdn.com/artworks-b1Fx0OuFqdHgE7WF-fVAj1Q-t1080x1080.jpg,sutra,checked,G-04-KIND
GROWsutra where we be brave,https://soundcloud.com/bananasutra/sets/sutragrow,GROWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",296,181280,1738,16:09:25,https://i1.sndcdn.com/artworks-mzuSCb7CNKrMH5sq-5CuPrQ-t500x500.jpg,https://i1.sndcdn.com/artworks-mzuSCb7CNKrMH5sq-5CuPrQ-t1080x1080.jpg,sutra (all),,
INDIEsutra,https://soundcloud.com/bananasutra/sets/indiesutra-2,,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",254,117123,1116,14:41:32,https://i1.sndcdn.com/artworks-C7s0a12XcankxZ5m-N8ITrg-t500x500.jpg,https://i1.sndcdn.com/artworks-C7s0a12XcankxZ5m-N8ITrg-t1080x1080.jpg,genre (all),,
INDIEsutra (Best Of),https://soundcloud.com/bananasutra/sets/indiesutra-best-of,,,41,76646,684,2:30:36,https://i1.sndcdn.com/artworks-o2drYEuUiIonduAx-8tLPrg-t500x500.jpg,https://i1.sndcdn.com/artworks-o2drYEuUiIonduAx-8tLPrg-t1080x1080.jpg,genre (best of),,G-00-INDI
JAZZsutra,https://soundcloud.com/bananasutra/sets/jazzsutra,,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI",222,134600,1463,12:37:02,https://i1.sndcdn.com/artworks-DEjozORVmF41Cqui-3hQl1g-t500x500.jpg,https://i1.sndcdn.com/artworks-DEjozORVmF41Cqui-3hQl1g-t1080x1080.jpg,genre (all),,
JAZZsutra (Best Of),https://soundcloud.com/bananasutra/sets/jazzsutra-best-of,,,35,77269,869,2:03:43,https://i1.sndcdn.com/artworks-cAdyXVEMk1Mz51KL-IBblxw-t500x500.jpg,https://i1.sndcdn.com/artworks-cAdyXVEMk1Mz51KL-IBblxw-t1080x1080.jpg,genre (best of),,G-00-JAZZ
KNOWsutra : (naked) TRUTH,https://soundcloud.com/bananasutra/sets/knowsura-naked-truth,KNOWsutra,"BLUES,BURLESQUE,DUB,INDIE,LOFI",20,19154,367,1:10:17,https://i1.sndcdn.com/artworks-f66ByNzPT9uoPEaI-NO5RcQ-t500x500.jpg,https://i1.sndcdn.com/artworks-f66ByNzPT9uoPEaI-NO5RcQ-t1080x1080.jpg,sutra,checked,G-01-TRUT
KNOWsutra : BERTRAND (mon chéri),https://soundcloud.com/bananasutra/sets/knowsutra-bertrand-mon-cheri,KNOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI",15,20718,269,0:51:39,https://i1.sndcdn.com/artworks-oJ9Fh72QQzfgiRgF-mSFydg-t500x500.jpg,https://i1.sndcdn.com/artworks-oJ9Fh72QQzfgiRgF-mSFydg-t1080x1080.jpg,sutra,checked,G-01-BERT
KNOWsutra : PEACE (not War),https://soundcloud.com/bananasutra/sets/knowsutra-peace-not-war,KNOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA",36,44195,448,2:08:12,https://i1.sndcdn.com/artworks-4w582El0x5oIrs8P-HzEPOQ-t500x500.jpg,https://i1.sndcdn.com/artworks-4w582El0x5oIrs8P-HzEPOQ-t1080x1080.jpg,sutra,checked,G-01-PEAC
KNOWsutra : but(t) WHY,https://soundcloud.com/bananasutra/sets/knowsutra-but-t-why,KNOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK",24,18400,199,1:21:20,https://i1.sndcdn.com/artworks-ZPm3MIrvf9zymSnp-CfTzsw-t500x500.jpg,https://i1.sndcdn.com/artworks-ZPm3MIrvf9zymSnp-CfTzsw-t1080x1080.jpg,sutra,checked,G-01-WHY
KNOWsutra where questions matter,https://soundcloud.com/bananasutra/sets/sutraknow,KNOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",363,177693,1842,20:50:17,https://i1.sndcdn.com/artworks-anGiB4MZUOqXnHRN-rokGAw-t500x500.jpg,https://i1.sndcdn.com/artworks-anGiB4MZUOqXnHRN-rokGAw-t1080x1080.jpg,sutra (all),,
LOFIsutra,https://soundcloud.com/bananasutra/sets/lofisutra,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",287,168219,1573,14:47:29,https://i1.sndcdn.com/artworks-03WTBGq1a0FSjyzn-WEwcRg-t500x500.jpg,https://i1.sndcdn.com/artworks-03WTBGq1a0FSjyzn-WEwcRg-t1080x1080.jpg,genre (all),,
LOFIsutra (Best Of),https://soundcloud.com/bananasutra/sets/lofisutra-best-of,,,47,99977,907,2:24:07,https://i1.sndcdn.com/artworks-XV1yrYzFlhLY4GGz-vazYKA-t500x500.jpg,https://i1.sndcdn.com/artworks-XV1yrYzFlhLY4GGz-vazYKA-t1080x1080.jpg,genre (best of),,G-00-LOFI
MANTRAsutra,https://soundcloud.com/bananasutra/sets/mantrasutra,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA",77,20050,191,4:20:23,https://i1.sndcdn.com/artworks-YcyNpeBLycX9QvZI-cSnvcg-t500x500.jpg,https://i1.sndcdn.com/artworks-YcyNpeBLycX9QvZI-cSnvcg-t1080x1080.jpg,genre (all),,
MANTRAsutra (Best Of),https://soundcloud.com/bananasutra/sets/mantrasutra-best-of,,,1,2157,22,0:04:03,https://i1.sndcdn.com/artworks-HoSD40eIsX92F6ug-iEu1fg-t500x500.jpg,https://i1.sndcdn.com/artworks-HoSD40eIsX92F6ug-iEu1fg-t1080x1080.jpg,genre (best of),,G-00-MANT
OUI OUI : Pardon (my French),https://soundcloud.com/bananasutra/sets/oui-oui-pardon-my-french,,"BLUES,BURLESQUE,DUB,INDIE,JAZZ,LOFI,MANTRA",30,32237,323,1:43:30,https://i1.sndcdn.com/artworks-GLa538X1fUoCj8Yg-p3dNGg-t500x500.jpg,https://i1.sndcdn.com/artworks-GLa538X1fUoCj8Yg-p3dNGg-t1080x1080.jpg,sutra,checked,G-lang-FR
Playlist Sidération Gone Bananas x29,https://soundcloud.com/bananasutra/sets/playlist-sideration-gone-bananas,BLOWsutra,"BLUES,JAZZ,LOFI",29,9882,76,1:28:13,https://i1.sndcdn.com/artworks-5zDi1XtdvEsTf986-eFnsyw-t500x500.jpg,https://i1.sndcdn.com/artworks-5zDi1XtdvEsTf986-eFnsyw-t1080x1080.jpg,collection,,G-02-SIDE
QUACKsutra : DUCK (shady),https://soundcloud.com/bananasutra/sets/quacksutra-duck-shady,QUACKsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",26,8006,96,1:23:23,https://i1.sndcdn.com/artworks-o0qz0ucmBMzsR5UL-eS6HrA-t500x500.jpg,https://i1.sndcdn.com/artworks-o0qz0ucmBMzsR5UL-eS6HrA-t1080x1080.jpg,sutra,checked,G-02-DUC
QUACKsutra : FOTUS Circus,https://soundcloud.com/bananasutra/sets/quacksutra-fotus-circus,QUACKsutra,"BANJO,BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK",15,7638,68,0:45:21,https://i1.sndcdn.com/artworks-JWP4i7BJc28GfvPW-mmFU9Q-t500x500.jpg,https://i1.sndcdn.com/artworks-JWP4i7BJc28GfvPW-mmFU9Q-t1080x1080.jpg,sutra,checked,G-02-CIRC
QUACKsutra where we sing FU,https://soundcloud.com/bananasutra/sets/ducksutra-where-we-sing-fu,QUACKsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",282,96847,888,15:22:45,https://i1.sndcdn.com/artworks-DV4siAryy3RG3KTY-t5ZhRQ-t500x500.jpg,https://i1.sndcdn.com/artworks-DV4siAryy3RG3KTY-t5ZhRQ-t1080x1080.jpg,sutra (all),,
Questions for the (kind) POPE in the Sky,https://soundcloud.com/bananasutra/sets/questions-for-the-pope-in-the-sky,GROWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",98,34226,302,5:01:39,https://i1.sndcdn.com/artworks-yCOtsWMP0bmkMYwo-dCBksA-t500x500.jpg,https://i1.sndcdn.com/artworks-yCOtsWMP0bmkMYwo-dCBksA-t1080x1080.jpg,collection,,
ROCKsutra,https://soundcloud.com/bananasutra/sets/rocksutra,,"BURLESQUE,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",91,27188,231,4:48:01,https://i1.sndcdn.com/artworks-RM7WHhN8qFyZxreU-hhcF1Q-t500x500.jpg,https://i1.sndcdn.com/artworks-RM7WHhN8qFyZxreU-hhcF1Q-t1080x1080.jpg,genre (all),,
ROCKsutra (Best Of),https://soundcloud.com/bananasutra/sets/rocksutra-best-of,,,3,7259,71,0:10:59,https://i1.sndcdn.com/artworks-cm4hZJP45iEWi61f-OzQ7hA-t500x500.jpg,https://i1.sndcdn.com/artworks-cm4hZJP45iEWi61f-OzQ7hA-t1080x1080.jpg,genre (best of),,G-00-ROCK
SHOWsutra : B.J. (is for Banana Jesters),https://soundcloud.com/bananasutra/sets/showsutra-b-j-is-for-banana,SHOWsutra,"BANJO,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI",9,3331,37,0:30:16,https://i1.sndcdn.com/artworks-zvxXEnN1nhEehvpK-ABzMFA-t500x500.jpg,https://i1.sndcdn.com/artworks-zvxXEnN1nhEehvpK-ABzMFA-t1080x1080.jpg,sutra,checked,G-03-BJ
SHOWsutra : FANANA Club,https://soundcloud.com/bananasutra/sets/showsutra-fanana-club,SHOWsutra,"BANJO,BURLESQUE,FOLK,INDIE,JAZZ,LOFI",20,9126,115,1:07:12,https://i1.sndcdn.com/artworks-SjuzUkSUCZpiPoz4-LnprBQ-t500x500.jpg,https://i1.sndcdn.com/artworks-SjuzUkSUCZpiPoz4-LnprBQ-t1080x1080.jpg,sutra,checked,G-03-FANA
SHOWsutra where bananas play,https://soundcloud.com/bananasutra/sets/sutrashow-where-bananas-get,SHOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK",241,100548,968,13:43:02,https://i1.sndcdn.com/artworks-psPWeBgWhqP3BR76-8rTihA-t500x500.jpg,https://i1.sndcdn.com/artworks-psPWeBgWhqP3BR76-8rTihA-t1080x1080.jpg,sutra (all),,
SHOWsutra: (shades of) FOOLS,https://soundcloud.com/bananasutra/sets/showsutra-shades-of-fools,SHOWsutra,"BURLESQUE,DUB,INDIE,JAZZ,LOFI",6,1702,23,0:18:45,https://i1.sndcdn.com/artworks-GXTKcXAuyMmSbOsd-dz5iYQ-t500x500.jpg,https://i1.sndcdn.com/artworks-GXTKcXAuyMmSbOsd-dz5iYQ-t1080x1080.jpg,sutra,checked,G-03-FOOL
SINGLEsutra Exclusive SoundCloud (woo),https://soundcloud.com/bananasutra/sets/singlesutra,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",45,22005,284,2:17:26,https://i1.sndcdn.com/artworks-nKFxkPd7COBnHZAF-fy7sYw-t500x500.jpg,https://i1.sndcdn.com/artworks-nKFxkPd7COBnHZAF-fy7sYw-t1080x1080.jpg,collection,checked,G-SINGLES
WORLDsutra (Best Of),https://soundcloud.com/bananasutra/sets/worldsutra-best-of,,,2,3157,38,0:06:54,https://i1.sndcdn.com/artworks-fhn07viDnVztye2w-Meeehg-t500x500.jpg,https://i1.sndcdn.com/artworks-fhn07viDnVztye2w-Meeehg-t1080x1080.jpg,genre (best of),,
WORLDsutra : Russian(ish),https://soundcloud.com/bananasutra/sets/worldsutra-russian-ish,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK",15,5801,67,1:01:23,https://i1.sndcdn.com/artworks-TUnq5K6T9gz6Lzs5-hw6yjw-t500x500.jpg,https://i1.sndcdn.com/artworks-TUnq5K6T9gz6Lzs5-hw6yjw-t1080x1080.jpg,collection,checked,G-lang-RU
WORLDsutra : SPAN(k)ish,https://soundcloud.com/bananasutra/sets/worldsutra-span-k-ish,,"INDIE,WORLD,DUB,JAZZ,MANTRA",4,3251,37,0:15:03,https://i1.sndcdn.com/artworks-V4ORYqjXscpH76UU-11PylA-t500x500.jpg,https://i1.sndcdn.com/artworks-V4ORYqjXscpH76UU-11PylA-t1080x1080.jpg,collection,checked,G-lang-ES
