playlist_name,playlist_url,sutra,genres,track_count,total_plays,total_likes,duration_total,artwork_url,sc_playlist_type,scplaylist_in_app,songbook_id,sc_eps_link
BOWsutra the last of 7 sutras · it's divine <3,https://soundcloud.com/bananasutra/sets/bowsutra,BOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK",67,23338,265,2:59:08,https://i1.sndcdn.com/artworks-PhV4HcOuFKRdx4bD-cO41eQ-t500x500.png,sutra (all),,,"Best Teacher Award · in Love & Death : Indie Bliss EPx3 VOL. 1 : BOWsutra,Darling EP,Easy (Death Is Nothing At All) ❣ BOWsutra EPx9,Hold the Mic · Babe  EP X7 | Soul Prayer Lullabies,Oh · Freedom EP x10 ♛ BLUESsutra (Public Domain Lyrics),Oh · Martine ❃ French GLOW+BOWsutra ❃ Side A+B EPx28,Poetry Matters EP vol.3,Untamed EP X3,We're Tiny Specks · Right • BOWsutra"
BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/burlesquesutra,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",296,120525,1094,16:13:00,https://i1.sndcdn.com/artworks-iPtXxjIVQyjzpElZ-rzZZyw-t500x500.png,genre (all),,G-00-BURL,"AI Fair Use Manifesto EPx3 VOL.1 : LOFI BURLESQUE BLUES,Ain't Doing Bad Doing Nothing ⭐︎ Public Domain Vol. 02 EPx10 ⭐︎ FLOWsutra Wet JAZZ,All I Know • Shades of Fools (It's the Why) • KNOWsutra EPx5 Vol. 02,All the -Isms | BLOWsutra EPx7,Atheist Tango EP x9 VOL. 1 ☰ Waldo's Burlesque Tales of Truth,BANANA ALLELUIA ♾ EPx5 ♾ KNOWsutra BURLESQUE,Blaise's Tale ⭐︎ EPx3 ⭐︎ KNOWsutra Folk Cabaret,Blessed Are the Cracked EP X3,Bloom Past Doom (Apes Gone Wrong Series) EPx5 - BLOWsutra (Revolt Now)  Grassroots Hope Song,Bo Burnham Gone Bananas 🍌 COVERsutra Vaudeville Indie JAZZ EPx11,But(t) How you Kids Learn Now? EPx9 VOL. 01,Carnival FOTUS (ctd) EP X3,Cassandra’s Lullaby • KNOWsutra EPx11 World,CREEPYPASTA (what the hella) ♅ SHOWsutra ♅ EPx23 Side A+B,Crimina/els EP,Curious Like A Kiss • FLOWsutra Cheeky Duende EPx11,Daddy's a Creep ⚞  P3d0 T-Shirts ON SALE ⚟ BLOWsutra EPx4,DEFY (Vol 2) - 3 Songs EPx6 - BLOWsutra Revolution Ring LoFi Jazz Fusion,Donkeys Years - SHOWsutra Fanana Club Gratitude EPx20,Double Standards EPx3 VOL. 1 • BURLESQUEsutra,Ego Ain't Your Amigo • Vol. 2 · EPx21 • BLOWsutra (Ego Gone Loco)  Dub LoFi Burlesque,Ego Ain't Your Amigo ⭐︎ EPx14 VOL. 01 ⭐︎ True Tales of BLUESsutra,Everybody Knows EP x6 : INDIEsutra,Foolish EPx5,Freee · La Fille • French SHOWsutra Psychedelic EPx10,Gladys in Sonderland EPx14 • SHOWsutra Psychedelic Gipsy Dream,Glitter on a Turd ❯ GROWsutra Banana Cabaret EPx5,Grifters • BLOWsutra (Apes Gone Wrong) EPx14,Hard Core (Questions that Matter) X5,Hello · Oh No • EPx16 • GROWsutra Psychedelic Logic Harmonics,Hey · You ✖ EPx8 ✖ BLOWsutra Indie Punk ROCK,Hi · My Name Is (Not Celine Dion) - Vol02 EPx11 - SHOWsutra Dubby Grass Burlesque Edition,Hope is So Do-Do-Dope 🎪🦤 SHOWsutra Surreal Soul Circus EPx9,How to Help a Bible Bro Grow Up · In the name of Religious Freedom,I Ain't No Christian (No Holy Fool) ♥ EPx4 VOL.02,I Did the Math · and Everything is Stupid • SHOWsutra Snoopy Fanana Club EPx11,I Think I Need a Good Spank!ng (in Madrid) ⚯ SHOWsutra EPx9,If We Had But(t) The Truth • Vol. 2 EPx22 • BLOWsutra (Censored) Epstein Etcetera Soundtrack,Ironic Moronic Eugenics ☤ What Happens When KNOWsutra & BLOWsutra Make a Baby,Jacques Brel : French EPx9 : GLOWsutra Burlesque Indie Blues Gratitude POET(ry),Jealousy (not for me) ♡ GROWsutra EPx22,Joseph Campbell's Truth Metaphors ☷ KNOWsutra EPx12,Just Be EP X7 | Vocal Honey Audio Ideals,Kiss A Pulse • GLOWsutra (Lucille Clifton Poetry) EPx16,L'Accordéon de l'Ignorance EP X9,L'Embobinage (d'après Carl Sagan) • French GROWsutra EPx17,La Poesia Importa ♕ EPx7 VOL.01 ♕ Bananasutra En Español,Le Bal Des Salauds - French BLOWsutra Indie Gipsy Burlesque EPx9,Le Système EP MIX X16 | Bluesy French Jazz,MAKA MAKA EPx7 ⭐︎ MAxA Series · Vol. 4,Male Fantasies • CheekySUTRA EPx6 VOL. 02,MASA (Make America Safe Again) ✮ EPX12 ✮ QUACKsutra Psychedelic BANJO,Mass Media Freakshow EPx13 VOL.02 ⭐︎ Terrence MCKenna KNOWs ⭐︎ Burlesque or Snooze?,MAWA MAWA EPx2 (if Soundcloud allows) ⭐︎ MAxA Series · Vol. 2,MAxA Alphabet Series Compilation - Make America Humane · Kind · Safe · Smart · etcetera Alright?!,Men-Oh-Pause 🩸 KNOWsutra EPx14,Mind the Felon EP X5 | JAZZ LOFI : Psychedelic Paradox Soul Chanson,New Normalcy (Planet Earth to Higher Grounds) EP x7,Nietzsche's Gift (They Muddy the Water to Make it Look Deep) - KNOWsutra EPx13 Vol. 5,Oh My · Oh Why (Socrates Song) - GROWsutra EPx7,Oh · Freedom EP x10 ♛ BLUESsutra (Public Domain Lyrics),Oh · Martine ❃ French GLOW+BOWsutra ❃ Side A+B EPx28,Ordo Amoris in Decay ♡ GROWsutra EPx6,Oy · We Care 🦆 QUACKsutra Psychedelic Punk Rock Mantra EPx4,Peace Matters More (The Only Wish Worth Making) 🪽 GROWsutra Birthday Wish Song,Predators (why war) EP x11 vol.2,Queer Almighty (Holy Questions Matter) - EPx16 VOL. 02,Read Me Harder (BB is for Banned Books) ☆ SHOWsutra Side A+B EPx19,Reason over Reverence (No need for God) ☷ KNOWsutra EPx6,Secret de Polichinelle 🎪 French EPx10 🎪 KNOWsutra Psychedelic Gipsy Circus,Segggsting • SHOWsutra EPx6 • French Burlesque Jazz Cabaret,Seminal Bollocks - Merry Psychedelic GROWsutra (God Etc.) EPx10,Shades of Fools EPx9,Shady Fools (Oh Can’t You See?) • Vol. 2 EPx9 • BLOWsutra Ego Gone Loco LoFi Burlesque,Sidération - The Sky Stood Still - EPx6 VOL. 2 of 4,Sidération's Calling - White House's Burning - EPx13 Vol 4 of 4,some songs are more fun than others EP x8 ∞,Some Truths (Are Harder to Swallow) EPx7,SS Means Sacred Sp3rm ☠ BLOWsutra EPx19,SynthemaSutra ♆ SHOWsutra Banana EPx8,Tell The Truth (encore) KNOWsutra EPx9 Vol. 04,The Accordion of Ignorance EP X4,The Atheist Tango • Vol. 2 EPx12  •  GROWsutra (God · Etc) Conscious Gipsy LoFi Burlesque Jazz,The Conquest of Happiness (according to Bertrand Russel) ☰ 2 Songs EPx10 ☰ KNOWsutra,The Dystopian Quiz Song ★ EPx15 ★ Acoustic SOULsutra,The Echo Song Song ☭ Vladimir Vysotsky - EPx6  English Cover ☭ BLOWsutra Gipsy Trip Hop Trip,The Great Naked King • SHOWsutra Psychedelick Fools Cabaret EPx30,The Invisible Man in the Sky (a song inspired by George Carlin) EPx8 VOL.01,There's No Prayer Like Desire • KNOWsutra But(t) Why EPx4,They Call It Freedom (Oh Hi · Sweet Honey Bun) ✯ BLOWsutra (Revolt Now) EPx11,They Muddy the Waters (aka Nietzsche's Gift) EPx5 VOL. 04,Time for Rebel Romance ☆ EPx6 ☆ BLOWsutra (Revolt Now) Cabaret,To Dream EP X8 | Jacques Brel Chanson Reimagined : Psychedelic French Poetry JAZZsutra X5,Truth Don't Care ✗ EPx2 ✗ KNOWsutra Psychedelic Muse Cabaret,Up a San Francisco Hill • Bananasutra Heart Beats,Waldo's Fascist Tango EPx3 VOL. 1 • Burlesque JAZZ,We Live Not By Lies ⚬ EPx12 ⚬ GROWsutra Revolution Ring,What the Mirror Said (Reste Lucide) - GLOWsutra JAZZ,What's F-A-S-C-I-S-T? EPx8 VOL. 1 ☆ BLOWsutra JAZZ FOLK Fusion,When We Duende (All Night) EPx9 ☯ DUB + BURLESQUEsutra,Where We Begin (Preakly Peaches) EPx4,Who Knows Where How Happiness Truly Grows ☰ GROWsutra EPx29,Who Needs a Big D? EP x8 VOL. 1 - JAZZ 'n DUB,Why We Can't Be Brave? ☷ GROWsutra (Censored) Cello EPx8,Why You Lie (to the People's Face) EP x7 ☠ QUACKsutra,Zero Sum (Zero Sean) • GROWsutra (Dare to Care) EPx22"
DUBsutra,https://soundcloud.com/bananasutra/sets/dubsutra,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,ROCK",321,183919,1836,17:17:53,https://i1.sndcdn.com/artworks-iPtXxjIVQyjzpElZ-rzZZyw-t500x500.png,genre (all),,G-00-DUB,"A stroll down history’s lane ☆ KNOWsutra ☆ EPx6 Vol. 1,ABCs of Kindness - KNOWsutra,All the -Isms | BLOWsutra EPx7,An American in Paris (Public Domain Lyrics) 🎙️ SHOWsutra Classic Retro Musical REMAKE,Bloom Past Doom - Vol. 2 · 2 songs EPx7 - BLOWsutra (Revolution Ring Series) Fusion Jazz,Bo Burnham Gone Bananas 🍌 COVERsutra Vaudeville Indie JAZZ EPx11,But(t) How Can You? GROWsutra (Dare to Care) EPx10,Creepy Con Meme EPX2 • Dicky Ducky DUBsutra,CREEPYPASTA (what the hella) ♅ SHOWsutra ♅ EPx23 Side A+B,CREEPYPASTA (what the hella) ♲ LoFi DUB Edition ♲ SoundCloud is broken REDUX,Creo (La Poesia) ☘ EPx10 VOL.01 ☘ Bananasutra En Español,Do Panic Now ✝ GROWsutra EPx13,Double Standards EPx3 VOL. 1 • BURLESQUEsutra,Easy (Death Is Nothing At All) ❣ BOWsutra EPx9,Ego Ain't Your Amigo • Vol. 2 · EPx21 • BLOWsutra (Ego Gone Loco)  Dub LoFi Burlesque,Ego Ain't Your Amigo ⭐︎ EPx14 VOL. 01 ⭐︎ True Tales of BLUESsutra,El Papito Leo Es No MAGA Show ☰ KNOWsutra EPx6,Ethical Paradox (Bertrand Undone),F-BOMB ⚝ SHOWsutra DUB EPx7,Fluye (como el mar) FLOWsutra,Foolish EPx5,Foolish Goldfish (Forever) ❃ Vol. 02 EPx15 ❃ KNOWsutra Peace (Not War),FOTUS CIRCUS ★ VOL.4 EPx9 ★ BURLESQUEsutra,Freee · La Fille • French SHOWsutra Psychedelic EPx10,Grifters • BLOWsutra (Apes Gone Wrong) EPx14,Hammy On Clyde ✪ SHOWsutra EPx8,Hello · Oh No • EPx16 • GROWsutra Psychedelic Logic Harmonics,Hereby · I Cry ☠ BLOWsutra EPx5,Hey · Creeps • EPx20 • BLOWsutra Ego Gone Loco,Hi · My Name Is (Not Celine Dion) - Vol02 EPx11 - SHOWsutra Dubby Grass Burlesque Edition,Hold the Mic · Babe  EP X7 | Soul Prayer Lullabies,How to Help a Bible Bro Grow Up · In the name of Religious Freedom,I Did the Math · and Everything is Stupid • SHOWsutra Snoopy Fanana Club EPx11,I Think I Need a Good Spank!ng (in Madrid) ⚯ SHOWsutra EPx9,If We Had But(t) The Truth • Vol. 2 EPx22 • BLOWsutra (Censored) Epstein Etcetera Soundtrack,Ironic Moronic Eugenics ☤ What Happens When KNOWsutra & BLOWsutra Make a Baby,It's War · My Friend ☳ QUACKsutra EPx15,Jealousy (not for me) ♡ GROWsutra EPx22,Jolly Poo - EPx15 VOL. 01 - Banjo Blues BLOWsutra,Joseph Campbell's Truth Metaphors ☷ KNOWsutra EPx12,Just Be EP X7 | Vocal Honey Audio Ideals,Kiss A Pulse • GLOWsutra (Lucille Clifton Poetry) EPx16,L'Embobinage (d'après Carl Sagan) • French GROWsutra EPx17,La Poesia Importa ♕ EPx7 VOL.01 ♕ Bananasutra En Español,Le Système EP MIX X16 | Bluesy French Jazz,Linguistic Weaponry EPx7 Burlesque DUBsutra,MAHA (Make America Humane Again) ☆ VOL.2 EPx6 ☆ BLOWsutra (MAxA Series) Psychedelic Trip Hop,Make Amurica Gulag Again ☭ BLOWsutra DUB EPx25,MAMA-B-C (Make America Mine Achtung Encore) • BLOWsutra MAxA Series EPx3,MAxA Alphabet Series Compilation - Make America Humane · Kind · Safe · Smart · etcetera Alright?!,Men-Oh-Pause 🩸 KNOWsutra EPx14,My Quest • EPx6 Vol. 2 • GLOWsutra Jacques Brel Dream,New Normalcy (Planet Earth to Higher Grounds) EP x7,Nietzsche's Gift (They Muddy the Water to Make it Look Deep) - KNOWsutra EPx13 Vol. 5,Nous Sommes Le Feu EPx4 ☲ GROWsutra French Peace Indie,Oh My · Oh Why (Socrates Song) - GROWsutra EPx7,Oh · Freedom EP x10 ♛ BLUESsutra (Public Domain Lyrics),Oh · Martine ❃ French GLOW+BOWsutra ❃ Side A+B EPx28,Ordo Amoris in Decay ♡ GROWsutra EPx6,Peace Matters More (The Only Wish Worth Making) 🪽 GROWsutra Birthday Wish Song,Pedo Nation ★ Felon Nation Redux ★ BLOWsutra EPx14,Poetry Matters EP vol.3,Poetry Matters ☰ BANJOsutra EPx2,Poetry Matters ☲ EPx3 Vol.05 ☲ DUBsutra,Poetry Nah Lie ☲ EPx6 Vol.01 ☲ DUBsutra,Poetry Slow Burns ☲ EPx5 Vol.01 ☲ DUBsutra,Prickly Peaches DUBsutra EPx3,Pro-life means what · honey?,Project 2-0-2-5 (Explicit Fascism Advisory) • Pray for Murica SOULsutra EPx7,Queer Almighty (Holy Questions Matter) - EPx16 VOL. 02,Question Di Kingdom EPx4 VOL.02,Question di Kingdom ✰ Ragga DUBsutra EPx10,Question the Nation • EPx10 • BLOWsutra Psychedelic Dub Revolution,Rainbows in the Clouds • GLOWsutra Dub LoFi Blues,Read Me Harder (BB is for Banned Books) ☆ SHOWsutra Side A+B EPx19,Reason over Reverence (No need for God) ☷ KNOWsutra EPx6,RHINOCEROSS ♦ EPx7 ♦ BLOWsutra Surreal Real Poetry,Seminal Bollocks EP,Serial BLOWerrr ✰ RAGGA DUBsutra,Sidération's Calling - White House's Burning - EPx13 Vol 4 of 4,So · What Is Racism? KNOWsutra Gone Banana EPx17,some songs are more fun than others EP x8 ∞,Spit Back The Lies • BLOWsutra (Revolution Ring) EPx20,Stymied Felon goes Stymy Stymy Yuck Encore - Freee Bonus EPx2 VOL.02,Stymy Stymy Yuck : A Story of Old Bastards - EPx5 VOL.1 - DUBsutra,Sutra of Immanence - FLOWsutra Dog Poetry - Jazz & Dub EPx3,SynthemaSutra ♆ SHOWsutra Banana EPx8,The Echo Song Song ☭ Vladimir Vysotsky - EPx6  English Cover ☭ BLOWsutra Gipsy Trip Hop Trip,The Love of a Dove ☩ EPx18 ☩ GROWsutra Peace Fusion Prayer,This Is My Quest • GROWsutra (Dare to Care) Dream EPx19,Time for Rebel Romance ☆ EPx6 ☆ BLOWsutra (Revolt Now) Cabaret,Tune in the Tender ☲ #GROWsutra EPx9,Two Things · Darling • EPx11 • KNOWsutra (Bertrand) Conscious Gipsy LoFi Blues INDIE,Up a San Francisco Hill • Bananasutra Heart Beats,We Live Not By Lies ⚬ EPx12 ⚬ GROWsutra Revolution Ring,We're Tiny Specks · Right • BOWsutra,Wet (Prickly) Peaches vol.2,When We Duende (All Night) EPx9 ☯ DUB + BURLESQUEsutra,Where Hope Expires ℧ EPx8 VOL.02,Who Knows Where How Happiness Truly Grows ☰ GROWsutra EPx29,Who Needs a Big D? EP x8 VOL. 1 - JAZZ 'n DUB,Who's Your Vladdy? EPx10 ☿ BLOWsutra World Peace Fusion Indie,Why Trust an Old · Mean Religion? EPx9 VOL. 01,Why You Lie (to the People's Face) EP x7 ☠ QUACKsutra,WIN-WIN DUB EPx3 ⚭ French-English GROWsutra Fusion Soul,Woke 'em Whacks EPx4 : BLUES & DUBsutra (Music Therapy),Zero Sum (Zero Sean) • GROWsutra (Dare to Care) EPx22"
FLOWsutra : FLY (like water),https://soundcloud.com/bananasutra/sets/flowsutra-fly-like-water,FLOWsutra,"BLUES,DUB,LOFI",8,7275,101,24:01,https://i1.sndcdn.com/artworks-NrFEJYn5QiBNXnw5-RFTkHQ-t500x500.png,sutra,checked,G-05-FLY,"Fluye (como el mar) FLOWsutra,Jealousy (not for me) ♡ GROWsutra EPx22,Just Be EP X7 | Vocal Honey Audio Ideals"
FLOWsutra : WET (my friend),https://soundcloud.com/bananasutra/sets/flowsutra-wet-my-friend,FLOWsutra,"BLUES,BURLESQUE,DUB,JAZZ",15,5413,80,50:22,https://i1.sndcdn.com/artworks-lciyCEyApUx6fnqe-mWMztg-t500x500.png,sutra,checked,G-05-WET,"Foolish EPx5,I Think I Need a Good Spank!ng (in Madrid) ⚯ SHOWsutra EPx9,Let’s Do It (Let's Fall in Love) EP • Public Domain Lyrics • JAZZsutra,Peel Me Kindly 🍌 SHOWsutra Gone Banana à la Gipsy JAZZ EPx7,Prickly Peaches DUBsutra EPx3,Wet (Prickly) Peaches vol.2,When We Duende (All Night) EPx9 ☯ DUB + BURLESQUEsutra,When We Duende · Encore ★ Arabesk Fado Soul EPx2 VOL.2,Where We Begin (Preakly Peaches) EPx4"
FLOWsutra where time is space,https://soundcloud.com/bananasutra/sets/sutraflow,FLOWsutra,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI",66,30414,396,3:28:41,https://i1.sndcdn.com/artworks-zbyI4lbDpbvjrsBi-cszDDA-t500x500.png,sutra (all),,,"Ain't Doing Bad Doing Nothing ⭐︎ Public Domain Vol. 02 EPx10 ⭐︎ FLOWsutra Wet JAZZ,Bee the Fool EP x2 : BANJOsutra,Curious Like A Kiss • FLOWsutra Cheeky Duende EPx11,Foolish EPx5,Jealousy (not for me) ♡ GROWsutra EPx22,Just Be EP X7 | Vocal Honey Audio Ideals,Let’s Do It (Let's Fall in Love) EP • Public Domain Lyrics • JAZZsutra,Lightly · My Darling ✦ FLOWsutra (Fly Like Water) BANJO EPx5,Prickly Peaches DUBsutra EPx3,Sutra of Immanence - FLOWsutra Dog Poetry - Jazz & Dub EPx3,Too Hard · My Friend • FLOWsutra (Fly Like Water) Lullabies EPx2,Where We Begin (Preakly Peaches) EPx4,Win-Win After Midnight ⭐︎ FLOWsutra (Wet My Friend) Indie Folk EPx4"
FOLKsutra,https://soundcloud.com/bananasutra/sets/folksutra,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI",129,40892,441,7:02:55,https://i1.sndcdn.com/artworks-XITSzbW3Jfw7E2Bb-d1yIpQ-t500x500.png,genre (all),,G-00-FOLK,"A stroll down history’s lane ☆ KNOWsutra ☆ EPx6 Vol. 1,All the -Isms | BLOWsutra EPx7,Atheist Tango EP x9 VOL. 1 ☰ Waldo's Burlesque Tales of Truth,Blaise's Tale ⭐︎ EPx3 ⭐︎ KNOWsutra Folk Cabaret,Bloom Past Doom (Apes Gone Wrong Series) EPx5 - BLOWsutra (Revolt Now)  Grassroots Hope Song,Bloom Past Doom - Vol. 2 · 2 songs EPx7 - BLOWsutra (Revolution Ring Series) Fusion Jazz,But(t) How you Kids Learn Now? EPx9 VOL. 01,Cassandra’s Lullaby • KNOWsutra EPx11 World,Courage · Care · and Coconuts © GROWsutra EPx4,Crimina/els EP,Do Panic Now ✝ GROWsutra EPx13,Double Standards EPx4 VOL. 2 ★ BLOWsutra LOFI,Ego Ain't Your Amigo ⭐︎ EPx14 VOL. 01 ⭐︎ True Tales of BLUESsutra,En Vrai · On Est Tous Frères ䷁ FRENCH BLUESsutra EPx5,Ethical Paradox (Bertrand Undone),Foolish EPx5,Foolish Goldfish (Forever) ❃ Vol. 02 EPx15 ❃ KNOWsutra Peace (Not War),Genius EP,Hereby · I Cry ☠ BLOWsutra EPx5,Hi · My Name Is (Not Celine Dion) - Vol02 EPx11 - SHOWsutra Dubby Grass Burlesque Edition,How to Help a Bible Bro Grow Up · In the name of Religious Freedom,I Ain't No Christian (No Holy Fool) ♥ EPx4 VOL.02,Idiocracy Now ✪ QUACKsutra EPx10,If We Had But(t) The Truth • Vol. 2 EPx22 • BLOWsutra (Censored) Epstein Etcetera Soundtrack,If We Had But(t) The Truth ☲ Easterican Profanities EPx5 ☲ QUACKsutra,Ironic Moronic Eugenics ☤ What Happens When KNOWsutra & BLOWsutra Make a Baby,Just Be EP X7 | Vocal Honey Audio Ideals,Kids Are Asking ✪ KNOWsutra But(t) Why EPx3,Kindness Matters - Human Life Soundtrack EP,L'Accordéon de l'Ignorance EP X9,Le Système EP MIX X16 | Bluesy French Jazz,Lightly · My Darling ✦ FLOWsutra (Fly Like Water) BANJO EPx5,Mass Media Freakshow EPx13 VOL.02 ⭐︎ Terrence MCKenna KNOWs ⭐︎ Burlesque or Snooze?,MAxA Alphabet Series Compilation - Make America Humane · Kind · Safe · Smart · etcetera Alright?!,Men-Oh-Pause 🩸 KNOWsutra EPx14,Mind the Felon EP X5 | JAZZ LOFI : Psychedelic Paradox Soul Chanson,New Normalcy (Planet Earth to Higher Grounds) EP x7,No Fear · My Dear ❢ BLOWsutra Revolution Ring Jazz EPx19,Oh My · Oh Why (Socrates Song) - GROWsutra EPx7,Oh · Freedom EP x10 ♛ BLUESsutra (Public Domain Lyrics),Poem (I wanted to be · basically) ℘ EPx14 VOL.01,Predators (why war) EP x11 vol.2,Project 2-0-2-5 (Explicit Fascism Advisory) • Pray for Murica SOULsutra EPx7,Rainbows in the Clouds • GLOWsutra Dub LoFi Blues,Reason over Reverence (No need for God) ☷ KNOWsutra EPx6,Rise Up · You Naked Peoples (Freedom Rings) ☆ BLOWsutra Victor Hugo Revolution Song,RUN (now · if you can),Seminal Bollocks - Merry Psychedelic GROWsutra (God Etc.) EPx10,Sing Your Own Gospel • Vol. 2 EPx7 • GROWsutra (God · Etc) Revolutionary Gipsy JAZZ,SS Means Sacred Sp3rm ☠ BLOWsutra EPx19,The Accordion of Ignorance EP X4,The Conquest of Happiness (according to Bertrand Russel) ☰ 2 Songs EPx10 ☰ KNOWsutra,The Dystopian Quiz Song ★ EPx15 ★ Acoustic SOULsutra,The Invisible Man in the Sky (a song inspired by George Carlin) EPx8 VOL.01,The Love of a Dove ☩ EPx18 ☩ GROWsutra Peace Fusion Prayer,They Call It Freedom (Oh Hi · Sweet Honey Bun) ✯ BLOWsutra (Revolt Now) EPx11,To Dream EP X8 | Jacques Brel Chanson Reimagined : Psychedelic French Poetry JAZZsutra X5,Untamed EP X3,What's F-A-S-C-I-S-T? EPx8 VOL. 1 ☆ BLOWsutra JAZZ FOLK Fusion,Where Hope Expires ℧ EPx8 VOL.02,Who Knows Where How Happiness Truly Grows ☰ GROWsutra EPx29,Why Trust an Old · Mean Religion? EPx9 VOL. 01,Win-Win After Midnight ⭐︎ FLOWsutra (Wet My Friend) Indie Folk EPx4,Woke 'em Whacks EPx4 : BLUES & DUBsutra (Music Therapy)"
FOTUS CIRCUS Playlist An American Freaks Show,https://soundcloud.com/bananasutra/sets/fotus-circus-playlist-an-3,BLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,JAZZ,LOFI,MANTRA,ROCK",42,12485,91,2:15:29,https://i1.sndcdn.com/artworks-fryyTDM2WyR2DKBA-QI4BwQ-t500x500.png,collection,,,"Daddy's a Creep ⚞  P3d0 T-Shirts ON SALE ⚟ BLOWsutra EPx4,Ego Ain't Your Amigo ⭐︎ EPx14 VOL. 01 ⭐︎ True Tales of BLUESsutra,FOTUS CIRCUS ★ VOL.2 EPx10 ★ BURLESQUEsutra,FOTUS CIRCUS ★ VOL.3 EPx9 ★ BURLESQUEsutra,FOTUS CIRCUS ★ VOL.4 EPx9 ★ BURLESQUEsutra,Hard Core (Questions that Matter) X5,Hereby · I Cry ☠ BLOWsutra EPx5,Make Amurica Gulag Again ☭ BLOWsutra DUB EPx25,MAxA Alphabet Series Compilation - Make America Humane · Kind · Safe · Smart · etcetera Alright?!,The Dystopian Quiz Song ★ EPx15 ★ Acoustic SOULsutra,What's F-A-S-C-I-S-T? EPx8 VOL. 1 ☆ BLOWsutra JAZZ FOLK Fusion,Why You Lie (to the People's Face) EP x7 ☠ QUACKsutra"
FRENCHsutra oui oui · sacrebleu,https://soundcloud.com/bananasutra/sets/sutrafrench,,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA",108,53007,519,5:54:58,https://i1.sndcdn.com/artworks-e0sOW6yRL70L2ZRD-C8tirQ-t500x500.png,collection,,,"Crimina/els EP,En Vrai · On Est Tous Frères ䷁ FRENCH BLUESsutra EPx5,Freee · La Fille • French SHOWsutra Psychedelic EPx10,Jacques Brel : French EPx9 : GLOWsutra Burlesque Indie Blues Gratitude POET(ry),L'Accordéon de l'Ignorance EP X9,L'Embobinage (d'après Carl Sagan) • French GROWsutra EPx17,La Force Douce EPx7 ✪ French GROWsutra World Peace Duende LoFi Indie Fusion,Le Bal Des Salauds - French BLOWsutra Indie Gipsy Burlesque EPx9,Le Système EP MIX X16 | Bluesy French Jazz,Nous Sommes Le Feu EPx4 ☲ GROWsutra French Peace Indie,Secret de Polichinelle 🎪 French EPx10 🎪 KNOWsutra Psychedelic Gipsy Circus,Segggsting • SHOWsutra EPx6 • French Burlesque Jazz Cabaret,What the Mirror Said (Reste Lucide) - GLOWsutra JAZZ,WIN-WIN DUB EPx3 ⚭ French-English GROWsutra Fusion Soul"
GLOWsutra : POET(ry),https://soundcloud.com/bananasutra/sets/glowsutra-poet-ry,GLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,INDIE,JAZZ,LOFI,MANTRA",14,6804,85,49:35,https://i1.sndcdn.com/artworks-OV8ZRGizQyraCB7N-C8HWOQ-t500x500.png,sutra,checked,G-06-POET,"Awe Is Mighty (Maybe Even Holy) - GLOWsutra Conscious Indie LoFi Lullaby EPx2,Creo (La Poesia) ☘ EPx10 VOL.01 ☘ Bananasutra En Español,La Poesia Importa ♕ EPx7 VOL.01 ♕ Bananasutra En Español,Poem (I wanted to be · basically) ℘ EPx14 VOL.01,Poetry Matters EP vol.3,Poetry Matters ☰ BANJOsutra EPx2,Poetry Matters ☲ EPx3 Vol.05 ☲ DUBsutra,Poetry Slow Burns ☲ EPx5 Vol.01 ☲ DUBsutra"
GLOWsutra : RAINBOWS (in my clouds),https://soundcloud.com/bananasutra/sets/glowsutra-rainbows-in-my,GLOWsutra,"BANJO,BLUES,DUB,FOLK,INDIE,JAZZ,LOFI",14,13730,174,41:49,https://i1.sndcdn.com/artworks-OuzjTqyXc8wz8Uv9-0cXu0Q-t500x500.png,sutra,checked,G-06-CLOU,"Blessed Are the Cracked EP X3,Rainbows in the Clouds • GLOWsutra Dub LoFi Blues,To Dream EP X8 | Jacques Brel Chanson Reimagined : Psychedelic French Poetry JAZZsutra X5,Tune in the Tender ☲ #GROWsutra EPx9,Up a San Francisco Hill EP(x4) VOL.2,What the Mirror Said (Reste Lucide) - GLOWsutra JAZZ"
